"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"1",9048,6407,9529,5228,9042,5213,10178,11668,9019,5870,10361,4898,5522,9806,8107,6032,6063,10649,4996,4826,8204,6006,9499,4488,9696,11552,9087,5460,6006,5300,6341,7693,10871,4918,6746,9041,11680,6806,7277,6154,10900,9021,6106,9210,7724,11952,4890,4704,5677,6535
"2",11511,10382,6753,5528,10919,7402,11539,6740,11863,10036,9427,5716,9444,10259,10838,5577,4414,8088,10014,5593,6874,5857,9563,10490,4118,5340,8550,10351,8765,8527,4000,8379,7194,7575,11951,4780,11854,4447,8498,8956,6354,6538,6805,11668,9608,10017,4042,8423,9193,9696
"3",9337,8727,5984,8092,10520,4241,8088,8874,4723,5989,5180,6233,4535,11505,7137,7050,9915,7200,10057,5264,11614,8836,4514,7169,7747,10231,5727,5209,6078,4690,6828,6612,4743,7069,11790,11951,10538,11953,5782,10342,4386,4494,11691,7045,10586,7176,8481,10464,7611,8362
"4",6568,8906,7610,8657,11672,6415,6781,5694,4835,8145,6200,4490,5266,4426,9991,8879,6487,7451,10128,7315,6481,10077,10629,6919,10655,10360,6721,6421,10189,11792,5233,6948,8982,9803,4386,11462,4703,9745,5372,10069,9733,5265,9737,7145,4803,9648,6773,10120,7504,10184
"5",10417,5001,8533,4602,10705,6966,10663,10019,9722,9786,10453,9171,4412,5791,5476,4772,5319,4504,7094,7106,5395,7394,10403,9968,10847,5133,8427,6475,4886,10549,10058,6565,4782,8763,11424,5152,9287,9358,7202,5258,5130,9372,6577,8714,10456,6832,5450,11845,4738,4707
"6",11467,10231,7374,5861,9521,6863,5622,7358,4015,7855,11411,9171,10926,6259,11451,8419,9474,10914,10435,11626,5887,6318,5526,6196,10448,10579,7232,9980,8856,11491,9271,10971,10305,9881,10395,4200,6058,9713,9639,4121,7654,7469,9935,11047,11479,9829,7251,5768,5465,9094
"7",11306,9234,9731,8350,10607,7554,10163,6726,8439,5971,5907,9536,10906,10078,8113,9085,4923,5263,10625,5559,10088,6865,7654,9948,4100,6790,10991,4450,9992,11703,6460,9176,5416,8392,9855,9861,5197,7806,6637,11446,11194,8604,10157,6519,4832,4538,6663,5234,11284,6896
"8",7925,4924,7608,6346,7306,9493,9987,4530,5245,10298,4721,6591,9804,5707,7050,9747,5548,7649,7938,9013,11686,7912,4462,7973,8260,6805,5933,10542,8203,10335,8547,9037,6103,4400,4644,6695,7322,9216,7726,8323,4229,6623,5750,6078,7860,11410,10983,4949,6069,5605
"9",7351,9176,10534,8891,7817,5029,6990,10645,7456,5711,7167,9811,9451,9836,8322,7616,8854,4841,9084,8824,8068,9543,6744,8266,7584,9195,5404,9234,10285,8580,8011,6423,4432,8820,10724,6738,7628,10211,9583,10448,11906,8849,7216,8471,6314,9534,8137,9437,7174,11445
"10",8629,6815,8065,7561,5012,11861,9581,6789,8243,5259,5549,4071,5430,10903,6989,4374,4419,11020,11889,6477,6553,8385,10073,9890,7848,8875,10279,6407,10550,8802,6091,4536,4738,11681,5397,5429,7764,8557,4442,8406,5740,8995,10598,5395,4726,5745,8156,4240,7715,5545
"11",8982,10230,10437,5481,6500,7630,6501,7071,10985,9156,6310,4196,4721,7093,11946,5117,6214,11411,10364,4099,8528,7620,9916,11397,11498,10144,4776,6154,5745,5677,9403,11336,10444,5286,4387,10844,9214,4572,11644,8462,6622,8059,5050,8758,6595,7895,4801,8105,11194,8414
"12",10816,4256,11648,4423,10212,7039,11502,10552,8908,7345,8190,8825,7432,4223,6473,7085,7105,5144,10165,11532,4363,9233,7501,4256,9353,9919,8818,9459,11262,10563,5327,5237,9490,8345,8337,11266,11270,7293,7116,5690,5428,10475,6830,4507,5336,6139,7394,5201,4630,4374
"13",6277,5151,4435,5205,9293,4889,8857,6631,4145,5269,8347,6070,9795,9195,10736,5194,9379,5206,5496,10564,6368,8168,11475,6955,10438,4051,6785,9809,11014,7481,6998,4846,10133,5910,10367,7478,9998,8468,10424,7905,6284,5825,7984,5179,8557,7861,9725,9630,4490,10398
"14",4418,7898,11749,11003,4044,4332,8676,6869,8471,4546,10262,6886,8812,8263,4654,4782,11103,4745,11934,5828,4155,10213,6683,6337,5181,10124,11298,7789,6477,10015,8454,8500,8780,11753,5462,4375,6302,8854,10116,5595,8840,9464,8105,8041,9630,11060,10786,5532,8287,6358
"15",5328,6410,4494,8626,6654,11639,4912,5572,11076,5035,11284,7070,10170,11804,6812,8152,8552,11810,5778,8276,9902,4765,5108,8388,8074,6211,7864,9448,6407,6700,10811,11167,4124,11241,11466,10030,6853,7026,7423,6275,9954,4877,6422,11039,4404,11425,5616,7689,7080,8245
