"1",51
"2",1
"3",47
"4",28
"5",35
"6",16
"7",13
"8",19
"9",25
"10",6
"11",13
"12",6
"13",43
"14",8
"15",37
"16",14
"17",43
"18",27
"19",21
"20",39
"21",34
"22",4
"23",25
"24",24
"25",40
"26",25
"27",7
"28",26
"29",45
"30",6
"31",12
"32",9
"33",43
"34",3
"35",34
"36",43
"37",21
"38",8
"39",9
"40",37
"41",1
"42",39
"43",47
"44",35
"45",31
"46",31
"47",6
"48",20
"49",22
"50",16
"51",1
"52",10
"53",36
"54",46
"55",3
"56",4
"57",7
"58",20
"59",30
"60",21
"61",33
"62",1
"63",18
"64",30
"65",40
"66",9
"67",9
"68",41
"69",29
"70",39
"71",43
"72",42
"73",11
"74",17
"75",4
"76",38
"77",41
"78",34
"79",47
"80",40
"81",47
"82",45
"83",10
"84",39
"85",1
"86",24
"87",27
"88",26
"89",39
"90",9
"91",28
"92",22
"93",41
"94",24
"95",34
"96",7
"97",49
"98",7
"99",42
"100",6
"101",47
"102",34
"103",10
"104",44
"105",13
"106",39
"107",7
"108",18
"109",43
"110",30
"111",21
"112",2
"113",30
"114",16
"115",6
"116",6
"117",35
"118",6
"119",15
"120",26
"121",16
"122",42
"123",31
"124",38
"125",21
"126",36
"127",16
"128",44
"129",26
"130",34
"131",21
"132",42
"133",44
"134",29
"135",23
"136",28
"137",41
"138",31
"139",11
"140",41
"141",42
"142",11
"143",34
"144",41
"145",25
"146",8
"147",29
"148",6
"149",12
"150",13
