"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",2773,1061,1148,1288,2485,2966,2779,1699,2079,2269,1736,1471,2117,1842,1895,2070,2127,2386,1115,2134,2737,1092,1791,2980,1928,2681,2063,2252,2423,2598,1800,1989,2856,1516,1475,2261,1988,1668,2264,1084
"2",2093,1953,1084,1031,2462,2594,2319,2997,2742,1408,2837,2643,1500,2803,1014,1920,1185,2825,2887,1687,2819,1507,1545,2769,1897,2716,2314,1319,2900,1336,1059,2364,2358,2490,2133,2012,2341,1976,2800,1466
"3",2739,1800,2424,2903,1256,2713,2616,1388,1238,2646,2784,1138,1282,1500,2244,2871,2128,1668,1607,1581,1985,1684,2627,1212,2440,1477,1605,2471,2924,2635,2741,2601,1459,1404,2768,2155,2693,2051,2962,2000
"4",2947,2891,2847,2331,2405,2598,2291,1108,2848,1567,1117,2298,2981,2649,1877,1528,2171,2914,1735,1349,1176,2002,2534,1614,1314,1622,1201,1363,2073,2417,1802,2281,2985,2491,2462,2192,2198,2657,2580,2444
"5",2598,2015,1467,2922,2874,1803,1767,1775,1301,1136,2048,1586,1074,1722,1044,2593,1696,2391,2633,1937,2024,2972,2177,2567,1008,1724,1221,2460,2502,1052,2415,2563,2814,1102,2117,1189,1200,2796,1842,1366
"6",2536,2362,2504,2151,1089,2608,2199,2715,1655,2327,1746,1498,2425,2243,1438,1649,1216,1410,2707,1594,1088,2478,2117,2981,2498,1386,1647,2935,1344,1853,2949,1441,2758,2731,1092,1485,1624,2835,2656,2928
"7",1394,1992,2062,2761,2818,1568,2385,1831,2492,2299,2421,2946,1908,1309,2446,2523,1331,1321,1806,1462,1539,1227,2807,1993,2836,1742,1057,1747,1472,1264,1700,2255,1381,2950,1236,2680,2652,1913,1713,2833
"8",2583,2321,1917,1093,2186,2994,2418,1021,2855,1953,2151,2925,2497,1811,1619,1544,1610,1232,1778,2136,2957,1801,2698,1212,1458,1380,1371,1680,2734,1516,1512,1996,2653,1162,2954,2340,1152,1298,1795,2229
"9",2022,2757,2331,2551,2661,1564,2413,2034,2151,1852,1586,2646,2979,2875,2801,1925,1737,1055,2421,2135,1493,2548,2594,2490,2681,2190,1107,2195,1503,2349,1134,2539,2439,2688,2486,2307,2627,2907,2114,1963
"10",2568,2061,1056,1620,2885,1431,2160,1670,1898,1891,1461,2542,2287,2925,1246,1752,2902,2486,1778,1910,2404,1247,2319,2178,2162,2402,2297,2017,1502,1413,2759,1205,2931,2758,2076,2284,2285,1655,1362,1664
"11",2231,1591,2028,1931,1780,2033,2030,1814,1735,1808,2913,2881,1735,2368,1031,2161,2216,1511,1330,2390,2503,2834,1995,1077,1738,1190,2285,2593,1713,2537,2844,1194,1875,1415,2799,1399,1434,2398,1442,1669
"12",2700,1762,2707,1438,1151,2365,2572,2136,1862,1515,1707,1856,1246,1906,2927,2690,1971,1695,1285,1610,1473,1333,2890,2955,2448,1279,2995,1262,1564,1069,1833,2383,2014,1474,2589,2553,2603,2011,1665,2931
"13",1344,2805,2487,2354,1911,2289,2420,1839,1332,2438,2091,2560,2530,2336,2774,2530,1790,2690,1138,1060,2621,2976,2044,1093,1484,2793,2702,2195,2364,1660,2165,2880,1655,2411,1092,2853,2783,1980,2077,2672
"14",2459,1305,2501,1212,1020,1195,1438,2923,1521,1353,2057,1346,1110,2418,1662,1477,2954,1072,2566,1926,2245,2967,1925,2246,1568,2898,1559,2879,2633,2774,1039,1783,1782,2752,1814,1280,2682,2555,1569,1326
"15",2409,1937,1178,2686,2504,1311,2667,1228,2524,1635,2051,2585,2219,1461,2499,1798,1535,1740,1248,1661,2551,2664,2384,2427,1175,1995,2159,1713,2786,2682,2867,2522,2567,1981,1113,2917,1964,1972,2612,1525
"16",1650,1427,2008,1295,1265,1827,1172,2680,1864,1551,2772,2426,1564,1694,2611,1325,1333,2884,2740,2636,1053,2756,2930,2138,2250,2127,2285,1917,1547,2327,1946,1727,1232,2328,1313,1551,2905,2876,2718,1321
"17",2389,2050,1134,2809,1277,2447,1905,2394,2910,1576,1275,2345,1769,1284,1603,1335,1778,1959,1040,2647,1354,1612,1266,2909,2995,1865,2739,1514,1901,2906,1725,1475,2763,1042,1790,2644,2704,2836,2351,1744
"18",1712,2193,1041,2585,1185,1576,2247,1550,1201,1308,1931,1877,1519,1575,2787,2155,2301,2330,1264,2228,1822,1095,2577,2335,2799,2577,1629,2484,1142,1407,1871,1520,2920,1993,2731,2823,2795,2706,2740,1698
"19",2547,1782,1255,2764,1653,2622,1130,2194,2286,2265,1239,1270,2374,1738,2486,2492,1255,1706,1944,1052,1181,2544,1447,2258,1223,1828,1452,2309,2498,2931,2180,1070,1152,1680,1294,1325,1128,1409,2592,1413
"20",2509,1783,2743,1077,2700,2666,2052,1808,1893,1348,2415,1145,2650,2205,1469,1530,2857,1956,2710,2232,1742,2314,1251,1062,2606,1452,2020,1238,1595,2503,2528,1369,2567,1658,1110,1423,1844,1008,2425,2694
"21",1204,2419,1372,2802,1835,1838,2178,2624,2722,2908,2604,1416,1874,2490,1263,1092,2054,2224,1120,2449,2179,1251,2737,1459,2305,2835,2205,1817,1448,1316,2724,1420,1116,2863,1038,1701,2861,1937,1949,1707
"22",2141,1202,1949,2885,2201,2263,1038,2560,1201,2360,1452,1371,1737,1771,2546,1750,2458,2357,1708,1073,1886,2260,1726,1468,2972,2807,2363,1062,2158,1393,1382,2339,1504,2937,1544,2323,1831,2248,1348,2829
"23",1283,2839,2222,2454,1658,1155,1573,1716,1941,1626,2514,2297,2419,2592,1724,1287,2003,1956,1821,2440,2595,1679,1066,2489,1347,1224,2383,2174,2972,1233,2430,1009,1978,1179,1578,1977,1831,1351,2945,1003
"24",2606,1122,1701,1491,1984,2894,2997,2150,1056,1744,2847,1879,2039,2129,2084,2059,2109,2129,2781,2848,2350,2587,1412,1618,1303,1700,2376,1528,1901,2241,2118,1707,2194,2093,1670,2807,1283,2229,1234,2054
"25",1537,1266,1433,2383,2776,2047,1176,1690,2037,1060,2343,1059,1478,1329,2092,1013,2015,2775,1081,1643,2813,2494,2502,2252,1876,2170,2644,1258,1089,1094,1774,1429,1976,1812,2044,1378,1440,2622,2374,2140
"26",2055,2321,2371,2242,2717,1749,2159,1226,1571,1437,2603,2965,2229,2493,2058,1031,2831,1809,2368,2119,1181,2561,1994,2001,1826,1094,2152,2870,2943,1124,2002,1283,1307,1895,1641,1648,2135,2134,2837,1974
"27",2741,2084,1224,2818,1639,2875,1937,2328,2761,1474,2521,2960,2697,2203,2632,2993,1427,2488,2999,2199,1431,2998,2465,1205,1711,1483,1680,1258,2406,1103,2405,1395,2136,1700,2410,2130,1801,1518,1448,1794
"28",1619,2166,2573,2164,2607,1401,1203,2486,2693,2856,1921,1100,2945,2147,1175,2300,2719,1647,2759,1473,1567,2712,1615,2529,2507,2333,2376,1068,1659,1449,1216,1901,1597,2038,1078,2096,1261,2648,1635,1319
"29",2789,1911,2743,1092,1398,2822,2316,1899,2414,2542,2577,1005,2646,1541,1759,1195,1200,1010,1812,2670,2314,2549,2168,2769,1836,1073,2803,2322,2013,1248,2216,2883,1039,1113,2386,2716,1605,2020,1690,1841
"30",2364,2345,2139,2252,2610,1913,2770,1326,2543,1697,2609,2174,1237,1981,1435,2942,1549,2700,2141,2478,2075,1828,2387,1820,2063,1565,1292,2027,1647,2502,2360,2794,1077,2304,1430,1769,2579,2921,1265,2944
"31",2211,2331,1430,1152,2172,2503,2722,2659,2918,1265,1706,1723,2412,2822,2926,2807,1056,1291,2877,2036,2022,1658,1214,2865,1597,1376,2547,1359,1230,2472,2786,2446,2017,1274,1416,2027,1287,1447,2225,1058
"32",2775,1864,1189,2452,1362,1488,2608,2412,1358,2234,1372,1320,2681,2165,1079,2117,2456,1278,1141,2450,1942,1089,2762,2048,2217,1225,1227,2761,1599,2998,2164,2020,2983,2678,2789,2514,2823,2573,1881,2604
"33",2013,2686,2972,1337,1475,1038,2386,1315,1189,1105,2087,2462,1660,1135,2451,2596,2234,1721,1208,1251,2187,2465,1484,2847,2663,1380,1594,2308,2745,2503,2710,2029,2137,1756,1406,1639,1443,1372,1166,1422
"34",1029,2827,1634,2337,2815,1983,2916,2338,2557,2058,1326,2759,2707,1679,2459,1191,1711,2573,2908,2616,1787,1322,2762,2529,2691,1218,1108,1817,1772,1450,1214,1393,2765,2184,1900,1519,1930,1363,1327,1574
"35",2686,2350,2325,1453,2751,2479,1586,2625,2736,2041,2976,1504,2607,2213,1801,2067,1475,2518,2319,2517,1155,1298,2611,2789,1731,1401,2542,1297,2409,2694,1029,2916,2328,1807,1884,2286,1612,1986,1673,1936
"36",1632,2182,1013,2354,2450,2139,2140,1108,1038,1449,1690,2378,2543,1698,2690,1315,2974,1402,2066,1462,1517,1283,1303,1774,1934,1554,1358,2401,2788,1130,1271,1431,2827,2755,2412,1895,1288,1965,1924,2841
"37",1394,1291,2937,1159,1808,2608,1575,1311,1878,2738,1213,2345,1187,2316,2089,1178,1380,1874,2778,1166,1692,1984,2728,1367,2852,1924,1996,2542,1317,2310,1319,2434,2409,1368,2320,2427,2828,2593,2453,1602
"38",1848,2462,2022,1765,1233,1125,2006,1928,2606,2723,1956,2095,2458,2758,2327,2748,1621,1233,2427,1469,2117,1476,1269,2250,2070,1254,1526,2246,2150,1813,2291,1353,1515,2227,1853,1451,1670,1505,2505,1312
"39",2590,1383,2644,2088,2722,2219,2708,2065,2899,1836,1492,1173,2983,2493,1741,1397,2129,2796,2539,2936,2394,2888,1153,2172,2945,1493,1529,1267,2684,1371,1944,1247,1142,1519,2765,1438,2403,1287,2783,2157
"40",1174,2366,1521,2162,2119,2178,1392,2950,2224,1060,2140,2910,1011,2733,1005,1906,2678,1324,2751,1892,1033,1528,2653,1084,1157,1870,2689,1009,1495,2544,2588,2621,2070,1739,1332,2232,1867,1688,2161,1645
