"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",15,20,5,31,10,15,21,19,30,23,35,29,11,17,11,23,12,25,26,27,17,19,29,8,8,22,26,14,32,20,19,16,18,23,20,20,13,25,35,29
"2",29,28,13,5,17,16,19,31,33,25,19,20,34,10,10,8,14,26,30,30,26,14,13,6,25,10,25,31,23,23,32,10,14,32,6,24,31,22,16,22
"3",23,23,20,34,20,26,31,17,26,19,10,27,30,6,21,22,24,11,33,33,10,21,25,35,19,11,26,16,28,7,14,16,26,35,29,16,29,31,23,6
"4",19,11,15,29,28,28,17,23,26,17,21,25,11,33,30,31,25,10,6,28,6,12,23,35,6,31,10,27,18,20,29,12,24,25,8,9,5,16,29,6
"5",6,8,34,13,24,27,34,29,6,10,30,27,5,12,25,28,10,13,26,13,5,23,25,13,27,29,11,21,14,16,11,29,23,18,18,34,25,14,30,22
"6",25,22,20,35,13,11,19,5,18,6,27,20,20,26,25,10,11,10,19,23,11,15,19,16,20,23,28,15,23,21,16,22,20,9,6,7,20,16,6,23
"7",30,14,14,17,18,19,33,28,24,14,10,12,9,20,10,26,9,9,32,8,33,5,22,28,15,16,18,5,7,30,24,29,13,33,5,7,21,14,9,31
"8",29,8,19,31,30,5,15,12,16,27,25,8,16,30,29,18,5,6,28,7,22,12,14,28,23,17,32,34,12,20,19,33,14,29,25,15,24,8,34,15
"9",31,8,33,34,31,33,15,9,9,27,20,5,34,11,24,11,24,5,20,21,20,14,33,31,9,12,34,25,24,31,7,7,32,21,7,13,32,13,8,30
"10",22,16,6,25,17,8,8,12,14,29,7,24,33,15,14,10,17,21,15,14,29,8,9,29,23,23,31,14,35,31,22,11,16,30,7,33,28,25,15,10
"11",26,34,27,23,29,28,14,26,5,24,29,27,33,30,9,7,13,13,12,7,8,9,16,32,35,6,8,23,15,24,33,32,11,21,35,34,6,33,23,23
"12",15,14,25,13,23,25,29,15,29,11,22,23,28,21,7,5,5,9,26,16,28,28,24,33,15,26,35,21,14,35,35,35,20,9,29,31,7,14,20,22
"13",32,32,8,35,14,14,16,22,28,35,12,28,13,35,8,26,24,20,29,27,31,11,30,24,15,14,17,21,16,29,27,19,7,14,31,24,19,12,20,25
"14",12,7,35,14,22,24,30,31,6,13,33,6,14,32,5,20,13,9,11,34,29,10,34,22,19,10,20,6,22,31,5,33,22,15,30,32,14,7,8,32
"15",19,28,27,5,11,7,33,30,6,35,23,29,27,21,19,14,31,12,27,12,35,18,15,7,14,35,11,32,18,15,18,33,16,29,24,27,21,9,21,17
"16",20,7,20,25,32,7,28,21,13,6,33,16,7,29,8,18,14,12,11,25,5,11,23,15,30,20,18,22,19,18,22,29,34,31,24,31,35,34,15,15
"17",8,22,10,26,16,20,7,32,27,9,16,5,17,30,27,20,12,27,15,6,23,33,28,8,11,11,14,9,32,6,33,25,18,11,25,31,18,33,11,10
"18",25,33,7,14,27,25,13,32,10,7,21,18,32,8,13,23,19,24,31,35,21,16,5,13,31,5,17,18,6,15,28,9,17,30,24,27,29,16,32,13
"19",9,7,14,7,23,12,9,22,23,17,27,22,5,18,22,21,32,9,6,20,25,25,16,20,24,10,20,20,10,18,16,33,7,27,30,31,22,5,34,22
"20",26,27,30,22,35,30,16,14,34,13,34,15,9,9,8,14,17,5,27,31,24,7,16,10,19,15,23,14,34,6,25,25,20,30,13,6,15,35,8,30
"21",6,7,18,23,31,28,27,16,5,24,14,19,35,23,28,12,25,24,5,9,11,7,5,14,35,10,23,15,8,34,27,33,25,24,26,25,34,13,19,25
"22",28,35,11,17,34,31,31,21,33,9,7,27,26,27,22,5,12,7,15,8,10,11,11,27,18,29,29,7,15,33,22,15,35,23,11,29,18,31,9,26
"23",16,23,19,8,28,16,9,7,23,25,31,20,29,21,23,32,30,31,30,7,6,11,21,31,7,29,35,15,17,25,13,20,8,5,19,30,16,22,18,10
"24",13,13,20,5,11,34,9,9,17,18,13,26,19,6,31,23,21,13,10,33,15,26,5,6,34,12,7,20,29,28,27,13,18,19,30,31,25,13,26,23
"25",10,29,9,31,23,27,19,19,19,8,17,19,34,17,25,7,33,26,28,31,10,18,7,8,34,32,33,23,9,6,18,19,6,34,7,17,11,11,10,32
