"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",9,22,8,5,5,35,27,9,5,18,11,7,16,32,32,22,26,8,11,21,14,35,22,24,32,8,28,13,28,20,13,13,26,16,30,11,5,21,8,15,29,10,25,23,23,5,28,12,17,33,12,29,21,23,18,17,28,26,5,8
"2",18,27,10,5,7,14,8,34,27,9,13,5,35,11,28,28,10,33,17,14,24,19,10,17,23,26,6,13,14,32,35,13,29,30,8,10,17,6,9,9,28,11,22,25,16,30,8,11,5,12,8,10,23,12,29,28,34,28,22,30
"3",28,23,29,26,32,11,20,9,29,34,31,33,31,25,8,23,33,5,32,11,9,17,5,28,13,12,26,7,11,14,30,24,13,30,32,10,32,25,8,23,6,20,7,25,24,10,25,22,19,9,30,10,18,12,5,9,9,27,14,14
"4",33,27,7,19,17,21,12,7,24,32,22,11,15,7,8,23,7,20,14,17,9,29,7,14,17,35,25,14,19,10,25,11,17,30,31,29,15,23,8,28,22,10,22,12,22,20,35,19,13,15,25,19,11,8,13,31,31,31,31,33
"5",35,25,18,19,16,18,25,8,8,18,16,27,25,11,31,20,33,21,21,9,23,34,27,30,18,25,17,26,34,35,8,33,31,15,24,9,22,25,27,35,25,11,31,32,21,29,7,26,11,9,19,13,20,35,6,9,8,12,32,35
"6",19,12,17,20,18,12,7,5,7,13,12,20,11,17,15,34,7,12,13,14,13,16,35,23,35,32,29,11,5,6,5,7,22,25,24,26,7,28,8,25,23,20,35,8,34,5,23,5,21,30,32,22,15,20,8,27,20,27,5,22
"7",26,24,8,6,32,31,14,23,6,14,11,25,31,17,11,30,30,11,18,10,30,33,30,30,25,14,18,27,31,20,33,6,29,29,19,11,22,35,34,20,9,22,11,31,13,9,34,9,19,24,9,34,24,21,20,33,17,17,29,11
"8",17,30,35,31,26,22,7,22,13,16,11,15,28,8,9,27,14,34,12,30,15,9,26,22,13,22,20,31,26,23,13,14,34,27,6,34,7,27,23,25,20,19,26,17,34,22,16,19,35,15,24,24,13,16,34,14,27,31,9,26
"9",13,28,30,27,5,33,5,30,19,10,29,32,22,27,32,20,15,29,25,7,20,17,5,29,11,34,20,16,20,14,13,6,34,17,14,5,6,13,18,29,13,19,12,31,15,32,10,33,29,19,30,11,24,15,15,32,20,15,9,12
"10",6,16,16,13,15,20,12,25,14,27,11,14,28,26,8,11,21,6,9,16,6,31,13,30,10,33,23,16,26,33,32,12,16,13,27,14,31,28,31,25,7,16,29,18,16,20,28,11,12,18,29,25,8,35,10,28,30,7,23,17
"11",32,18,12,17,13,9,25,14,5,10,14,30,17,11,11,18,21,5,12,7,34,18,21,27,22,19,8,12,27,31,17,23,13,19,6,9,24,8,30,8,17,7,26,12,32,19,9,31,13,15,29,20,18,11,17,26,20,11,34,34
