"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"1",8755,8358,6253,6134,12970,14649,12183,11056,7352,6937,13657,12932,13370,12117,9433,14539,6607,8501,6632,9270,11664,10522,12678,11664,8925,12750,11612,8321,13872,7882,5284,8903,9155,13829,13761,6799,5626,10222,11740,14847,14317,7368,9220,7035,10973,12451,10169,14510,9937,5417
"2",5183,5435,6000,10625,7622,11245,7656,6757,14342,11324,7238,7547,11952,10415,10564,7201,7040,11720,8496,14303,14831,5697,5005,6238,5622,14665,13146,12511,14938,12540,12994,7859,10230,14496,13634,8662,14951,7403,6507,6015,6877,14241,7671,7753,8250,8253,11418,6652,5063,5673
"3",14188,10011,14698,14121,6768,9526,9651,14727,5981,9427,14536,7315,12800,8147,13338,13166,6068,12879,6733,5262,12746,8792,12961,9726,6290,14999,5592,9564,6715,14063,12616,9114,5126,14972,11155,11173,6118,5677,7691,14166,10885,11664,14498,7205,7876,10239,5447,11564,7212,5902
"4",7907,14136,14115,10129,6576,5733,7105,10430,10513,5816,5944,7623,6283,10096,5995,8200,14053,6194,12217,12404,13869,9553,7428,11391,14621,6790,12850,10684,13397,10056,13669,11588,12067,10788,7271,13699,11104,14212,10843,11995,9129,8151,5898,8052,11565,12584,13822,5940,11378,11331
"5",10039,8125,8012,5210,7253,12687,7198,13364,11068,14569,10038,12530,13485,11912,9128,6980,5119,14474,12513,9287,13042,7743,5432,14826,12748,8318,6252,8690,12050,8981,10459,13280,11108,8997,6148,9278,13658,14153,14382,11261,5725,9690,5806,6924,13166,11291,7852,8713,13452,12823
"6",14248,11715,11162,9022,8952,8114,6204,5077,7061,12718,12857,14008,7876,8500,5979,12821,10110,10305,14348,8538,11840,11278,9240,7149,13949,14750,8350,11666,11173,6838,6045,6028,12585,9087,10010,11061,14697,9097,7287,7006,11165,5999,13247,9314,9820,14444,9349,12114,10441,10783
"7",8407,13064,10584,12095,13415,6160,10416,11787,5338,12916,10973,14130,13818,5872,13264,9548,9553,8270,10209,11934,5006,8272,9746,8100,7033,8593,7326,6643,9286,11008,11707,5607,9220,11264,12800,9833,8944,6281,8206,9318,12851,14108,10808,8641,5354,6256,10753,12476,11189,13234
"8",7921,14502,7237,11447,13071,6405,5475,14595,14276,5830,13019,12448,10027,10788,12290,11410,12229,12048,6785,7695,9111,7752,12681,13126,6919,8470,11592,13083,5901,10901,6825,8744,7752,9427,12180,8977,14985,5711,8548,14656,9889,8000,14861,9739,9028,9365,7454,14179,12953,8461
"9",7939,5546,6707,5227,14414,7423,8210,10923,10077,11239,11012,9086,6731,14428,5090,10280,12698,6797,11567,12396,8848,12777,9043,8253,7524,12303,9725,14895,12986,13613,13336,8515,11049,10672,8437,13290,13304,5443,5509,10697,12134,8819,8436,7260,6158,5353,9860,9973,8085,9882
"10",7010,12013,13371,10745,5694,13862,7188,6740,9085,5813,6791,7612,5738,11419,11182,9807,8550,7852,9723,13480,12393,9408,13809,8198,6991,5335,13442,13056,14011,12903,13533,9470,12848,13790,14304,8794,14885,13453,10748,7151,12769,11424,12718,13167,8098,6985,6067,9850,6925,6200
