"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"1",6903,8494,5057,3750,7763,6983,3270,3640,6528,6687,8938,4681,6179,6001,8067,3320,3400,7347,5967,6329,4820,4183,6996,6103,4231,6891,4437,7378,3433,4924,7130,8827,4945,7503,7842,8768,7749,4987,8486,8890,4859,6255,3323,5361,5521,3752,3096,7848,4141,5220
"2",3669,7741,3366,6103,7314,3599,6059,8114,3483,4805,4676,7952,7634,7451,3210,7583,7079,7199,5739,6920,8379,3864,3139,3391,6217,5792,6282,5867,6019,8131,8430,8771,5207,6614,6445,6072,7163,7742,3546,5450,5747,5949,6078,5951,8287,6257,6423,3707,5228,4182
"3",3912,5129,4699,7528,6675,7413,8812,7411,8128,6160,6114,7650,8301,7024,6847,6583,7999,6095,7431,5463,6872,4157,3428,5875,7003,7750,3990,8160,7525,6747,5830,3054,4900,7678,7392,5311,8134,3481,7582,6264,6878,4635,5011,6861,8893,4938,6182,6449,3756,4433
"4",8432,5999,6845,6211,8927,7266,5059,7380,5188,4148,8229,8778,7985,8693,3930,5171,4326,7009,6645,8702,3575,7484,6474,3708,8140,3612,6429,7746,7671,3943,3958,8649,7992,6408,8333,8578,4799,7354,6121,7138,8080,8532,3718,5831,3347,3790,7674,8660,5392,7817
"5",4678,6680,6353,8350,6570,6640,8281,8164,5107,6362,7765,4253,5292,5476,5729,7720,4806,8392,4804,3992,6723,7238,7763,8749,7119,4727,5138,4235,8229,5707,3389,3102,4259,8197,8907,7141,6652,6293,8583,3511,3991,6975,8433,6381,3031,4347,7420,7734,7788,7038
"6",6657,4793,3457,4877,4698,3617,5418,6856,7402,8281,6800,3943,8408,4812,8481,5967,8074,6013,6556,5531,4267,4947,6168,7302,5216,4077,8751,6796,6427,7447,8771,5483,5111,7060,5348,7327,6914,6770,4571,7319,5468,4859,8551,7122,6801,6374,8708,3087,3174,8056
"7",5665,8326,5562,4325,5264,8092,6176,6609,7723,4574,5600,6219,6462,5964,6486,3348,3057,3235,8041,6059,3984,8674,6150,8972,7241,8245,4453,8250,4494,8897,3351,8012,3070,4805,4051,7217,3851,6089,4833,5541,7903,4179,6378,6572,4363,8420,7145,3431,3207,6041
"8",3405,7534,3335,5716,5336,3095,8426,8280,3227,8421,6232,8386,8488,7416,8760,5157,5296,6364,7525,4726,4603,4629,3985,4501,6282,5971,7552,4790,3338,5441,5706,7357,7215,7840,7945,7223,3678,7566,3242,7961,6151,5977,7330,6256,8104,3536,3632,3451,6404,4756
"9",4299,6305,6372,8820,4984,5092,8742,5106,8829,5488,6982,3534,8456,5692,7678,6691,6703,7102,7185,6616,8054,5505,6210,3161,3830,8317,5933,8291,8643,6802,5673,3007,3716,5588,7364,3597,4359,3036,6723,5018,6267,7840,4963,4843,4391,7957,6174,6518,4898,3433
"10",3256,6598,4733,6003,6064,5134,3196,3948,7880,4195,6088,3430,8102,7415,6396,3031,5544,6518,8747,8483,3998,6356,8522,4279,4016,6426,3583,3852,5176,3067,4886,6297,3903,8733,4439,4360,4274,4321,3652,5406,5186,3675,4677,8405,7376,7938,4971,6503,5433,4159
