"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",746,238,337,558,491,509,750,382,474,278,569,226,213,332,264,341,346,262,210,657,533,543,514,750,272,317,795,587,718,586,318,662,598,761,316,775,694,324,444,775
"2",232,586,747,476,304,315,485,423,425,229,361,692,591,383,743,244,793,514,326,422,767,345,376,577,525,263,454,264,482,743,313,302,220,476,224,251,408,346,262,600
"3",415,598,211,511,733,233,465,390,770,484,247,418,326,530,282,726,256,217,605,788,355,297,673,250,243,592,507,741,286,365,723,642,291,566,662,534,308,336,480,651
"4",440,582,267,293,510,548,604,335,612,604,259,592,287,366,432,324,311,346,390,559,293,497,700,799,230,299,737,411,513,515,237,687,497,509,356,224,679,612,556,391
"5",211,231,402,676,293,391,725,504,344,380,735,789,594,707,649,367,320,562,352,456,756,434,781,430,351,328,779,710,234,465,635,614,300,303,512,669,405,285,735,674
"6",440,442,582,773,456,540,249,690,513,285,632,446,232,225,577,344,238,390,238,275,738,318,587,654,474,537,302,261,756,716,323,338,321,281,751,283,707,272,516,328
"7",384,255,511,587,270,491,315,202,228,756,758,201,479,250,296,699,265,646,668,408,578,390,407,764,799,558,500,644,413,361,456,493,601,344,731,548,437,788,533,649
"8",646,283,372,655,220,782,611,266,585,685,683,380,377,598,519,747,743,757,607,266,518,215,418,211,541,759,209,663,348,510,650,435,788,257,747,407,454,499,774,610
"9",741,676,600,713,389,699,593,505,766,359,575,655,777,601,568,559,329,480,534,466,286,751,537,645,442,759,476,692,229,574,677,226,241,669,336,255,607,463,407,503
"10",480,649,513,714,706,640,610,457,348,311,528,784,268,618,771,208,793,695,242,459,413,477,408,234,600,451,362,296,782,473,765,539,245,242,481,298,777,546,355,221
"11",237,482,534,732,639,625,264,704,253,771,399,496,456,515,419,800,499,381,556,752,392,237,779,342,362,732,232,554,277,638,613,753,752,622,247,688,326,502,729,615
"12",385,202,387,220,453,782,699,505,651,241,430,688,765,332,266,464,418,471,360,343,684,552,265,746,446,355,230,233,653,474,721,758,289,318,488,311,203,692,487,268
"13",741,729,706,775,581,318,414,212,202,449,549,677,485,315,366,340,737,245,423,501,662,293,422,422,442,643,677,625,201,364,301,681,368,420,256,259,368,767,684,633
"14",275,242,776,256,643,789,329,524,293,515,744,363,274,494,409,606,317,442,593,508,676,723,800,700,220,348,620,277,695,660,392,561,227,576,340,299,362,536,566,417
"15",648,264,464,534,396,277,793,724,793,750,454,309,381,735,373,782,272,629,314,254,376,594,761,618,423,422,668,546,352,413,736,247,215,338,634,324,777,462,621,465
"16",232,226,432,755,261,407,523,690,724,488,236,594,697,747,721,735,225,240,416,594,533,206,292,200,643,432,797,627,295,585,249,313,200,558,416,520,646,532,484,408
"17",437,353,347,273,243,276,254,487,712,517,626,678,241,510,314,397,750,241,446,334,276,286,745,710,374,426,796,510,766,251,488,479,303,386,589,762,705,244,652,268
"18",736,533,514,206,346,505,527,602,467,660,258,490,342,300,620,543,608,313,791,206,466,666,303,780,784,436,540,330,469,433,624,723,262,481,478,221,584,207,740,776
"19",216,202,256,455,676,318,299,696,353,440,489,355,578,342,747,490,457,663,414,602,397,439,506,624,658,581,556,624,451,651,322,236,306,699,761,251,387,469,629,522
"20",778,682,503,589,722,403,602,268,473,651,349,313,480,641,741,481,464,422,500,468,635,619,242,665,357,664,268,305,404,466,762,797,220,394,276,348,616,612,304,362
"21",726,582,748,380,780,371,421,421,221,246,307,751,744,594,689,618,791,434,228,220,468,463,302,714,252,680,379,645,596,626,737,695,653,639,532,579,775,631,549,532
"22",699,292,235,702,380,271,498,728,404,375,584,288,422,482,449,629,788,288,476,758,755,232,752,493,207,739,351,490,328,750,747,234,725,485,550,272,701,755,391,674
"23",307,219,315,551,724,412,738,228,797,659,206,680,629,600,563,432,456,800,546,384,207,552,433,657,242,487,556,388,536,564,336,613,297,667,207,595,674,300,237,307
"24",594,564,678,755,713,624,495,234,555,422,234,309,363,617,705,485,597,559,450,235,244,798,412,690,686,563,402,641,247,317,502,418,438,264,550,557,344,609,380,726
"25",431,462,576,688,764,450,625,427,617,386,694,321,516,311,231,642,758,316,729,714,634,245,532,334,447,330,574,295,680,386,499,296,554,228,647,233,535,656,619,234
"26",535,225,215,613,311,542,718,795,312,620,658,616,694,307,666,676,366,446,281,297,570,231,329,551,339,312,364,461,672,789,309,482,784,671,635,255,435,340,214,464
