"1",23
"2",20
"3",25
"4",28
"5",34
"6",28
"7",15
"8",43
"9",25
"10",18
"11",27
"12",9
"13",14
"14",34
"15",9
"16",17
"17",37
"18",18
"19",35
"20",27
"21",3
"22",10
"23",23
"24",33
"25",6
"26",38
"27",40
"28",26
"29",15
"30",30
"31",19
"32",1
"33",18
"34",15
"35",23
"36",13
"37",13
"38",7
"39",30
"40",36
"41",17
"42",18
"43",30
"44",43
"45",18
"46",15
"47",5
"48",16
"49",31
"50",40
"51",33
"52",22
"53",16
"54",24
"55",8
"56",22
"57",24
"58",7
"59",4
"60",32
"61",11
"62",31
"63",14
"64",38
"65",44
"66",22
"67",30
