"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",423,582,373,427,780,738,530,406,340,690,585,345,513,407,299,751,322,218,683,713,340,525,231,494,655,396,608,667,445,511
"2",253,406,711,749,223,745,606,467,308,388,697,402,242,724,640,717,340,641,503,400,521,394,256,456,387,542,280,645,396,467
"3",770,364,389,367,613,503,359,382,291,634,634,607,473,587,682,561,229,496,750,798,662,452,443,204,315,754,205,655,770,754
"4",448,285,391,648,379,483,562,439,546,528,254,256,685,309,526,428,501,297,381,661,335,365,456,612,657,262,247,429,598,279
"5",588,621,247,562,455,681,324,566,297,779,209,207,482,771,390,630,500,538,355,688,799,680,753,399,334,458,743,641,504,342
"6",516,774,218,632,475,228,707,399,769,225,403,720,310,538,371,369,751,747,259,215,354,300,673,356,548,289,416,633,619,504
"7",711,506,606,626,706,800,613,544,386,670,610,432,224,572,610,504,636,289,233,262,489,734,288,711,486,475,796,761,445,489
"8",201,768,267,695,471,239,286,684,504,371,591,657,441,754,212,219,265,581,594,612,748,377,318,593,576,759,470,324,354,535
"9",695,782,318,213,755,410,439,722,786,699,538,327,426,428,356,579,753,688,576,284,511,576,497,335,612,582,432,462,688,780
"10",320,268,460,352,307,631,239,713,422,344,619,206,244,434,284,724,657,632,675,462,434,334,457,348,499,695,678,774,610,707
"11",636,330,461,755,508,644,708,446,508,306,486,776,250,594,662,324,308,210,602,547,544,629,221,778,279,770,755,347,335,531
"12",322,528,557,538,410,468,599,299,279,778,380,626,277,792,675,738,740,578,472,604,488,666,543,675,367,492,513,297,218,667
"13",244,358,631,483,728,581,245,732,453,563,470,611,280,490,774,216,737,315,314,789,784,399,769,294,215,287,674,684,270,457
"14",427,215,430,617,484,453,315,622,509,605,325,767,377,682,723,508,703,786,699,402,473,237,796,486,567,332,525,556,370,733
"15",555,736,331,612,507,673,368,297,691,240,701,745,374,727,272,534,512,500,204,768,468,451,474,277,384,648,385,303,569,654
"16",507,316,371,607,289,324,651,402,740,796,602,574,501,739,747,777,448,576,628,590,719,315,776,740,513,461,454,689,253,752
"17",576,559,336,576,274,270,477,670,370,746,596,226,371,718,318,289,556,250,311,540,314,372,580,342,796,519,760,272,460,768
"18",672,246,709,733,591,490,624,201,361,332,308,782,442,788,727,381,742,429,414,767,753,506,444,660,363,386,237,758,518,396
"19",287,775,207,775,778,668,545,559,667,663,740,561,413,363,471,741,342,575,404,505,240,234,314,480,440,533,514,666,228,508
"20",320,558,745,384,583,263,524,313,382,320,314,471,503,598,618,431,586,729,727,786,517,308,775,675,223,733,702,633,459,361
"21",657,511,355,490,383,488,675,634,797,737,574,517,795,261,473,737,452,666,742,432,449,308,622,314,314,709,217,626,259,417
"22",323,277,431,221,289,476,789,221,714,341,632,202,726,618,686,426,449,778,603,584,550,736,540,573,755,562,665,334,634,703
"23",291,299,756,699,477,782,623,464,380,591,200,379,744,463,731,699,768,201,388,318,465,241,563,394,350,308,478,571,305,347
"24",347,257,553,450,421,274,799,247,731,410,324,533,617,335,607,474,506,500,398,381,374,632,591,780,731,510,205,459,453,309
"25",619,572,604,362,603,487,563,447,386,449,248,795,391,515,258,532,543,589,280,627,537,317,700,672,557,229,712,367,492,470
"26",264,770,526,693,301,269,691,355,782,397,596,417,663,615,415,789,603,228,494,449,280,465,407,262,298,416,781,736,765,454
"27",517,458,254,337,388,308,421,384,528,671,545,325,600,296,430,599,632,423,281,567,620,210,443,265,235,570,344,290,417,416
"28",602,586,247,557,660,563,792,418,746,203,541,296,362,543,732,720,749,589,769,356,509,765,442,202,419,542,599,697,682,517
"29",325,331,790,268,342,685,358,678,479,422,792,689,596,796,611,610,318,691,410,355,613,346,227,406,614,669,770,620,703,481
"30",736,539,438,458,435,789,635,490,468,361,502,781,363,669,386,544,335,480,759,358,321,272,359,218,360,728,208,541,253,344
