"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",16,22,14,16,30,29,20,15,13,27,23,13,20,16,11,29,12,8,26,28,13,20,9,19,25,15,23,26,17,20
"2",9,15,28,29,8,29,23,18,12,15,27,15,9,28,25,28,13,25,19,15,20,15,10,17,15,21,11,25,15,18
"3",30,14,15,14,24,19,14,15,11,24,24,23,18,23,26,22,9,19,29,31,26,17,17,8,12,29,8,25,30,29
"4",17,11,15,25,14,19,22,17,21,20,10,10,26,12,20,16,19,11,15,26,13,14,17,24,25,10,9,16,23,10
"5",23,24,9,22,17,26,12,22,11,30,8,8,18,30,15,24,19,21,13,27,31,26,29,15,13,18,29,25,19,13
"6",20,30,8,24,18,8,27,15,30,8,15,28,12,21,14,14,29,29,10,8,13,11,26,14,21,11,16,24,24,19
"7",28,19,23,24,27,31,24,21,15,26,24,17,8,22,24,19,25,11,9,10,19,28,11,28,19,18,31,29,17,19
"8",7,30,10,27,18,9,11,26,19,14,23,25,17,29,8,8,10,22,23,24,29,14,12,23,22,29,18,12,13,21
"9",27,30,12,8,29,16,17,28,30,27,21,12,16,16,14,22,29,27,22,11,20,22,19,13,24,22,17,18,27,30
"10",12,10,18,13,12,24,9,28,16,13,24,8,9,17,11,28,25,24,26,18,17,13,17,13,19,27,26,30,24,27
"11",25,12,18,29,20,25,27,17,20,12,19,30,9,23,26,12,12,8,23,21,21,24,8,30,10,30,29,13,13,20
"12",12,20,21,21,16,18,23,11,10,30,14,24,10,31,26,29,29,22,18,23,19,26,21,26,14,19,20,11,8,26
"13",9,14,24,19,28,22,9,28,17,22,18,24,11,19,30,8,29,12,12,31,30,15,30,11,8,11,26,26,10,17
"14",16,8,16,24,19,17,12,24,20,23,12,30,14,26,28,20,27,30,27,15,18,9,31,19,22,13,20,21,14,28
"15",21,28,13,24,19,26,14,11,27,9,27,29,14,28,10,21,20,19,8,30,18,17,18,10,15,25,15,11,22,25
"16",19,12,14,23,11,12,25,15,29,31,23,22,19,29,29,30,17,22,24,23,28,12,30,29,20,18,17,27,9,29
"17",22,22,13,22,10,10,18,26,14,29,23,8,14,28,12,11,21,9,12,21,12,14,22,13,31,20,29,10,18,30
"18",26,9,27,28,23,19,24,7,14,13,12,30,17,31,28,15,29,16,16,30,29,19,17,25,14,15,9,29,20,15
"19",11,30,8,30,30,26,21,22,26,26,29,22,16,14,18,29,13,22,15,19,9,9,12,18,17,20,20,26,8,20
"20",12,21,29,15,22,10,20,12,15,12,12,18,19,23,24,16,23,28,28,30,20,12,30,26,8,28,27,24,18,14
"21",25,20,13,19,15,19,26,24,31,29,22,20,31,10,18,29,17,26,29,17,17,12,24,12,12,27,8,24,10,16
"22",12,10,16,8,11,18,31,8,28,13,24,7,28,24,27,16,17,30,23,23,21,28,21,22,29,22,26,13,24,27
"23",11,11,29,27,18,30,24,18,14,23,7,14,29,18,28,27,30,7,15,12,18,9,22,15,13,12,18,22,12,13
"24",13,10,21,17,16,10,31,9,28,16,12,20,24,13,23,18,19,19,15,15,14,24,23,30,28,20,8,18,17,12
"25",24,22,23,14,23,19,22,17,15,17,9,31,15,20,10,20,21,23,11,24,21,12,27,26,21,9,28,14,19,18
"26",10,30,20,27,11,10,27,13,30,15,23,16,26,24,16,31,23,8,19,17,11,18,16,10,11,16,30,28,30,17
"27",20,18,10,13,15,12,16,15,20,26,21,12,23,11,16,23,24,16,11,22,24,8,17,10,9,22,13,11,16,16
"28",23,23,9,21,25,22,31,16,29,7,21,11,14,21,28,28,29,23,30,14,20,30,17,7,16,21,23,27,26,20
"29",12,13,31,10,13,26,14,26,18,16,31,27,23,31,24,24,12,27,16,13,24,13,8,15,24,26,30,24,27,18
"30",28,21,17,18,17,31,25,19,18,14,19,30,14,26,15,21,13,18,29,14,12,10,14,8,14,28,8,21,9,13
