"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",23,12,7,12,32,22,30,28,5,28,35,7,5,16,5,21,10,5,27,35
"2",34,33,7,32,13,14,34,18,17,21,20,12,21,27,13,9,33,26,17,26
"3",25,20,23,34,32,22,28,32,9,34,15,16,19,20,16,33,6,19,6,26
"4",32,8,24,6,26,11,22,14,35,13,6,35,28,8,11,27,17,25,20,34
"5",16,16,35,9,5,11,25,19,30,7,24,28,35,28,34,19,16,31,14,15
"6",24,18,10,14,35,14,20,14,35,26,26,30,30,16,35,19,20,7,16,21
"7",26,26,31,11,13,34,28,34,24,23,13,8,10,23,23,26,7,11,18,7
"8",34,22,13,16,19,27,5,13,19,14,23,18,9,8,30,28,23,9,8,27
"9",32,14,26,5,14,25,12,18,28,31,30,11,27,21,8,22,18,34,28,11
"10",21,22,7,34,26,10,28,31,12,11,19,27,25,19,23,14,29,7,31,6
"11",18,17,15,27,33,32,20,6,9,16,29,15,32,8,26,25,24,10,13,27
"12",28,5,15,12,19,21,19,17,20,26,13,6,5,26,29,15,6,14,20,35
"13",33,13,30,25,28,7,27,34,25,34,32,6,10,13,24,13,34,13,12,25
"14",20,7,33,21,13,17,22,6,33,24,29,35,9,7,17,18,7,22,6,20
"15",32,15,29,11,16,18,10,32,5,25,15,5,9,10,30,11,8,21,7,16
"16",20,35,10,19,25,9,24,12,21,33,33,8,8,16,16,21,8,28,19,24
"17",26,10,33,34,35,8,35,25,8,25,10,24,34,5,12,9,24,17,19,34
"18",14,19,8,20,34,6,19,27,27,7,28,30,24,23,5,24,33,13,28,30
"19",32,27,9,11,27,17,21,12,31,27,34,5,17,10,5,12,26,15,28,16
"20",28,18,24,19,21,26,20,19,22,10,27,8,10,27,32,32,21,31,34,16
