"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",647,442,678,754,411,628,301,228,394,418,473,244,718,537,750,236,231,484,222,534,532,337,475,782,237,201,456,791,244,500
"2",326,697,417,395,668,525,400,625,448,492,585,262,751,396,296,374,613,756,691,543,210,544,666,345,798,536,486,742,267,653
"3",267,650,609,348,511,777,530,388,752,445,585,655,340,748,508,432,324,404,509,334,265,241,575,641,437,571,408,794,459,572
"4",552,522,518,497,553,219,695,289,443,790,475,444,327,757,772,428,625,257,569,440,751,789,562,454,250,542,499,348,460,329
"5",267,602,448,329,457,761,334,651,558,200,756,690,326,445,509,709,387,766,353,665,495,386,204,725,638,213,744,249,545,326
"6",610,789,784,758,523,553,437,501,543,678,401,568,561,272,473,699,548,602,570,469,349,671,431,207,525,754,574,256,475,417
"7",269,304,295,370,247,330,316,234,475,643,242,376,683,440,610,322,717,293,479,658,700,291,553,517,398,300,670,444,271,684
"8",756,756,525,800,489,455,350,625,799,503,254,687,709,580,749,651,367,732,580,232,695,676,551,296,506,729,341,785,552,719
"9",630,613,407,429,364,590,690,438,517,771,684,396,640,538,207,787,361,717,388,794,713,697,458,586,660,502,578,631,526,722
"10",442,540,593,296,512,399,257,344,785,523,570,768,742,436,356,476,704,652,652,425,512,739,252,443,536,526,472,237,685,200
"11",257,724,658,542,732,231,583,425,703,222,675,727,465,210,403,312,514,559,549,612,428,672,520,482,408,720,279,448,457,302
"12",684,582,646,607,644,650,237,536,330,291,325,472,305,677,583,451,497,284,397,332,309,631,723,510,627,536,562,462,257,486
"13",592,203,293,550,639,535,516,292,783,375,526,379,758,491,609,414,210,378,569,609,731,319,540,540,332,701,702,581,367,784
"14",507,327,388,582,657,387,365,503,724,306,631,645,396,470,583,709,732,762,286,585,337,397,760,560,695,641,504,478,474,524
"15",365,775,485,416,669,523,694,688,531,569,584,743,213,665,201,397,763,701,752,583,630,449,322,528,253,531,214,789,279,470
"16",501,354,424,527,346,778,303,247,438,559,623,568,318,660,697,309,741,247,726,451,531,436,622,432,382,394,787,738,442,707
"17",580,663,286,631,419,510,232,364,359,506,408,278,392,423,533,446,670,564,302,766,478,628,262,724,354,667,499,640,601,235
"18",334,246,349,377,790,423,517,370,674,397,238,473,413,489,455,750,364,644,373,257,662,577,607,480,783,772,312,590,305,366
"19",288,284,719,668,493,638,427,629,495,756,728,478,337,480,487,318,494,449,507,777,411,580,796,705,450,517,285,717,232,202
"20",525,212,736,718,329,644,773,660,533,339,766,578,409,626,330,480,524,691,799,605,784,209,670,201,478,740,237,452,583,225
"21",272,610,252,505,693,263,709,231,226,736,528,474,464,640,667,778,545,357,649,472,382,270,490,289,511,778,288,502,752,403
"22",582,630,698,789,297,418,691,420,677,241,688,229,317,436,534,659,717,374,587,243,557,295,664,708,740,690,352,270,375,491
"23",356,549,696,730,711,225,783,300,612,695,664,439,524,529,638,253,669,676,393,550,769,778,773,221,616,238,627,354,401,777
"24",232,577,389,245,208,682,537,424,494,524,316,340,493,771,327,239,283,551,543,562,515,483,286,470,767,648,702,275,440,521
"25",403,751,698,340,373,740,218,483,797,764,529,258,272,529,683,426,797,638,389,495,696,566,404,416,324,739,551,459,452,235
"26",589,442,240,641,436,589,664,393,726,312,444,527,700,501,558,407,256,233,655,798,440,706,444,424,367,437,637,247,625,621
"27",235,510,249,752,790,282,403,641,428,605,517,215,399,445,679,443,372,412,419,605,559,636,459,685,286,224,441,237,513,281
"28",461,353,739,641,519,724,375,591,265,385,581,778,564,656,721,582,367,504,665,731,596,620,677,632,330,476,671,483,708,502
"29",290,570,674,674,516,313,375,416,720,641,464,363,531,716,685,501,773,335,751,787,566,781,568,712,711,569,452,465,226,266
"30",690,634,677,491,223,798,445,450,404,641,679,665,728,226,527,574,712,263,573,234,304,532,670,641,475,244,471,765,537,458
