"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",26,7,24,24,5,12,23,33,12,10,18,15,20,12,25,28,17,11,27,17,13,6,28,18,31,8,33,33,23,5,35,10,29,31,14,33,34,6,21,30,9,10,13,16,33,24,20,11,13,6,35,17,20,26,25,6,20,16,35,15
"2",20,16,27,33,27,30,11,18,33,12,25,6,15,14,5,26,7,20,26,5,35,6,34,15,15,23,5,29,26,18,12,27,23,20,5,18,9,32,22,24,10,10,6,20,31,8,15,17,7,24,15,19,16,30,13,15,20,11,18,28
"3",34,33,13,34,12,32,6,31,6,33,25,26,22,20,20,26,14,13,12,32,27,17,19,16,10,8,9,16,5,31,33,32,5,27,27,11,23,29,21,17,19,31,19,23,25,20,19,32,22,30,23,24,8,18,22,23,33,22,19,9
"4",27,27,11,9,23,5,27,25,16,26,10,10,35,30,13,10,23,29,30,13,17,33,8,26,13,26,11,15,13,23,26,27,32,34,30,15,21,14,35,12,20,35,35,31,7,29,23,12,25,7,33,11,29,12,22,34,18,34,32,28
"5",32,11,14,11,29,31,17,26,29,22,27,15,20,8,34,20,32,24,35,15,7,11,12,16,12,22,14,8,28,19,33,33,16,24,30,25,10,20,30,19,19,26,20,12,24,20,15,20,27,32,32,14,18,15,35,30,17,26,7,30
"6",25,19,32,5,35,28,28,5,17,16,18,15,18,33,23,22,31,23,35,30,7,16,9,14,26,33,27,26,32,5,14,16,31,35,9,30,25,14,22,27,7,20,24,26,30,15,19,30,22,21,12,6,33,14,15,8,32,12,5,14
"7",26,18,7,6,23,15,34,16,6,35,7,29,31,8,13,14,27,23,25,21,20,6,20,34,35,34,7,17,35,35,10,31,29,28,10,34,28,25,17,26,29,24,26,22,33,28,16,19,15,27,10,12,23,19,25,15,15,34,32,34
"8",13,11,23,8,24,30,29,13,14,31,5,9,35,15,14,34,34,34,24,20,25,28,32,6,17,11,8,7,9,25,6,31,34,29,22,9,21,11,20,13,15,27,17,12,11,16,27,23,10,27,20,15,9,9,6,24,8,7,32,26
"9",18,30,23,12,22,35,13,19,13,17,20,35,16,25,17,16,6,17,31,6,31,30,11,30,14,27,34,8,31,15,26,22,34,35,28,31,30,31,29,34,14,22,8,14,14,31,8,34,23,33,34,34,14,30,28,28,21,29,30,27
"10",6,15,33,7,26,25,6,32,20,17,6,22,25,6,7,27,30,26,11,22,35,30,22,7,31,29,5,22,26,9,26,27,20,7,8,27,33,31,6,31,6,28,13,9,22,12,32,5,23,17,17,13,23,5,19,17,23,26,10,25
"11",15,31,14,31,35,35,21,7,28,14,6,30,35,17,16,16,15,5,25,24,33,8,16,22,29,16,19,14,9,14,22,7,5,21,11,27,25,20,31,12,18,28,31,10,33,25,5,17,29,33,33,23,29,15,20,19,28,32,13,12
"12",20,29,11,7,14,33,16,30,29,32,17,25,29,10,10,22,34,34,21,20,23,13,15,23,7,18,30,8,18,8,6,5,13,6,35,31,25,17,28,9,27,14,9,35,9,28,13,33,28,25,13,20,10,9,32,29,34,27,26,35
"13",17,29,18,30,26,31,34,33,22,26,26,11,10,35,14,25,33,5,27,10,11,31,6,13,11,23,21,30,34,7,23,31,29,12,29,35,7,32,34,9,35,17,14,28,27,23,21,34,5,35,17,15,32,13,15,25,15,22,20,33
"14",31,12,9,13,31,11,25,30,16,8,24,32,21,10,17,22,23,11,18,25,14,19,31,15,13,35,10,10,31,16,14,15,21,31,18,13,12,8,24,27,19,22,16,19,5,23,16,6,24,25,14,13,20,23,33,20,31,12,25,14
"15",19,14,16,9,30,19,19,9,27,21,25,22,12,27,19,17,34,10,14,12,5,26,8,22,8,27,28,9,25,21,31,17,10,31,15,12,12,29,9,9,33,17,6,31,31,30,17,14,13,5,25,15,10,35,10,18,25,15,8,14
"16",9,5,18,14,14,33,14,27,33,20,16,17,12,9,34,25,23,14,19,31,34,14,8,20,14,33,31,28,19,6,33,24,6,23,12,7,19,34,24,26,19,15,11,27,6,7,14,11,13,20,14,27,5,7,27,13,10,5,28,16
"17",19,34,29,15,22,16,31,33,19,8,33,9,13,22,9,18,7,14,32,27,15,8,27,17,28,6,23,26,34,16,7,18,23,26,13,17,31,5,13,27,18,11,19,35,29,14,26,11,21,20,9,12,33,30,22,27,30,25,32,16
"18",11,5,26,15,9,29,25,14,17,8,20,10,25,28,9,12,21,31,6,35,33,32,20,32,20,5,26,27,6,21,26,32,30,17,7,30,9,5,9,22,13,29,29,8,13,25,35,5,14,32,35,16,29,20,14,26,18,32,17,27
"19",15,12,15,5,25,14,32,7,6,10,29,5,19,8,34,30,14,13,31,10,35,14,11,7,32,35,30,33,8,10,26,20,7,7,9,31,26,6,33,12,31,5,23,5,15,22,22,33,22,20,25,24,31,28,22,28,8,23,30,10
"20",35,33,20,29,26,15,11,22,20,20,20,22,12,31,18,12,18,19,34,7,9,21,27,29,28,28,19,6,18,6,17,6,16,5,23,11,16,21,13,26,11,33,23,7,35,16,22,9,8,11,18,32,30,6,31,12,7,33,5,26
"21",13,12,27,19,25,22,12,35,12,22,6,22,13,13,12,15,5,27,22,30,11,9,26,22,35,32,15,30,16,18,21,13,11,7,25,25,16,20,27,5,17,24,15,33,17,11,26,14,31,23,32,15,11,17,5,32,32,11,16,7
"22",14,23,13,21,32,6,32,20,16,5,31,18,27,29,9,6,27,9,20,29,17,32,8,21,21,19,14,24,23,25,28,12,15,20,18,12,33,24,33,7,8,22,18,7,12,5,5,33,20,27,20,17,33,14,9,6,21,28,19,13
"23",27,25,15,30,25,30,27,33,17,10,16,35,21,28,31,21,10,9,31,27,35,8,12,30,7,11,14,30,21,25,6,20,21,33,17,28,22,10,24,31,7,30,31,7,34,25,31,19,17,31,29,9,11,21,33,14,31,12,21,27
"24",35,32,20,22,27,11,18,31,27,22,33,6,10,17,20,11,8,9,15,35,7,15,23,10,18,27,19,13,6,18,27,14,7,10,31,28,16,32,24,26,32,25,26,32,15,17,33,6,21,7,6,8,8,12,14,8,31,5,30,5
"25",8,23,33,6,26,25,10,26,22,28,9,10,15,25,5,30,6,14,31,11,31,7,16,27,9,5,31,8,9,31,12,24,13,30,30,8,16,11,23,25,16,17,19,31,7,33,18,28,9,35,25,24,9,33,8,34,25,6,9,31
"26",35,5,10,9,12,31,9,12,35,6,17,6,16,11,25,30,32,19,28,33,10,30,7,24,21,23,28,23,28,6,29,20,35,14,7,11,25,31,6,19,35,14,30,34,24,10,5,6,28,16,29,6,5,10,33,15,14,15,21,33
"27",14,10,20,6,34,20,12,9,20,34,19,14,8,11,33,18,21,26,30,34,20,8,22,21,20,6,16,24,35,27,31,21,21,29,35,11,25,30,6,24,8,11,33,10,25,23,8,34,12,11,25,16,7,5,11,34,12,11,16,6
"28",17,9,31,7,31,23,21,15,30,30,26,13,23,6,24,6,17,5,8,29,27,12,26,9,24,28,6,27,10,25,9,25,32,14,11,14,17,26,31,35,14,12,24,5,13,13,31,31,26,9,19,28,30,27,21,31,6,7,23,25
"29",20,21,16,34,31,9,27,5,7,22,6,16,7,26,25,15,32,14,29,10,33,26,19,19,8,28,33,13,32,28,17,12,20,35,22,14,18,13,10,10,11,33,6,12,18,27,25,28,5,13,18,7,33,17,19,10,12,11,30,29
"30",23,11,14,17,10,18,26,27,34,12,7,18,28,12,32,8,35,14,19,32,10,34,19,19,21,5,10,18,17,16,23,24,27,22,9,7,11,19,33,30,19,33,22,26,14,25,14,33,19,24,27,22,10,22,34,21,20,29,35,7
"31",23,22,24,26,6,27,34,26,18,19,21,13,27,8,14,32,29,15,11,19,12,26,25,13,35,9,19,8,9,34,13,31,12,7,26,9,10,29,17,8,15,15,6,28,25,19,18,18,25,27,25,8,7,14,24,27,35,19,32,23
"32",26,28,22,19,28,24,21,35,29,25,31,10,13,15,32,28,19,21,15,7,17,33,33,22,23,19,5,7,25,17,7,6,25,9,19,26,16,26,31,11,33,8,25,26,12,27,30,31,10,26,26,34,18,30,6,15,8,6,16,17
"33",9,14,19,24,33,5,20,10,21,35,20,17,23,20,11,18,15,5,33,12,20,5,24,34,10,26,6,15,31,13,32,13,30,7,29,13,9,12,13,17,27,22,24,7,25,32,30,29,6,29,17,17,31,14,24,30,14,33,20,26
"34",32,8,29,24,27,31,17,5,26,10,9,19,11,26,5,8,21,13,13,18,24,13,23,35,5,15,34,19,18,21,13,21,28,8,9,13,6,9,12,17,12,10,26,29,19,19,9,9,9,27,18,9,23,8,5,22,20,34,20,5
"35",16,10,33,34,7,14,22,27,17,26,16,20,12,15,11,35,25,24,12,23,34,29,16,32,13,10,10,32,35,35,14,17,32,14,13,12,13,21,28,21,28,12,25,27,29,22,11,23,18,30,11,9,28,13,26,10,9,22,14,12
"36",16,16,28,11,5,12,15,22,29,19,12,14,21,7,5,29,10,9,26,21,26,31,11,21,16,23,6,20,15,12,8,17,32,7,32,29,29,29,13,18,21,10,16,6,11,15,8,30,32,18,18,16,21,29,16,5,32,5,14,29
"37",22,15,11,18,28,19,26,9,11,8,15,33,27,20,12,26,26,19,29,17,7,9,35,7,18,20,25,9,16,8,31,33,13,30,18,18,30,30,26,18,13,8,27,12,34,28,17,19,20,7,17,20,27,16,30,23,10,7,30,12
"38",14,6,10,32,26,19,16,27,15,20,16,18,35,5,15,18,7,14,25,22,33,31,32,21,19,29,29,24,15,7,20,34,7,32,28,30,9,24,33,25,25,19,5,13,30,8,34,18,29,24,26,25,27,8,16,30,20,29,31,20
"39",21,10,17,13,7,16,13,7,34,27,34,30,19,20,23,31,31,15,32,17,18,11,11,8,20,6,27,24,7,6,29,5,17,8,11,6,32,5,28,30,20,27,24,17,7,21,10,23,24,10,23,17,21,35,27,20,29,32,10,23
"40",5,5,32,22,32,13,25,25,28,13,29,23,19,21,26,18,14,18,6,31,17,10,10,24,21,19,33,24,6,12,7,35,28,22,17,21,6,34,5,16,24,12,23,11,31,21,29,17,16,9,15,17,23,8,25,22,7,31,18,19
"41",12,12,20,25,11,23,17,23,9,32,12,18,5,15,21,21,21,8,12,14,20,17,19,15,25,18,31,26,30,15,7,8,12,17,29,35,7,20,23,6,28,11,15,26,16,22,7,35,28,9,33,34,9,16,16,23,21,22,11,35
"42",8,17,34,11,27,10,34,25,32,12,12,31,33,32,13,21,21,13,34,11,34,17,23,6,12,33,21,21,20,5,18,6,11,9,26,12,27,20,30,8,13,20,34,27,28,32,27,19,29,26,7,28,35,14,30,23,10,19,20,21
"43",23,26,8,30,10,26,28,30,10,15,7,10,23,12,10,23,16,15,29,21,33,23,15,14,21,12,34,31,33,22,23,5,33,35,8,18,15,9,8,20,22,22,15,26,35,25,28,27,32,29,10,29,18,20,18,12,20,33,18,9
"44",14,23,16,26,24,19,13,17,21,7,28,7,15,25,10,30,26,17,20,16,7,33,9,22,34,5,27,12,21,6,32,7,10,18,25,27,9,32,29,28,14,13,30,9,7,9,12,14,25,26,23,21,29,33,34,18,7,6,19,20
