"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",10,35,34,28,27,20,5,6,34,26,27,5,33,22,23,23,30,34,7,9,19,7,17,20,6,23,8,31,32,13,7,20,21,9,33,18,31,15,35,32,6,35,11,17,10,28,31,18,6,15,8,7,28,13,24,23,23,35,11,13,27,17,19,26,15,26,17,22,14,26,27,9,35,22,17,21,7,31,34,25,20,31,33,28,6,24,23,19,26,11,9,11,20,35,11,5,16,9,35,22
"2",26,33,26,34,17,32,32,15,10,23,12,14,17,29,12,19,26,30,8,23,35,6,28,24,34,29,10,25,19,12,31,18,6,25,31,26,28,28,10,17,13,16,33,25,22,11,21,19,30,30,7,6,13,31,23,27,28,34,8,7,8,20,28,28,33,34,24,8,23,22,24,12,34,29,24,17,30,16,10,32,9,5,28,30,13,26,19,7,16,5,14,34,34,35,28,23,27,21,34,15
"3",16,10,23,17,30,21,28,20,21,7,16,34,21,7,7,20,16,15,5,19,33,19,19,15,27,23,17,12,29,10,22,28,20,30,17,27,13,13,12,18,24,10,15,10,6,34,28,30,13,5,7,12,11,12,33,8,14,31,7,25,21,15,18,20,5,6,11,13,33,20,30,31,9,12,24,18,35,19,29,32,24,25,15,34,29,18,13,19,21,17,27,29,24,10,33,7,26,35,21,34
"4",27,29,13,30,7,9,26,16,29,35,22,11,24,11,9,14,14,13,23,30,22,12,7,31,16,29,8,9,17,12,16,28,24,24,8,24,29,31,19,22,9,33,24,22,10,30,34,33,31,19,30,23,14,12,10,15,27,27,34,15,25,30,7,21,21,28,11,13,23,28,19,24,16,35,21,27,34,24,34,27,33,33,22,30,27,24,19,29,11,29,33,31,19,7,20,8,31,25,7,13
"5",6,35,28,6,7,25,17,6,23,14,11,33,13,33,32,33,27,31,23,5,24,16,7,33,18,6,14,9,12,33,6,34,10,28,5,28,16,31,21,34,26,33,16,33,22,18,17,13,14,28,7,11,32,28,32,24,8,11,9,17,14,15,29,30,18,33,20,18,16,21,17,5,33,23,14,28,18,17,24,16,33,30,33,15,35,23,11,33,5,11,18,12,28,26,8,24,9,34,30,27
"6",18,35,35,17,19,15,6,10,13,9,31,19,7,25,17,12,10,29,8,18,15,18,7,25,13,26,27,28,13,5,21,18,9,27,9,23,9,17,10,10,28,15,18,7,27,28,9,13,5,31,18,28,14,21,12,13,18,27,29,21,33,27,10,18,22,31,5,7,29,19,10,27,7,30,24,5,32,24,29,26,15,29,35,23,30,17,16,14,15,5,25,28,33,23,19,12,26,28,13,23
"7",15,21,8,21,22,10,21,23,8,10,13,15,14,30,5,25,11,16,27,30,16,20,9,6,21,10,35,29,16,30,10,19,30,15,9,33,7,28,17,25,6,29,17,5,17,17,23,11,33,21,6,8,13,21,9,31,24,26,19,19,19,26,5,35,13,13,9,29,29,32,21,34,28,21,35,13,9,5,22,7,8,20,34,6,29,27,26,34,22,27,16,8,25,22,15,16,7,20,6,28
"8",10,8,22,33,7,29,16,27,17,28,32,31,34,19,19,33,33,7,17,10,29,31,9,10,23,19,20,22,12,14,23,33,22,24,26,11,25,11,23,23,29,12,5,6,10,6,33,12,11,9,18,31,22,6,9,18,10,29,16,8,6,19,27,26,16,22,6,8,9,29,17,7,17,22,9,35,22,35,5,9,19,30,8,10,14,30,35,35,34,24,21,8,29,19,11,18,31,18,15,33
"9",28,5,32,26,12,35,16,35,19,24,14,7,16,22,29,9,28,31,21,26,19,32,28,21,21,17,27,21,19,12,11,8,35,29,10,15,18,29,10,22,16,7,17,19,31,23,10,34,27,26,7,16,20,20,34,19,14,14,20,16,12,24,11,12,20,16,14,14,10,10,11,11,15,26,9,34,32,23,6,25,29,7,35,9,16,5,35,32,27,13,6,29,35,10,31,21,31,28,7,18
"10",11,23,25,31,35,27,22,16,23,13,34,20,34,11,19,23,18,14,18,8,16,22,30,35,10,11,33,21,21,12,17,9,7,5,32,7,29,22,11,13,32,24,16,6,13,7,23,12,5,16,18,20,12,10,19,25,20,33,13,13,30,5,28,25,13,29,16,19,20,14,32,25,32,34,29,31,11,31,33,29,28,29,23,26,14,13,16,31,15,22,14,22,19,17,33,26,25,11,32,19
