"1",65
"2",38
"3",4
"4",24
"5",71
"6",25
"7",55
"8",1
"9",25
"10",43
"11",22
"12",66
"13",81
"14",1
"15",28
"16",17
"17",31
"18",45
"19",46
"20",57
"21",80
"22",30
"23",43
"24",51
"25",79
"26",73
"27",25
"28",42
"29",49
"30",38
"31",23
"32",67
"33",34
"34",16
"35",72
"36",25
"37",1
"38",21
"39",68
"40",20
"41",23
"42",2
"43",30
"44",57
"45",50
"46",15
"47",65
"48",25
"49",29
"50",24
"51",75
"52",57
"53",79
"54",27
"55",41
"56",79
"57",59
"58",46
"59",54
"60",61
