"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",710,364,386,575,788,788,730,723,291,518,336,564,243,227,224,672,542,572,213,686,571,752,449,593,767,764,269,420,693,348
"2",477,686,790,296,225,310,512,564,611,554,554,660,267,468,540,718,376,792,747,235,254,404,761,637,577,326,791,387,261,679
"3",403,600,330,423,712,711,716,423,423,532,749,259,343,786,599,489,390,701,302,788,417,200,389,226,745,548,596,353,673,403
"4",648,333,644,503,671,420,690,699,533,379,278,799,400,392,463,656,598,490,321,686,284,375,679,706,542,713,689,659,469,556
"5",773,732,611,471,420,480,559,246,699,789,558,342,674,637,212,532,231,325,535,351,445,405,562,411,308,770,751,691,336,597
"6",383,759,250,333,597,393,662,200,215,219,661,260,561,781,505,685,221,408,763,399,458,598,453,642,736,726,451,589,491,205
"7",790,468,455,359,376,547,253,359,370,331,395,568,576,513,690,430,362,775,367,575,799,550,503,336,454,773,312,464,479,311
"8",581,576,588,458,450,443,361,603,492,672,498,474,557,551,701,785,266,474,366,587,210,274,275,427,269,466,762,623,533,456
"9",364,693,388,448,255,317,665,209,584,571,227,794,381,652,434,487,720,607,217,653,529,800,759,463,645,575,675,785,594,702
"10",797,221,727,612,258,313,783,476,730,545,537,242,238,201,372,397,267,296,625,349,333,407,393,424,580,759,352,575,584,216
"11",574,767,696,681,333,783,651,734,577,302,208,450,364,529,218,558,743,293,255,410,436,386,205,794,282,697,233,717,584,300
"12",780,708,569,396,384,579,402,615,579,488,651,212,686,586,754,240,526,255,351,404,504,551,457,760,403,454,675,273,554,643
"13",726,491,308,698,599,793,574,325,663,754,654,540,661,390,704,355,671,247,407,732,381,642,453,324,416,261,673,506,689,608
"14",479,496,731,667,418,734,555,267,657,527,529,281,381,643,417,297,225,218,542,201,686,465,629,743,414,454,639,692,562,621
"15",514,629,684,383,635,298,621,230,766,267,299,792,639,372,240,362,772,676,662,554,214,334,762,695,785,264,292,348,565,487
"16",282,487,518,519,287,322,414,348,519,762,571,547,586,644,745,354,201,765,383,318,327,450,764,228,466,616,670,359,240,530
"17",542,465,764,781,312,365,768,249,700,560,717,603,297,398,735,693,306,733,298,276,729,525,498,660,547,645,551,328,283,229
"18",369,782,345,535,569,391,262,283,772,585,605,601,682,217,794,420,210,235,271,507,366,682,462,306,584,646,350,525,399,627
"19",382,414,383,202,634,243,493,367,287,291,445,723,785,771,258,710,635,436,212,570,724,714,331,492,796,321,212,676,667,274
"20",371,527,677,620,547,517,290,658,480,314,491,489,438,287,661,408,322,515,354,403,357,795,548,283,497,380,695,423,459,301
"21",478,566,575,598,432,428,459,310,285,659,592,769,528,797,738,588,597,319,269,540,663,703,797,495,450,211,341,773,479,630
"22",246,790,614,276,349,256,582,705,249,769,751,355,351,510,784,361,661,708,353,688,528,796,602,597,440,371,797,558,633,603
"23",653,726,488,294,678,296,297,447,413,676,556,279,565,674,259,477,337,575,373,270,315,502,387,788,621,737,505,724,545,763
"24",745,413,357,346,285,743,296,348,510,699,283,538,201,428,458,769,331,763,222,513,572,563,239,765,741,642,382,343,368,513
"25",370,560,397,737,692,461,419,405,611,679,255,560,704,677,316,604,244,608,335,593,717,301,374,383,533,683,745,241,333,572
"26",514,728,740,204,629,691,536,637,458,725,356,341,693,534,226,331,737,395,676,480,441,438,762,774,344,532,690,641,246,397
"27",759,315,785,758,577,276,741,323,411,574,475,629,409,744,354,255,299,705,400,766,390,338,593,523,684,498,694,781,514,380
"28",695,507,614,660,643,477,319,389,411,326,392,397,478,449,703,554,581,343,697,423,208,790,424,660,255,520,623,240,625,531
"29",435,216,288,559,235,456,686,538,455,738,347,235,738,653,405,744,335,252,370,233,463,594,451,346,375,757,414,455,614,615
"30",215,244,280,761,344,350,687,723,555,329,530,296,694,257,634,795,759,417,489,553,642,606,311,399,411,398,678,778,683,375
