"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",8,15,15,31,18,18,9,12,30,27,14,7,21,8,10,15,35,26,26,27,16,31,26,16,22,15,14,21,19,11,24,7,31,32,11,8,7,6,10,31,28,13,6,24,34,27,25,8,7,26,10,8,33,20,32,6,21,6,25,25
"2",19,19,7,33,24,21,16,18,12,12,28,24,31,10,24,14,17,32,26,5,19,9,19,12,12,30,20,20,23,32,6,19,16,20,23,19,26,13,11,31,27,21,8,24,19,16,7,34,18,21,18,35,25,6,31,30,21,5,31,20
"3",33,30,16,27,8,9,27,13,26,14,12,34,5,24,26,13,6,28,15,18,13,12,33,20,23,15,17,30,21,18,30,8,27,28,8,18,31,20,34,6,32,10,17,7,21,22,25,33,12,35,18,19,23,18,12,35,32,30,11,11
"4",15,24,15,26,16,12,27,10,5,28,25,31,5,15,25,35,27,9,14,22,10,26,13,7,22,29,29,31,35,20,12,17,7,10,10,6,24,28,28,8,20,9,14,12,34,31,32,15,24,31,11,18,15,15,7,15,27,13,28,32
"5",25,7,11,35,30,17,6,6,34,7,8,34,23,30,26,30,32,12,29,16,29,11,16,13,25,17,22,10,11,25,25,8,32,14,12,26,6,8,20,28,24,24,32,28,32,20,24,18,11,10,15,24,27,30,6,9,24,11,22,22
"6",30,11,18,16,27,24,19,21,25,27,13,9,22,30,32,5,24,13,33,34,14,22,23,22,27,9,22,13,33,13,22,20,14,5,30,18,18,26,35,17,34,19,20,24,16,34,5,9,6,32,23,17,26,19,26,17,11,20,20,7
"7",6,20,11,28,31,14,29,7,35,32,28,10,26,31,26,20,26,21,32,21,16,20,19,32,30,5,21,16,33,26,20,29,32,34,29,30,31,11,28,32,32,18,8,13,30,8,30,22,18,27,32,17,25,22,11,20,19,6,9,6
"8",27,34,35,11,32,11,28,23,7,34,13,35,30,30,21,9,33,21,9,17,9,20,12,6,34,27,11,28,20,8,7,21,5,31,15,11,6,18,28,16,9,17,27,23,29,23,5,20,6,28,11,29,25,33,22,31,32,27,18,12
"9",14,27,18,33,33,9,35,20,13,27,12,10,26,5,20,25,12,23,5,19,28,25,8,25,16,24,28,14,21,17,10,23,8,35,30,17,18,33,35,35,5,19,18,16,24,16,10,19,19,18,26,12,14,14,10,28,8,8,15,12
"10",23,5,27,16,17,5,20,20,21,7,13,13,12,8,18,21,31,7,13,23,19,30,35,30,23,35,26,28,12,24,30,24,11,21,11,32,29,24,29,35,32,6,35,6,15,24,8,19,24,33,16,5,14,12,9,25,5,21,7,21
"11",9,23,23,35,18,24,35,20,5,23,21,8,23,12,32,16,29,7,21,23,26,19,22,13,21,16,22,33,6,21,28,15,11,33,26,11,10,19,35,5,23,29,20,35,7,9,35,9,23,9,34,6,10,27,29,34,28,29,28,12
"12",27,31,21,23,22,9,14,13,34,7,29,8,26,21,14,24,30,14,8,27,26,21,26,16,25,30,13,19,6,25,26,25,14,30,27,34,22,18,19,34,21,17,15,19,17,32,33,19,16,17,27,19,25,25,22,25,12,23,22,27
"13",10,29,16,33,7,32,28,13,11,31,35,17,25,25,32,23,35,20,31,12,25,17,13,7,10,17,25,14,32,30,25,31,28,15,33,23,29,26,7,26,34,19,27,26,11,21,9,16,6,25,11,24,11,12,26,30,15,7,34,35
"14",24,16,9,25,24,30,31,12,10,10,7,6,10,35,13,17,35,14,7,33,23,19,24,34,15,21,16,19,21,21,16,7,6,35,9,28,20,12,8,23,33,7,27,25,35,6,25,21,17,13,23,10,30,8,18,20,5,18,14,30
"15",8,12,25,33,34,26,31,33,15,10,30,5,15,8,28,11,6,22,14,28,9,18,20,18,12,25,15,5,10,17,35,13,5,16,30,35,19,12,11,20,22,7,35,9,30,19,14,22,30,25,11,27,29,6,8,6,9,16,17,33
"16",31,24,16,32,22,32,35,18,26,20,31,29,19,10,17,23,34,6,11,13,26,31,8,17,9,23,13,12,22,30,33,15,17,9,20,33,7,5,30,14,8,20,23,33,17,6,8,30,30,29,28,19,17,21,16,28,32,21,32,17
"17",7,28,23,24,32,7,17,26,14,21,9,22,5,21,32,15,33,10,9,35,5,19,9,33,33,25,18,29,12,5,11,24,24,12,22,23,34,27,8,21,15,11,26,26,23,5,26,19,9,29,22,13,6,20,16,15,24,29,30,14
"18",6,35,14,25,11,29,18,20,19,14,8,27,13,14,16,34,15,25,6,14,5,16,7,35,5,34,10,10,26,6,25,30,6,8,11,30,29,34,6,29,22,33,7,30,32,13,12,26,12,13,7,9,33,9,7,13,16,27,16,13
"19",5,30,9,5,29,29,18,35,34,23,33,13,13,18,33,10,23,35,25,13,7,16,28,12,15,35,25,16,18,24,33,9,15,31,19,5,32,25,11,21,14,29,19,34,32,8,20,24,25,24,22,29,10,20,17,15,24,20,20,9
"20",34,33,11,8,23,23,31,11,28,6,28,18,9,19,14,33,14,17,16,6,34,13,18,5,21,32,34,31,16,18,21,19,24,6,34,21,27,18,10,29,6,12,26,14,29,31,7,15,27,11,7,24,13,35,32,6,12,32,30,30
"21",8,35,28,34,34,8,6,16,11,21,28,8,17,17,15,20,28,26,7,33,22,9,24,17,32,20,28,35,30,35,8,5,13,6,20,10,5,23,29,26,8,10,16,31,10,11,15,29,25,5,27,27,14,22,22,13,26,6,7,9
"22",26,13,5,5,14,33,14,29,8,6,15,9,34,21,35,22,34,24,29,20,6,17,24,26,30,22,9,29,6,28,21,34,16,27,35,17,5,28,29,34,24,7,15,12,12,22,23,22,15,8,7,27,21,23,24,11,8,29,5,17
"23",13,26,32,9,8,15,9,20,16,7,5,18,22,29,12,12,8,6,33,23,24,35,29,28,32,19,11,23,18,12,27,31,8,22,17,18,29,27,21,13,5,30,27,24,8,15,14,34,17,30,30,18,18,11,16,11,8,33,29,27
"24",17,29,11,29,26,25,15,18,30,32,16,5,15,28,8,20,27,13,23,33,8,10,34,20,35,35,13,25,18,12,20,23,26,33,22,24,19,18,22,23,32,10,31,31,11,5,12,17,5,16,26,22,35,30,17,9,15,7,5,33
"25",12,20,18,10,21,31,31,14,18,9,26,13,15,21,8,25,28,19,10,34,29,32,22,9,9,21,28,35,35,14,34,19,15,32,6,14,25,26,29,12,23,16,11,19,26,8,25,28,33,28,15,12,19,9,17,35,30,10,35,28
"26",15,11,33,20,22,17,35,10,17,18,16,6,22,35,10,21,20,32,25,30,24,30,9,22,6,5,6,18,15,28,28,9,20,35,19,21,13,15,9,31,19,27,27,11,28,35,20,11,16,32,17,19,26,13,30,13,12,19,22,34
"27",13,11,34,21,35,16,25,9,22,17,25,29,12,14,10,34,33,16,31,25,26,28,28,11,15,31,23,24,11,23,8,6,26,19,12,22,34,15,16,23,11,6,15,33,29,17,25,16,25,25,32,11,15,14,22,35,16,26,28,13
"28",28,18,25,21,12,35,27,27,32,14,31,13,32,29,26,35,28,12,35,29,33,20,20,31,16,29,18,20,8,23,16,33,33,11,16,34,11,20,21,23,14,11,21,31,18,26,33,13,13,28,27,26,13,24,29,34,15,11,5,14
"29",6,13,21,14,34,30,33,19,33,25,9,15,15,23,23,28,16,23,14,25,24,24,10,22,17,33,7,31,8,17,26,31,31,18,26,26,9,21,13,18,9,11,13,35,13,12,31,5,21,29,9,20,16,14,23,11,15,33,11,32
"30",21,29,8,35,8,8,27,30,16,30,22,12,18,28,28,30,7,35,23,23,20,16,28,18,7,26,27,8,31,15,7,30,23,8,15,32,6,34,27,11,19,15,32,26,6,34,26,28,18,9,16,21,6,8,18,19,33,32,14,30
"31",7,15,16,9,6,35,28,24,6,15,22,35,22,7,22,8,27,33,8,26,35,13,28,27,21,16,15,31,35,34,30,13,13,18,27,32,6,22,20,21,31,29,21,23,7,35,31,28,13,15,23,23,26,26,7,6,15,25,8,15
"32",13,31,31,17,5,28,9,18,6,26,34,35,31,5,27,28,35,16,13,17,7,18,23,35,30,13,32,13,11,21,22,14,21,9,23,21,29,9,18,31,8,6,32,19,32,5,5,15,13,15,13,18,11,28,15,10,18,17,20,30
"33",35,9,13,22,31,35,17,10,35,14,17,9,35,28,7,20,17,5,34,19,13,19,13,5,35,6,28,18,24,15,6,27,33,10,6,19,9,13,8,11,5,21,17,33,7,29,30,5,11,15,9,20,31,16,15,12,15,30,6,35
"34",33,35,15,6,30,22,6,6,22,28,17,25,22,15,18,25,19,8,12,13,7,32,11,20,10,19,18,24,31,23,16,34,33,30,14,28,30,30,7,13,12,12,27,30,31,31,21,28,18,24,27,6,35,25,14,21,17,20,15,13
"35",25,32,30,5,23,19,15,24,34,34,35,5,30,31,10,23,12,20,22,33,16,21,32,24,29,17,5,17,35,24,21,11,27,13,12,24,15,27,35,6,29,20,24,6,31,27,14,15,32,25,12,24,12,19,20,35,23,19,16,23
"36",9,13,6,26,21,28,14,23,17,11,34,16,12,8,25,13,10,12,22,25,19,7,19,34,11,13,16,18,19,17,9,16,11,23,12,30,30,18,20,35,24,29,29,9,25,24,18,30,14,20,14,28,32,5,30,19,23,35,22,9
"37",15,24,10,29,32,9,24,19,13,20,5,12,28,26,11,28,35,10,32,32,18,14,13,17,10,29,13,30,20,16,7,11,22,13,30,32,24,19,33,19,21,20,13,32,27,8,16,6,10,20,7,15,10,10,9,34,18,7,9,30
"38",16,14,28,5,33,30,32,15,22,17,29,25,6,27,13,23,14,10,18,5,13,6,35,11,26,10,8,34,9,12,10,7,7,15,21,22,14,27,13,6,8,31,25,33,31,26,33,13,30,9,13,33,12,18,17,8,13,19,20,32
"39",35,10,25,16,14,12,28,14,20,22,12,16,19,19,32,28,16,14,15,25,10,13,23,19,19,14,17,6,20,7,11,24,11,32,6,5,16,35,7,27,30,6,11,11,12,9,25,7,23,33,34,19,10,22,34,33,13,18,10,14
"40",19,7,21,28,10,32,8,5,8,35,21,8,12,32,6,34,10,29,35,34,19,7,32,19,29,19,27,32,23,23,18,26,28,7,33,21,18,17,33,9,15,29,10,22,32,8,18,24,8,16,29,26,5,31,23,11,29,31,12,5
"41",29,24,30,12,16,34,5,12,7,9,31,13,16,18,30,10,18,34,30,29,16,12,19,23,30,23,35,5,28,24,26,19,23,33,19,20,25,9,15,19,28,23,34,28,11,32,7,28,11,9,22,14,35,5,8,24,12,16,19,27
"42",20,6,17,26,29,24,8,24,23,17,18,18,19,34,29,13,16,22,25,23,17,9,13,34,6,17,16,34,34,18,8,11,23,9,13,11,22,10,22,27,11,28,29,13,31,9,7,22,9,21,26,18,18,27,10,20,10,18,27,14
"43",25,9,5,23,6,11,9,34,18,8,28,22,7,23,31,13,29,34,34,23,33,8,25,26,28,18,11,19,15,33,11,5,19,18,15,12,19,33,29,31,14,22,14,19,12,26,17,9,28,15,34,26,31,23,23,28,31,21,7,15
"44",20,20,8,9,12,28,27,19,13,16,31,27,17,9,32,9,27,33,26,13,32,13,12,35,14,28,12,24,17,15,28,16,24,9,35,21,18,19,21,32,17,10,16,33,35,33,10,17,12,15,35,31,28,28,35,31,13,9,13,12
