"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77"
"1",21,23,41,39,38,32,39,21,33,44,17,42,31,41,38,33,26,39,27,36,17,45,17,22,23,15,25,41,20,41,40,38,29,38,43,36,43,28,34,32,33,15,37,37,29,20,20,40,26,18,25,40,43,18,20,37,20,31,24,37,16,35,20,34,41,35,31,19,22,38,23,38,16,33,21,38,19
"2",23,39,24,44,44,22,16,26,17,34,36,39,23,21,22,18,24,18,42,16,34,37,40,33,26,38,34,22,21,19,35,34,41,42,22,41,45,29,16,25,21,25,20,37,17,43,20,43,19,31,34,29,37,35,36,17,33,36,15,17,37,41,29,15,39,18,42,33,28,20,22,35,23,23,36,31,19
"3",39,28,17,41,26,32,30,36,45,20,21,29,27,36,20,34,24,34,32,31,34,39,28,22,21,15,38,30,17,34,24,39,18,15,34,25,28,24,31,23,45,17,38,31,18,32,20,40,19,42,25,41,19,18,19,20,38,39,44,40,40,37,36,15,38,18,43,16,39,24,29,24,31,24,44,24,27
"4",32,40,16,27,20,23,23,30,25,27,22,41,33,41,29,35,23,42,38,40,40,41,43,21,25,33,29,45,33,27,28,16,42,31,44,22,34,34,26,40,19,44,15,20,34,17,39,18,42,44,23,39,33,42,35,26,42,18,16,22,38,36,37,38,24,23,38,17,33,37,32,40,32,45,28,21,31
"5",15,44,34,35,32,34,19,23,26,19,45,40,21,31,25,45,42,30,21,15,45,36,40,21,25,24,21,41,29,26,35,16,25,38,25,39,17,32,17,26,18,32,43,26,30,41,25,38,45,24,34,32,38,17,38,40,29,25,44,21,36,32,36,43,45,17,17,42,29,41,30,24,25,16,35,27,44
"6",31,22,29,42,36,42,17,45,17,25,19,26,17,38,44,18,15,27,35,29,41,37,24,44,45,36,44,19,32,23,38,39,25,23,15,31,21,32,36,35,44,29,32,23,41,31,44,37,20,24,24,35,38,43,18,20,32,36,44,17,40,27,36,45,31,26,31,44,22,34,25,38,15,16,21,39,24
"7",37,41,15,20,41,39,34,23,28,40,40,32,17,42,44,16,15,25,40,29,42,18,28,44,19,18,19,37,23,44,31,17,33,32,23,34,40,24,33,37,34,24,16,24,35,25,39,19,30,16,19,31,39,37,37,31,33,36,44,22,39,32,37,21,17,28,37,26,42,22,35,31,40,26,21,41,41
"8",31,34,22,40,41,30,23,30,41,26,19,44,36,33,22,40,21,16,22,24,35,17,38,45,22,30,33,43,20,15,35,37,30,26,18,25,40,22,20,15,42,20,26,34,15,45,39,43,28,33,21,44,45,42,44,25,30,40,41,21,20,19,21,16,44,24,40,29,20,40,38,38,20,42,22,37,43
"9",41,38,24,21,38,44,18,37,44,27,18,41,45,17,25,20,19,24,44,15,44,40,45,21,21,22,35,19,22,41,27,35,23,39,19,15,32,20,39,42,45,18,16,25,35,26,16,26,42,24,42,20,36,40,24,41,25,16,32,33,16,26,30,17,20,18,45,39,42,36,17,27,31,18,25,35,24
"10",43,44,36,28,34,17,28,38,33,42,42,26,20,25,31,27,24,16,21,36,34,44,26,22,31,31,29,44,26,39,17,32,34,24,32,27,33,34,34,42,27,29,28,16,33,32,37,37,45,42,45,17,18,45,38,24,45,22,45,20,41,45,40,20,29,30,24,43,39,27,24,33,16,27,32,35,18
"11",33,38,18,40,20,16,34,35,39,30,17,36,19,20,38,32,27,23,40,16,16,34,41,39,34,39,18,17,19,26,37,15,25,17,28,20,20,39,42,18,37,33,17,15,41,39,41,26,26,38,42,35,36,42,40,36,39,17,16,24,41,17,17,16,33,39,33,23,36,18,26,39,37,21,30,26,32
"12",33,26,29,26,39,25,33,37,26,20,23,17,45,30,29,44,26,42,17,25,31,35,35,34,19,24,25,19,17,43,25,27,15,33,18,29,21,28,25,21,33,21,35,28,43,15,36,41,42,36,42,25,32,16,23,35,23,38,37,25,21,21,45,32,37,43,17,21,44,27,28,28,18,21,43,34,26
"13",18,38,31,17,31,27,20,30,34,29,44,33,43,30,22,27,31,45,40,44,23,23,28,21,33,44,30,43,27,32,28,16,27,32,40,44,33,19,24,27,33,33,28,43,25,35,23,33,37,15,38,34,28,34,40,43,18,19,43,40,21,26,15,26,42,30,41,35,18,31,45,40,42,26,20,23,26
"14",18,34,27,30,21,41,35,31,15,34,36,32,33,31,28,27,44,22,27,35,21,28,36,27,20,40,21,45,25,34,33,32,22,25,16,23,26,42,30,15,27,31,22,22,27,38,18,32,20,44,38,41,34,25,17,36,41,22,44,24,19,17,34,18,40,33,24,40,42,19,16,34,35,36,30,20,42
"15",41,32,27,30,23,34,41,40,25,25,21,23,27,26,35,31,40,41,39,43,28,26,19,45,18,23,32,27,16,32,33,38,33,18,25,20,33,21,16,35,22,25,41,32,36,43,17,31,25,30,21,28,35,34,23,30,18,45,25,30,39,42,25,32,36,39,18,24,42,16,17,36,35,18,26,29,22
