"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",9,24,13,25,17,10,11,17,35,24,7,33,22,12,9,35,21,17,27,34,7,14,23,24,15,32,17,34,9,11,28,14,14,10,19,16,12,11,12,6,32,19,12,30,7,30,24,19,26,31,35,33,31,22,21,28,9,32,14,14
"2",11,33,23,21,21,16,15,19,22,22,9,7,28,20,30,8,20,21,31,25,9,23,30,15,9,22,13,15,30,11,12,29,14,6,18,14,8,30,34,27,14,34,28,33,26,33,29,9,23,23,26,16,6,27,22,23,31,27,13,17
"3",25,11,14,12,10,27,20,21,6,5,13,12,14,10,20,22,35,15,30,22,15,22,30,19,32,21,17,18,31,8,17,14,30,30,12,28,16,25,28,14,27,22,5,19,15,27,5,33,15,25,5,17,7,11,18,24,25,9,8,5
"4",26,15,13,5,19,34,32,18,17,14,9,23,20,18,21,26,32,33,34,28,7,7,33,7,26,5,14,34,28,27,7,14,15,12,25,13,34,30,11,20,21,5,9,11,34,9,11,22,15,35,21,13,6,24,8,16,30,7,31,26
"5",30,21,15,7,27,8,30,31,15,24,22,29,18,14,10,32,32,35,26,13,11,30,21,32,18,6,14,18,32,26,28,5,6,16,8,15,23,8,16,14,21,11,28,35,16,29,24,7,27,24,16,27,24,22,16,18,9,7,31,14
"6",7,20,21,32,20,19,13,13,20,35,15,24,7,35,22,11,26,34,13,11,28,21,20,9,22,7,32,13,27,25,18,35,16,30,13,15,11,27,17,20,14,12,14,24,32,16,24,18,34,6,18,20,31,22,28,15,24,33,30,11
"7",10,21,29,7,24,16,21,11,20,20,7,25,10,20,8,17,21,24,20,8,6,16,21,13,16,25,18,26,20,29,27,33,26,11,13,13,27,17,34,25,17,5,32,16,18,33,18,12,27,27,34,7,34,8,27,23,9,22,32,12
"8",34,16,25,6,24,34,13,18,20,16,31,28,6,12,34,34,7,19,9,20,29,11,34,23,14,25,8,25,27,21,33,21,15,25,29,30,21,28,24,6,25,7,13,24,32,33,9,15,19,20,32,16,5,30,33,26,6,23,25,34
"9",10,8,29,31,33,22,33,5,13,21,28,27,17,9,5,29,6,12,14,12,19,27,19,8,17,31,22,13,34,24,17,34,10,9,11,9,5,20,7,29,13,19,25,33,27,33,24,9,18,20,23,29,29,21,14,24,33,33,31,17
"10",7,32,11,18,5,27,25,18,13,12,22,33,12,25,31,6,27,22,31,22,33,13,5,29,20,8,9,16,12,34,26,19,14,5,16,29,15,7,20,32,29,17,10,31,5,20,33,15,12,30,8,24,24,15,17,7,18,6,9,29
"11",24,34,5,27,9,24,19,6,10,22,12,16,14,12,23,32,33,12,35,11,34,6,34,8,20,8,32,6,30,12,15,13,21,19,8,30,27,18,8,15,24,5,31,14,26,15,12,10,11,17,27,9,20,12,26,18,31,9,11,8
"12",28,18,28,29,8,17,21,18,6,30,13,27,32,22,22,25,16,18,32,21,27,17,22,8,8,8,35,33,20,17,20,5,8,22,26,21,16,10,10,15,12,12,9,7,9,12,27,12,6,15,15,29,33,35,7,6,17,12,30,21
"13",15,25,10,24,31,25,6,29,28,7,33,27,33,35,20,7,12,19,22,29,33,27,16,7,29,28,8,12,6,20,28,34,6,33,29,28,10,10,14,32,14,19,15,16,25,9,27,17,21,29,27,23,28,22,21,33,7,27,11,9
"14",30,34,7,12,12,21,23,30,8,12,25,7,9,29,12,5,22,29,12,13,25,25,33,22,5,11,28,31,25,9,10,19,18,33,17,24,22,26,19,21,29,21,6,33,17,25,19,29,21,27,13,34,9,11,24,23,6,24,9,26
"15",34,11,20,22,12,28,15,33,29,7,25,6,12,9,6,35,16,19,6,34,17,26,16,30,30,26,32,31,12,32,21,34,21,26,22,30,12,22,18,19,24,9,32,24,12,13,28,32,23,27,8,27,26,19,23,10,25,25,12,13
"16",30,27,17,28,12,23,35,33,25,27,8,34,35,31,18,5,6,16,34,30,17,33,28,5,21,19,20,25,11,11,12,33,12,11,10,9,35,20,24,35,20,24,6,10,13,16,7,22,16,24,31,19,5,29,20,14,12,9,14,23
"17",13,21,15,8,29,27,31,11,6,15,9,19,28,24,27,10,20,13,10,18,7,12,8,29,30,11,9,9,30,23,7,13,18,22,11,31,13,34,33,30,25,13,29,34,20,9,15,33,22,23,23,20,27,7,15,10,33,16,22,13
