"1",88
"2",8
"3",42
"4",25
"5",40
"6",58
"7",11
"8",24
"9",67
"10",81
"11",65
"12",41
"13",59
"14",8
"15",15
"16",58
"17",89
"18",14
"19",11
"20",88
"21",8
"22",19
"23",21
"24",28
"25",5
"26",38
"27",3
"28",34
"29",65
"30",9
"31",50
"32",38
"33",5
"34",61
"35",59
"36",44
"37",79
"38",3
"39",7
"40",16
"41",44
"42",33
"43",50
"44",62
"45",56
"46",37
"47",44
"48",84
"49",68
"50",42
"51",54
"52",50
"53",62
"54",69
"55",84
"56",46
"57",29
"58",37
"59",14
"60",51
