"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",1778,1480,10000,1079,1718,879,764,997,10000,10000,10000,1478,10000,1156,1478,1155,10000,878,10000,10000,10000,609,10000,789,956,1479,10000,920,10000,10000,1650,774,1598,10000,1198,10000,10000,1597,927,1098,10000,10000,1382,10000,10000,10000,827,10000,10000,10000,641,1180,1080,10000,989,10000,1710,10000,10000,1000
"2",971,10000,10000,10000,1676,10000,10000,998,1045,10000,10000,1171,10000,1704,10000,846,10000,1440,1250,1766,10000,10000,10000,10000,968,10000,10000,679,740,10000,955,1165,1425,1711,10000,10000,10000,10000,10000,10000,1391,1201,10000,10000,1462,10000,10000,10000,10000,10000,10000,1150,1359,10000,10000,10000,10000,1323,10000,706
"3",10000,10000,975,822,10000,1211,1324,1775,10000,900,1798,1413,10000,10000,693,10000,1793,10000,1251,10000,1032,945,10000,1555,1131,10000,10000,953,1234,1151,10000,10000,1183,1671,988,10000,10000,10000,10000,10000,996,1603,1762,1484,1314,10000,10000,10000,10000,1656,10000,10000,10000,690,10000,1372,10000,10000,1386,10000
"4",1154,1506,1525,1360,995,10000,945,684,10000,10000,10000,799,10000,1109,1347,720,10000,10000,1698,1418,1527,10000,736,10000,10000,731,10000,10000,1111,10000,10000,1718,1018,627,940,10000,1132,666,1549,1687,1128,10000,1599,1051,1067,10000,10000,935,780,1754,10000,741,1275,10000,10000,735,1243,650,1701,772
"5",10000,655,644,10000,10000,1495,10000,10000,10000,10000,10000,10000,1611,1152,1160,10000,1465,1779,1316,856,768,1004,939,10000,637,10000,840,822,10000,10000,10000,1104,10000,1384,10000,10000,10000,10000,10000,10000,1573,1317,771,10000,10000,1011,797,1155,1800,10000,10000,1411,1386,10000,823,1184,10000,10000,10000,10000
"6",787,10000,10000,1197,10000,10000,1125,10000,10000,10000,1489,1560,657,1276,10000,901,10000,10000,1139,634,1652,1653,10000,1504,732,10000,10000,1083,10000,10000,1012,10000,993,10000,10000,10000,10000,1535,1176,1232,1543,786,10000,1248,1466,10000,10000,10000,10000,1107,1207,1143,987,1776,1436,1728,10000,10000,10000,10000
"7",10000,1088,940,1335,763,1008,10000,10000,1184,10000,1686,10000,1470,10000,777,1013,10000,934,10000,10000,10000,662,10000,10000,995,703,10000,10000,935,640,815,996,10000,1628,10000,1364,10000,10000,1746,1691,1364,10000,10000,690,1145,1731,10000,10000,672,646,10000,10000,1584,10000,10000,10000,641,10000,10000,10000
"8",10000,1797,1773,1482,1448,10000,1222,10000,10000,1304,10000,10000,10000,1684,759,10000,964,678,10000,10000,10000,1477,10000,10000,653,10000,10000,1041,10000,10000,1082,10000,1269,10000,625,10000,1627,10000,10000,10000,10000,10000,10000,1301,10000,10000,10000,1687,10000,10000,772,10000,1263,1544,10000,10000,812,10000,1399,10000
"9",10000,843,10000,10000,10000,10000,600,1000,1047,10000,1385,919,10000,970,1594,10000,10000,1499,714,1089,1377,1608,1714,10000,675,10000,10000,741,630,10000,1579,945,10000,10000,10000,10000,10000,10000,813,802,10000,10000,10000,1773,1212,10000,10000,1145,10000,10000,648,1332,10000,10000,1250,779,10000,10000,924,10000
"10",1799,10000,1725,1467,10000,10000,1501,10000,10000,10000,10000,1089,850,1613,10000,1417,693,1748,1174,10000,10000,1030,1350,10000,10000,1365,1416,10000,732,1741,10000,10000,1683,10000,10000,10000,1206,10000,762,10000,10000,1450,10000,1504,10000,10000,670,1350,664,10000,10000,10000,1127,10000,681,1141,605,648,1117,10000
"11",10000,1173,10000,10000,10000,10000,10000,664,1131,10000,10000,10000,10000,1464,10000,1770,692,953,1125,10000,1114,1790,958,900,1776,10000,10000,10000,1554,1017,10000,10000,735,666,10000,1649,10000,10000,1387,10000,10000,1187,10000,1221,10000,1057,991,10000,1005,821,10000,876,10000,10000,10000,748,1098,10000,10000,749
