"1",32
"2",9
"3",22
"4",42
"5",8
"6",23
"7",11
"8",28
"9",37
"10",21
"11",41
"12",13
"13",14
"14",23
"15",26
"16",30
"17",3
"18",39
"19",3
"20",13
"21",20
"22",39
"23",43
"24",41
"25",27
"26",34
"27",32
"28",3
"29",39
"30",13
"31",23
"32",36
"33",39
"34",4
"35",21
"36",8
"37",27
"38",5
"39",34
"40",20
"41",17
"42",29
"43",41
"44",31
"45",6
"46",27
"47",33
"48",36
"49",32
"50",3
"51",34
"52",6
"53",14
"54",38
"55",31
"56",32
"57",31
"58",34
"59",2
"60",11
"61",28
"62",1
"63",34
"64",41
"65",42
"66",42
"67",36
"68",40
"69",32
"70",21
"71",2
"72",40
"73",33
"74",16
"75",38
"76",23
"77",17
"78",23
"79",33
"80",24
