"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",12,23,25,6,25,11,25,6,5,12,8,34,7,8,33,13,15,24,34,25,9,29,18,26,28,25,11,32,20,33,16,28,21,33,14,11,19,27,14,19
"2",24,28,33,20,13,23,26,30,34,29,22,30,24,14,28,13,14,33,26,13,14,28,7,9,16,32,7,16,27,28,19,12,12,33,19,25,30,14,13,5
"3",12,5,25,35,19,13,7,31,24,34,9,32,22,35,35,10,21,24,21,7,10,16,19,13,20,6,11,23,6,21,33,5,18,7,18,8,10,26,12,33
"4",6,32,35,8,18,33,33,12,10,35,15,23,34,33,22,23,30,13,30,32,7,7,17,22,8,16,18,6,23,31,23,7,25,31,28,25,29,17,28,20
"5",35,29,23,25,6,22,31,23,7,22,35,30,30,28,19,28,26,5,15,7,17,10,30,22,12,24,24,6,33,34,17,26,25,17,8,23,14,29,13,28
"6",29,21,33,9,28,13,21,7,21,11,16,9,10,31,27,35,25,12,28,24,9,27,16,32,13,34,17,23,13,10,17,35,33,6,19,25,34,32,9,24
"7",15,25,20,9,31,26,30,29,19,9,25,31,30,32,20,10,5,25,21,20,10,23,20,22,14,5,6,13,7,12,14,35,32,33,19,11,34,28,17,11
"8",24,28,30,21,24,28,18,20,27,11,13,9,17,11,8,23,9,16,18,6,22,23,6,30,22,9,35,29,14,33,10,28,27,10,17,24,8,11,17,13
"9",18,8,12,13,10,30,33,9,26,8,19,34,7,35,20,20,15,21,35,8,23,15,8,31,10,25,23,31,10,16,9,24,11,25,17,10,33,29,30,22
"10",19,26,28,14,22,24,19,5,23,20,30,22,17,5,30,22,20,23,7,17,14,29,14,8,27,32,13,25,10,35,27,9,19,33,24,16,18,25,9,24
"11",34,19,28,10,13,17,10,9,7,20,5,6,5,15,6,11,32,7,12,7,14,6,6,10,33,13,14,28,20,28,32,20,17,22,11,34,9,25,24,33
"12",15,11,19,32,32,15,15,16,8,7,16,27,9,27,5,11,9,9,20,33,7,22,33,20,17,7,32,24,21,35,31,21,30,27,6,13,14,13,11,24
"13",29,33,17,12,15,26,7,15,8,26,21,9,24,25,9,19,20,9,19,18,28,30,14,10,10,27,17,6,17,19,30,21,28,24,26,23,29,12,10,26
"14",7,11,30,11,26,27,32,13,10,26,11,19,31,9,9,5,11,27,22,18,30,8,16,35,28,19,6,24,17,25,13,35,13,21,8,8,13,32,19,35
"15",5,8,15,30,23,27,14,25,15,17,6,33,34,18,16,10,7,29,27,31,14,21,35,32,20,16,34,7,20,31,29,35,6,35,20,17,25,6,33,28
