"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",225,752,772,524,465,590,550,704,787,662,313,425,608,531,775,465,357,312,539,357,358,368,400,478,637,460,653,433,780,572,202,388,439,417,568,633,710,799,351,682
"2",442,264,456,793,670,259,689,273,725,247,415,316,457,362,367,332,631,707,511,630,668,372,367,425,494,333,503,781,744,712,426,289,648,683,528,533,273,548,762,611
"3",637,583,289,627,657,791,324,323,587,711,775,484,517,563,356,423,275,545,507,643,694,351,567,263,508,240,560,245,716,603,777,471,514,674,359,451,510,735,682,454
"4",298,666,700,238,266,484,702,313,446,607,730,408,688,579,343,788,765,658,202,730,574,211,554,669,354,613,754,690,457,748,742,486,259,273,332,623,476,657,564,644
"5",657,522,682,754,588,434,589,262,230,506,267,559,280,599,656,572,627,601,622,593,619,469,207,511,285,543,307,481,794,663,654,780,681,401,692,754,230,421,766,470
"6",245,261,584,621,237,308,481,797,755,345,588,265,284,697,333,665,609,220,276,344,316,642,599,497,477,493,422,574,676,452,659,527,271,224,603,517,271,210,433,225
"7",288,608,580,242,800,689,717,554,727,562,715,632,229,735,377,476,729,526,697,290,322,649,799,504,757,232,332,310,236,580,717,763,787,454,774,404,561,599,679,403
"8",293,271,228,501,799,436,682,240,530,707,730,757,225,568,576,202,561,229,604,575,267,444,687,466,337,575,652,515,339,531,542,792,658,561,669,746,544,421,470,585
"9",274,722,610,337,582,603,332,384,782,584,380,289,527,298,416,752,496,568,282,540,640,282,748,258,295,326,537,300,356,716,300,549,567,709,333,285,409,528,553,652
"10",587,572,669,429,288,353,325,655,573,796,213,621,769,204,283,700,525,766,639,698,291,464,485,386,650,286,426,567,786,669,273,653,786,231,300,347,596,433,352,793
"11",633,500,354,524,629,336,631,402,474,704,538,621,349,224,561,452,209,749,493,438,467,469,417,392,567,284,751,220,772,369,211,313,322,548,571,791,749,388,646,461
"12",281,383,308,204,581,559,419,488,627,472,325,526,266,500,800,519,478,386,426,403,684,544,568,209,328,453,614,676,480,304,499,506,583,389,582,358,437,497,637,624
"13",724,371,566,800,711,737,697,212,590,617,671,247,538,745,428,604,608,440,501,522,349,350,428,781,344,268,408,364,566,559,713,716,363,578,588,488,261,795,703,523
"14",585,276,645,220,565,685,350,518,358,528,475,559,303,458,445,399,796,589,574,362,727,305,776,695,503,739,326,222,668,580,274,431,272,289,357,363,366,686,380,447
"15",759,611,422,644,317,484,650,323,666,543,623,322,731,475,763,506,430,344,793,258,703,580,760,763,529,201,348,317,482,731,628,414,743,667,449,495,650,316,636,382
"16",581,316,607,443,332,585,726,453,212,483,302,715,651,632,307,611,302,266,519,552,249,470,433,718,284,494,310,656,697,684,684,396,779,232,508,237,227,445,437,596
"17",359,266,649,737,767,267,704,603,464,589,650,483,519,735,400,555,742,629,291,646,428,779,539,570,422,463,560,278,246,392,417,728,361,454,583,531,472,456,566,496
"18",297,781,796,354,652,218,594,624,312,541,586,786,462,401,662,265,633,374,637,454,767,768,619,396,436,400,593,242,673,686,686,429,385,250,656,610,320,570,283,210
"19",690,384,772,420,504,476,376,375,336,642,524,564,442,378,514,395,699,797,498,767,759,685,719,248,633,368,411,382,395,469,629,441,668,761,623,245,256,446,583,322
"20",362,592,564,270,301,409,261,359,504,642,649,249,772,445,725,782,759,214,540,201,257,293,478,349,448,293,445,581,359,280,473,514,234,258,406,350,767,485,660,283
"21",562,272,733,588,438,567,538,787,352,778,203,775,228,742,229,577,676,716,215,751,253,268,553,775,231,697,261,291,515,551,249,492,537,732,368,590,395,687,397,582
"22",668,781,635,349,600,376,398,557,350,584,421,249,574,337,452,687,759,386,558,359,594,790,319,467,274,200,619,779,707,736,578,500,717,256,284,631,775,714,390,393
"23",737,703,566,287,784,392,258,474,633,340,772,416,562,762,449,649,377,568,658,336,520,596,611,659,578,576,226,242,207,562,559,259,256,472,429,789,342,319,380,721
"24",595,483,599,529,630,608,308,605,372,571,529,790,207,441,637,306,771,213,293,692,698,794,777,636,201,599,581,623,535,556,431,541,343,246,294,675,351,737,257,237
"25",598,516,785,522,740,426,627,535,799,499,221,400,522,434,690,271,501,758,352,718,530,658,425,318,671,397,306,695,561,618,718,743,606,588,708,546,424,629,329,681
"26",289,438,625,366,303,630,609,644,355,413,521,632,436,680,757,740,697,353,758,655,236,616,401,624,442,448,743,220,542,562,467,437,569,692,220,586,429,337,361,618
"27",345,655,572,490,333,424,680,793,298,786,788,509,207,448,537,539,283,527,640,673,311,261,368,428,690,224,347,370,658,345,438,561,266,596,521,253,350,217,454,679
"28",731,757,360,385,388,410,304,591,798,732,397,464,749,658,307,463,485,252,529,431,772,770,218,598,409,681,346,423,616,678,714,644,406,609,594,666,744,462,485,352
"29",670,507,544,494,468,546,393,652,546,562,456,427,267,503,373,325,618,268,242,474,632,577,697,407,578,222,431,653,586,257,408,616,279,348,657,325,508,499,769,578
"30",728,210,720,585,750,246,747,267,580,334,341,396,575,778,305,302,280,498,545,530,502,603,437,415,760,518,219,348,735,757,491,469,416,743,304,678,510,625,677,683
"31",450,482,419,350,255,610,442,448,789,647,656,601,426,483,709,683,688,554,474,524,668,338,799,280,378,550,239,393,578,468,476,697,565,733,757,702,762,267,564,667
"32",561,328,418,511,342,348,511,227,332,678,797,732,482,328,303,328,335,246,289,220,780,359,258,683,475,645,398,239,753,211,238,251,297,797,591,390,549,627,446,356
"33",666,645,470,447,662,275,419,397,790,240,462,219,656,262,204,454,225,774,720,330,399,308,328,654,563,730,408,258,712,500,296,307,468,348,536,524,492,309,226,288
"34",574,791,676,681,341,429,582,445,332,322,628,712,496,375,529,653,566,453,207,363,551,670,532,246,474,675,483,527,739,538,407,450,472,752,493,582,312,442,263,298
"35",522,689,740,462,639,470,394,274,298,690,290,209,671,562,485,727,659,248,594,795,422,420,504,799,279,627,635,271,415,485,269,247,706,722,743,350,731,368,401,789
"36",790,496,262,707,787,781,205,204,267,228,536,723,360,622,781,381,777,427,532,643,234,723,224,310,688,263,259,402,676,399,542,246,567,239,574,588,639,737,693,518
"37",500,368,457,424,742,248,333,403,583,588,747,647,265,359,758,208,663,207,303,272,428,269,272,292,658,709,726,250,565,368,664,239,307,559,780,267,320,784,491,600
"38",214,765,285,635,376,404,444,648,457,327,362,730,489,239,653,555,211,741,435,316,302,215,697,381,341,512,629,795,534,689,242,464,373,437,205,275,486,304,667,578
"39",601,274,745,603,207,575,431,705,278,456,241,696,526,459,260,203,751,363,608,348,421,206,758,733,425,706,554,635,512,714,496,479,605,381,202,435,761,292,506,456
"40",316,737,669,559,682,400,715,521,406,669,624,472,241,730,317,700,780,381,453,240,369,727,264,589,448,201,712,657,582,762,694,457,513,748,608,244,267,777,793,392
