"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"1",793,212,697,713,565,697,696,702,712,297,274,388,596,795,274,656,281,265,220,391,420,725,538,254,505,724,200,311,370,457,330,767,620,557,290,467,438,691,643,781,715,230,618,675,321,625,549,319,540,703
"2",796,360,430,649,259,718,444,501,228,657,232,465,726,684,298,414,640,668,493,691,733,496,397,322,787,593,511,653,791,478,550,349,531,203,767,771,640,253,760,216,659,433,742,749,487,572,618,721,232,800
"3",252,399,694,435,409,226,705,775,568,707,673,664,261,358,515,247,435,532,471,405,769,475,258,695,655,689,621,425,663,765,694,281,609,486,523,730,218,354,694,583,642,349,760,216,555,267,508,490,473,546
"4",640,697,716,290,355,313,365,266,311,696,735,562,757,580,600,649,768,632,588,383,322,225,220,604,656,333,556,313,641,263,575,249,497,479,317,606,247,208,234,400,522,673,295,653,489,666,320,350,495,713
"5",473,722,470,420,770,745,257,533,344,658,294,607,350,306,258,628,219,432,568,634,454,206,680,359,334,791,356,671,380,540,787,717,414,783,323,356,665,357,639,681,360,386,757,718,208,778,433,360,542,448
"6",598,574,247,313,769,426,713,283,698,346,390,678,638,796,679,423,433,327,573,799,428,446,461,542,741,614,449,235,283,444,218,287,616,461,235,746,487,715,736,420,710,291,447,561,202,248,695,227,518,564
"7",444,763,631,790,285,262,604,273,683,537,536,223,655,624,434,635,326,643,661,301,639,247,664,436,251,561,495,289,534,388,772,655,460,457,433,646,693,299,791,468,381,303,723,674,273,515,576,479,318,679
"8",296,382,415,476,626,619,589,757,711,686,597,626,557,379,346,373,485,527,210,673,706,728,758,502,302,691,282,372,786,539,521,301,515,499,702,748,772,663,644,368,625,433,755,214,315,708,370,741,504,436
"9",670,697,723,230,486,351,538,202,417,448,342,666,532,783,541,513,380,597,240,271,718,386,277,675,325,726,251,400,687,587,786,778,402,415,777,459,265,267,560,712,747,290,435,645,463,705,229,747,487,289
"10",366,622,398,366,573,247,468,545,739,579,424,450,403,506,754,339,626,744,371,378,363,498,209,460,590,793,600,765,274,329,592,268,504,425,360,408,597,789,560,349,454,470,452,269,498,493,742,221,739,347
"11",679,522,207,618,476,529,727,501,228,453,748,332,649,249,720,383,280,663,612,687,676,663,272,461,587,291,361,474,601,596,204,581,378,538,359,732,284,796,327,239,636,489,501,380,599,358,641,272,633,681
"12",548,559,594,674,345,559,586,791,205,272,323,664,334,573,344,286,699,274,794,513,758,752,623,388,453,499,772,332,575,717,296,323,286,459,764,612,305,418,668,237,767,717,572,643,777,299,429,515,534,545
"13",516,316,230,287,365,263,587,776,336,348,370,417,433,650,313,558,792,604,206,224,362,417,388,269,513,672,660,243,709,508,331,587,726,682,670,658,236,282,577,217,597,741,606,777,610,344,468,490,588,590
"14",554,671,603,422,337,538,297,704,791,560,263,751,791,650,624,753,220,291,214,553,652,580,525,795,773,364,591,488,570,318,761,405,733,638,724,259,716,479,406,246,569,397,431,235,533,532,684,429,763,264
"15",474,665,417,733,624,266,468,448,341,677,703,716,736,325,292,397,229,219,349,340,766,215,706,692,377,643,219,375,795,679,659,360,481,778,660,212,553,580,628,690,316,527,615,413,580,784,376,755,343,645
"16",756,744,456,430,246,770,357,704,201,416,606,223,550,634,211,448,316,443,305,600,521,398,255,543,349,576,722,304,752,677,685,649,433,629,406,287,458,495,538,634,499,405,435,339,554,734,419,488,418,226
"17",515,258,414,300,727,652,213,687,743,229,434,261,451,282,517,773,384,282,344,286,347,360,793,731,304,660,644,296,569,763,748,566,715,559,421,798,672,782,466,292,559,281,634,400,578,797,350,266,206,697
"18",793,787,641,721,747,696,621,396,583,636,326,592,779,729,400,228,740,684,433,281,459,514,727,650,270,486,348,439,426,693,329,246,762,769,648,466,289,267,633,404,586,627,734,493,252,385,393,606,529,200
