"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",14105,6872,8301,6200,13979,8897,9215,6193,11002,6964,10612,7891,9617,14331,12248,6892,6687,11901,10587,12844,14617,7273,8233,5181,12619,11753,7834,12568,5788,10127,10498,6066,10356,11184,7363,13950,10100,7111,7279,5344,5652,8031,14742,12585,9065,13529,13454,11161,14079,10011,5086,11049,6446,8911,7175,10676,9818,13763,12731,9771,9012,10125,12358,7392,12107,11229,6825,14143,13599,13411,10339,5359,11556,9192,10064,12148,11666,5794,9624,6165,6955,8165,13415,5322,13761,9559,5759,5970,10220,12684,8054,7231,14712,9208,10347,11232,11957,7290,13426,11840
"2",11181,9245,5097,9692,5946,10593,14302,10574,7480,13665,11494,11099,11291,12105,7920,13923,8301,9827,8509,12962,6566,5973,5691,9911,8887,9555,12797,12509,12053,12631,9055,7546,7666,6729,12139,6084,6930,9482,6408,6021,10784,8540,11940,8377,14346,13861,14699,10506,10480,13285,12797,13411,11369,6826,5979,8513,11370,11514,14399,6017,11668,12672,8720,12948,12554,5404,9934,8240,13163,11208,11950,14547,7152,10504,10681,11525,14692,14394,11631,13849,6854,13205,10534,13903,14408,11476,10346,9806,10939,12397,12034,7663,10191,9513,12553,9273,9986,8130,14932,13628
"3",9581,11154,11273,12787,13434,7117,5962,14320,12856,5339,8513,14520,9874,14387,11254,6266,11436,8745,9332,9010,6114,7535,14231,14875,9784,8819,7379,11832,13425,12797,9688,6858,10086,13437,10286,7858,5510,13004,8695,8443,11488,13250,13727,6281,12363,10187,11892,14148,6625,13150,14036,13157,13390,9020,5554,14215,12346,6979,7185,13379,10193,5641,8363,12601,11993,9299,5702,11655,6128,5229,7530,7361,9662,5854,10988,7983,14908,12281,5137,9486,12219,14308,5288,14459,14348,5082,8165,14142,13503,12379,7171,9728,5900,5620,12687,9927,6790,10271,5472,7275
"4",9205,9801,14686,14584,6312,12248,6487,8249,11124,12291,12050,6841,12989,13446,8962,5039,6851,14058,14312,8329,8155,7281,12248,11656,14170,6812,10158,7410,8110,11758,8247,11979,11611,6347,7692,8987,6641,6784,8419,14120,5411,5821,13415,9364,10748,13751,12287,5239,10813,11391,13990,9282,6011,7365,5615,6324,8916,11854,9544,11255,6675,8723,7216,9384,9740,14887,6302,7681,10894,10827,12936,8018,9359,14149,12243,10119,8472,6136,5568,8003,5070,9405,12440,14318,11683,14716,11436,8984,7906,8014,11764,14616,7051,12195,7609,11626,10763,11810,11116,11421
"5",7656,5797,13446,7153,14297,6874,5438,14155,9873,13029,6058,13063,11462,7411,9530,13420,9220,7612,6872,9248,12981,14501,5295,6969,10233,9696,6443,10783,7470,5971,5916,14642,8903,7065,10963,11211,13432,9384,7081,7184,14007,8134,9450,9339,11938,11276,6280,5947,5303,10936,14820,7203,12331,12489,10734,9623,6089,14716,8934,9368,8105,7238,12330,13403,12936,12257,8019,13532,9230,7929,13357,8965,5456,12922,10730,7118,12596,12418,12573,14931,11021,6985,8697,5660,7210,7031,9618,7238,9375,9382,6385,10931,14279,9842,14100,8412,10391,12358,13322,8681
"6",10231,5636,13078,12181,5585,8207,9834,10319,6306,13056,11485,14025,12096,14267,7557,9234,8168,11318,7203,14416,11841,5925,14915,8281,14301,10002,12321,9592,13664,6371,8800,11678,9230,11271,10207,13847,10277,10301,10737,13987,6355,5619,9376,8300,9116,9136,14765,9009,6473,12030,13450,12719,9036,5580,10658,5008,8503,5183,11991,11820,5248,6279,8301,5581,11748,5986,8874,10895,12895,5027,8105,12738,14021,6217,11039,7665,13955,14881,9066,12325,10027,9742,9540,14181,8281,13385,7800,11297,7479,10008,12874,7723,11744,14450,7005,14016,5260,8790,7258,11614
"7",10946,13913,6214,12766,7666,8967,8446,14735,5218,9302,6388,7313,11321,6800,6398,8279,14520,13975,10498,8223,12160,13418,13522,11824,7015,13461,14532,7748,12301,13343,7875,10636,8683,8873,10730,6262,7434,10697,11293,14777,7801,10597,10952,5430,14620,13315,5184,7551,11809,14992,6680,6142,10508,7214,12692,10768,10337,5671,6842,8072,10175,9127,10287,14836,14311,8704,7008,7619,6836,7866,5553,10885,9478,13828,14518,7036,13362,6781,11431,8795,8484,8388,7248,6106,8411,5579,9718,9819,5155,5756,9081,13267,12918,5377,14817,9811,13092,5133,13745,5015
"8",8949,14240,14584,8347,10770,10987,11514,10198,5408,5044,8221,12595,6189,14843,7514,8945,6745,7628,7954,8717,5343,5794,13697,14818,5128,11645,6351,14386,10481,7971,13469,11282,12573,14242,9856,8337,7542,14478,8412,12570,10867,14847,7064,11659,9946,5483,14361,7348,10110,9542,9632,12172,10399,14665,14396,14796,8404,13918,10863,8165,13975,5157,9059,7449,9107,13150,14308,12197,13470,13229,7639,7527,5090,9164,9541,7721,7847,5547,12795,11776,14412,7849,10948,5948,10471,13674,14677,14156,13023,11474,10279,10274,9282,10846,13029,14778,14607,12164,6979,13245
"9",11085,9483,6165,10616,9702,8031,6300,9465,14064,12111,5786,12807,6098,7896,6466,5426,6623,8956,5632,9030,13883,10960,6053,11657,5991,12110,12979,9647,7503,8511,8197,6666,11528,13311,12853,9269,10750,6713,7641,10113,7232,13208,8834,9319,7749,12522,12071,8868,10188,14436,13128,13641,14653,14397,6916,14920,6136,8646,5794,12665,14006,13306,8229,10391,11712,13066,14385,6617,8536,10032,5201,14386,10262,12617,7428,8960,7847,9243,13664,13930,9408,8895,9375,5029,13011,7707,12482,9564,6574,7082,8804,11175,13839,14380,9217,14441,6574,9194,12242,6029
"10",5547,6977,9418,11932,9832,14164,11623,11001,11113,7300,7003,12063,13095,5575,9753,6841,6808,10685,9393,5637,8223,9261,12065,12858,14262,7147,11937,13755,10182,13836,7451,12820,13047,6958,6888,8445,14086,14071,9744,8545,8390,11780,7417,14414,14326,5180,14772,7649,7309,8472,11579,14526,13194,5167,7427,12725,11361,8603,14180,11706,7272,9328,11937,12043,13455,7438,11905,7924,9919,14657,14922,14517,8712,13120,8337,11286,13616,13491,11693,13816,10256,12120,11749,12937,12213,5169,11571,8016,8131,8514,11796,8591,8038,8404,7980,14712,12587,6059,14694,9249
