"1",42
"2",35
"3",11
"4",45
"5",8
"6",16
"7",30
"8",11
"9",17
"10",27
"11",17
"12",6
"13",37
"14",22
"15",50
"16",42
"17",21
"18",5
"19",27
"20",1
"21",14
"22",16
"23",29
"24",49
"25",30
"26",47
"27",16
"28",49
"29",23
"30",32
"31",31
"32",6
"33",51
"34",20
"35",13
"36",40
"37",1
"38",25
"39",14
"40",44
"41",16
"42",24
"43",28
"44",4
"45",7
"46",34
"47",16
"48",7
"49",8
"50",52
"51",7
"52",41
"53",41
"54",28
"55",43
"56",18
"57",20
"58",27
"59",29
"60",18
"61",33
"62",6
"63",12
"64",39
"65",30
"66",12
"67",47
"68",40
"69",37
"70",40
"71",17
"72",26
"73",37
"74",16
"75",8
"76",36
"77",30
"78",26
"79",37
"80",6
"81",3
"82",50
"83",45
"84",20
"85",13
"86",34
"87",10
"88",51
"89",37
"90",18
"91",4
"92",37
"93",30
"94",20
"95",26
"96",12
"97",30
"98",8
"99",14
"100",15
