"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",14306,25221,13169,21095,7160,11522,12470,19900,9806,17939,8683,14054,23317,15776,14333,19546,19678,15261,9825,8466,8385,23246,22636,13878,10621,20422,14616,14576,19661,7588,13460,24381,21847,7459,10193,7991,9253,10660,10206,16242,19953,8776,12157,8405,15984,15986,13038,10994,8338,24558,14558,20523,8539,15226,15984,19421,23715,15097,8053,11899,21161,11472,13924,9552,14683,20333,12110,17188,9916,24605,20123,17334,12666,18977,18604,18745,15097,22850,9912,14038,15910,11787,14808,10398,17640,15857,23097,6570,16140,9883,22339,18638,13329,6654,17117,14900,23871,8053,10017,9941
"2",17013,12419,9341,8668,18148,24458,7533,19572,12033,11302,19948,22196,24823,15338,24304,8694,12462,22535,10733,15018,10491,17896,13865,11323,18777,7942,18404,18652,19670,9396,9363,13214,20422,19542,21038,7744,23632,21269,16694,6836,15721,13470,19980,13252,17811,10663,12529,12717,16471,24735,24581,22541,16228,23674,14251,8559,25029,18036,12165,20267,14852,22391,8568,10132,13712,8211,10075,25445,8827,23938,23926,21670,17566,25425,13969,20559,19442,22091,15600,15888,7817,12901,17055,23378,24194,16302,19303,10057,13091,18907,24649,7109,16314,21966,18923,17099,20620,7754,24665,8623
"3",25593,23049,8428,13561,6409,19716,20420,18164,24826,6423,18843,17917,13232,21734,12316,16617,7929,20437,10281,11554,14282,22984,12298,7740,9023,20442,21251,22979,23288,9505,20675,10612,9041,14124,24409,11218,16485,24538,11228,21785,7639,12779,9094,21142,11048,22676,18510,12399,6547,19632,17368,19992,8015,22702,21883,25400,11022,21882,15872,14852,24929,14712,8065,20546,21914,19421,25072,25432,20889,20103,8188,24969,22053,8647,19781,21899,8949,23805,15910,19326,9157,20815,18390,16090,23827,25328,19755,14931,10039,23855,22870,12880,11732,8883,23811,10386,19798,20822,18672,18954
"4",8712,14527,18441,6792,19943,23564,23506,22668,20483,7927,10478,17799,22628,16158,15472,21508,19163,25558,19524,24260,14327,16552,10957,10985,12289,15828,7627,12707,17763,21630,8386,8356,12352,7230,19280,14125,19983,22693,24579,9764,7453,14148,21386,20354,18724,7503,9596,15083,12015,20386,24502,15773,21646,13971,8326,12988,24937,19382,16384,8110,14444,23709,22788,7832,12665,17162,17198,13682,18290,21667,18323,9587,19060,7848,8806,23142,18621,13777,23759,23067,8198,7342,13090,17065,15407,20205,13148,20131,15102,22358,10017,7775,11817,20243,10003,11375,11136,11138,9643,16821
"5",19572,20476,17471,24309,25580,10933,6425,24815,6436,16667,16210,10695,12308,20652,12320,15814,17651,7954,11335,19681,15043,23530,23535,16957,8008,11578,21480,11002,13569,18540,22540,10182,16472,7468,14207,15824,16955,13947,23222,12549,17834,12159,19476,7491,16003,12382,13958,15319,19381,13029,20901,18042,23444,23440,15971,16390,16771,24927,10078,19422,9233,12946,21690,18944,9938,24313,18621,14774,15568,14804,12214,16431,16807,17235,7895,22422,11786,15923,12909,13139,23829,16665,22859,7329,18852,14733,8158,8605,15861,11809,22391,14119,19374,17999,20169,12904,21613,13634,21232,15857
"6",20696,24842,23334,18151,9811,11283,10696,21752,17048,19584,20498,13166,8682,8475,10717,15399,11338,14342,10279,24783,9007,18135,12489,23250,24035,17650,24525,17394,21447,16969,13785,17794,21004,16716,7612,16726,15727,6716,15215,23575,9087,13789,10979,9765,18512,23586,17931,22261,15067,13824,16683,16685,24510,15990,23128,14716,14867,17523,20071,16904,10877,15968,17175,18711,18073,19381,24382,21868,8766,12533,22803,19831,23689,15233,16856,20147,23876,13088,17952,18327,17579,25329,12237,13342,11177,14044,13648,23998,15670,20574,23770,15626,17603,8921,6897,18857,21239,9629,25366,21444
"7",11295,18145,14981,25209,17543,21773,6800,8431,7168,24830,8454,6803,12471,16538,7968,22625,15472,21726,14342,12068,10179,17413,11580,12719,21831,20403,25481,10216,20966,13242,23260,13493,8313,18740,17141,16390,7435,8388,21405,22012,13627,9751,18201,7382,20088,9753,15624,20977,10344,21627,16792,17649,17952,8128,18569,17527,21106,17337,13926,12592,6937,14365,7381,18318,6961,15890,9936,22805,15960,8262,11890,17059,6950,18083,13913,10054,14024,25094,8191,9122,17585,11864,11736,17120,13300,20164,19135,9879,14760,12632,11161,22115,12883,20171,24699,10382,15136,11823,21168,14719
"8",19729,7903,21082,17927,16576,12062,8669,22200,18462,15329,7178,15408,17662,22635,25178,17427,19166,16185,9311,6474,7215,12324,25542,12828,15250,22263,14125,9277,14591,19299,20772,25518,18525,9250,15501,20749,23227,12741,9516,9067,12531,24135,15548,8771,8767,14269,13056,25029,13062,23143,22619,18039,8103,14867,24677,12964,25377,13955,18052,13949,19832,17304,9947,16047,16420,24168,8815,17314,17976,13917,17197,20572,18984,13264,10438,24965,13341,18345,10798,22312,17580,16859,21197,8191,17059,15698,6890,17118,24605,13310,20845,13983,7110,24675,9630,15864,18379,15126,21235,9778
"9",19578,17915,19944,17926,8955,16580,20957,8445,21070,14074,17994,10251,13543,17940,13591,10708,14053,9423,8456,20440,25553,9440,12816,16593,10735,7317,9460,6741,16476,14214,11959,16739,25502,13466,22917,22319,10621,16279,12501,15497,14616,18515,16244,15277,13811,23215,7284,7504,18182,14618,12007,18258,12766,23454,23125,23677,20901,10365,12146,8326,10059,7889,15616,14453,24119,22430,11686,13023,10304,20339,25372,10844,12554,8834,16437,20118,7123,12681,22088,8164,10428,21950,11416,17207,19312,14881,9902,18923,8151,14011,13303,19790,16873,22895,7752,20621,10759,19129,24922,13206
"10",20706,9792,10913,13187,14519,20493,8974,24445,21509,20723,25579,12052,14284,25568,13541,14103,14991,10940,6502,13207,10735,17903,9843,24789,12479,24094,12066,10539,21374,15711,22507,13755,13677,21369,21386,19652,9034,20391,22974,10159,13486,20675,20743,22458,25244,14626,21361,15757,25475,21358,15321,21799,20289,20066,18561,9220,7427,16402,7874,24573,6999,8118,25002,20309,16755,22031,12951,16430,18297,8103,21101,20115,6947,8127,18655,8077,13349,11393,18351,23601,22829,9174,7815,13115,22856,25115,12692,20187,18923,11742,14878,16138,6649,13304,23088,7759,14373,21614,14903,17836
