"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",12,33,16,25,5,30,6,34,14,19,17,18,13,26,16,32,23,26,17,26,16,34,13,5,28,29,6,5,30,34,26,29,15,10,14,35,17,22,7,5,14,20,30,33,29,17,25,8,27,20,8,5,19,25,10,34,32,12,8,21
"2",10,34,23,7,30,11,10,12,27,23,13,30,32,26,12,20,14,9,35,23,29,25,15,31,9,16,14,28,33,6,26,21,34,19,8,19,19,5,26,12,30,29,32,10,5,34,26,7,15,6,26,30,34,12,28,15,26,8,7,29
"3",23,28,21,35,27,19,19,24,25,12,14,28,16,14,9,19,29,10,18,32,15,14,23,26,9,8,35,27,8,24,28,10,8,8,28,12,34,21,30,32,27,28,21,5,34,32,22,34,33,33,29,22,26,6,31,12,23,17,14,26
"4",25,29,31,8,7,20,11,16,16,15,14,12,20,15,35,23,13,7,34,5,33,23,33,17,25,24,30,30,35,21,25,11,26,26,11,27,27,17,20,28,34,30,19,18,22,30,10,15,35,33,28,9,19,28,9,7,7,9,5,19
"5",19,30,22,19,26,27,30,27,19,16,28,32,14,10,34,18,13,16,5,30,7,9,21,17,5,28,33,11,6,15,25,23,13,22,13,29,33,30,33,14,33,10,35,34,22,18,18,7,30,26,5,12,27,9,32,9,11,13,33,35
"6",18,19,11,28,33,19,12,27,32,5,35,23,24,22,32,29,22,5,31,5,30,29,8,33,28,32,34,27,21,15,25,5,20,17,33,19,22,10,5,24,6,19,15,35,12,8,12,6,10,5,20,26,14,9,20,14,23,9,6,19
"7",23,31,9,16,12,15,29,33,22,28,12,21,16,29,8,31,30,28,19,35,26,22,13,7,30,22,14,34,27,27,23,21,26,20,8,12,27,34,7,8,24,18,20,16,33,31,11,8,16,29,28,22,23,34,21,18,5,23,13,32
"8",23,16,34,20,8,16,31,19,25,11,5,26,21,34,29,33,12,16,33,17,35,8,27,7,23,19,18,21,22,31,31,21,7,21,26,18,26,7,33,9,15,16,28,16,6,9,24,35,21,12,13,19,22,20,34,11,18,16,7,33
"9",35,35,31,30,24,14,10,25,16,10,7,20,25,22,24,16,26,14,26,5,18,32,31,31,35,11,15,10,27,15,11,22,7,19,12,14,8,11,25,6,6,9,20,20,31,26,22,23,20,10,20,33,31,34,12,26,23,18,23,21
"10",15,35,13,31,11,6,16,11,18,18,5,31,23,26,29,28,13,11,29,21,30,24,10,29,24,34,11,7,34,33,5,30,19,35,12,17,25,26,22,17,5,12,5,11,25,28,26,23,35,32,14,32,5,13,8,16,14,18,8,21
"11",21,17,9,14,31,34,18,27,6,23,9,5,18,32,24,21,13,17,26,20,23,19,18,18,8,21,25,9,30,16,33,23,35,19,9,13,27,5,17,21,17,34,22,26,9,10,13,16,11,27,7,29,35,7,28,7,6,31,27,28
"12",16,17,16,23,8,23,7,28,32,30,6,18,31,20,11,15,23,25,26,25,29,34,12,18,32,33,34,33,8,24,12,25,26,19,24,26,17,20,33,26,34,25,22,17,28,10,31,19,31,27,31,7,26,10,8,25,12,13,10,31
"13",5,10,13,22,5,20,18,13,17,26,20,26,15,15,26,33,19,32,16,23,30,25,18,6,26,7,11,8,16,26,5,20,34,18,13,29,6,30,7,32,28,18,18,13,8,16,29,13,30,11,17,24,31,23,5,14,6,11,20,18
