"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",10000,1353,766,971,639,940,1018,1710,10000,10000,1098,10000,1523,10000,10000,1009,668,10000,10000,10000,10000,1226,1323,10000,857,630,699,10000,957,1403,1043,10000,757,10000,638,10000,10000,10000,10000,1438,915,10000,10000,10000,601,10000,10000,10000,1293,1338,10000,793,1792,1511,813,711,1317,838,1046,10000
"2",1222,10000,10000,1757,1760,10000,860,10000,10000,1529,1564,1376,10000,1336,10000,10000,1101,10000,1148,10000,605,10000,656,960,10000,1016,1253,10000,845,1783,10000,10000,726,1638,1165,10000,1342,818,10000,695,10000,1349,663,10000,10000,10000,10000,10000,661,1520,10000,10000,1446,1678,1004,10000,10000,670,1410,1428
"3",10000,10000,10000,861,10000,10000,822,1717,10000,1465,1287,1041,10000,10000,10000,10000,10000,1113,913,1681,760,795,10000,1163,630,10000,1188,10000,10000,1031,10000,969,1321,10000,868,1797,1349,10000,859,10000,10000,10000,10000,10000,10000,1268,10000,1584,969,10000,10000,1476,851,10000,10000,1203,10000,891,962,10000
"4",10000,1797,615,793,10000,10000,1049,1309,10000,801,711,1622,10000,10000,1364,1556,10000,621,10000,1028,10000,10000,10000,629,10000,1749,1554,10000,10000,10000,905,10000,719,1562,10000,1172,10000,10000,702,10000,10000,1733,10000,10000,10000,1226,10000,10000,1120,10000,10000,817,815,1158,10000,1130,10000,686,1199,1042
"5",10000,10000,10000,10000,1044,10000,890,10000,1081,696,1375,1705,1524,1544,1532,1305,10000,705,958,1428,10000,812,10000,10000,10000,10000,10000,10000,10000,10000,1430,1705,938,10000,1455,1537,10000,10000,1652,1072,10000,10000,979,1218,1736,10000,10000,1563,804,10000,821,10000,10000,841,10000,611,635,10000,10000,10000
"6",10000,962,778,10000,10000,990,10000,724,10000,10000,1419,1673,10000,1071,849,10000,10000,1176,658,976,1402,1640,1757,840,1406,10000,10000,10000,1709,10000,1019,831,10000,1579,1266,10000,10000,10000,10000,10000,10000,1293,10000,1551,801,1112,1759,10000,10000,1385,1514,1451,1319,1638,1192,1762,10000,10000,1657,10000
"7",10000,10000,1389,958,10000,825,1435,1558,10000,10000,762,1413,10000,10000,1115,1289,861,10000,743,1780,10000,786,10000,1049,866,10000,1059,1609,1637,10000,10000,1729,10000,10000,10000,10000,10000,10000,10000,1418,1158,1497,1631,1107,851,10000,10000,10000,10000,1594,10000,10000,1649,1674,710,868,1071,1419,10000,1418
"8",1491,1146,1154,10000,10000,1444,1577,993,10000,10000,948,10000,1193,1783,10000,1092,1651,862,1005,10000,1108,924,10000,1504,10000,1577,10000,10000,1180,1396,10000,10000,10000,1797,10000,10000,1233,10000,1348,10000,781,667,924,1348,1551,877,1624,987,898,1347,1762,1124,10000,10000,10000,745,1113,753,1101,10000
"9",10000,10000,10000,1798,10000,10000,795,10000,10000,10000,804,1678,10000,1049,1084,1611,10000,1403,1567,1110,689,1367,10000,1632,10000,10000,10000,10000,10000,1710,662,1077,10000,10000,10000,10000,937,10000,1191,10000,10000,10000,1612,937,10000,10000,10000,10000,10000,1682,10000,10000,10000,10000,10000,1776,10000,1083,10000,10000
"10",1525,1365,1232,1053,1302,10000,1113,10000,10000,1240,10000,932,1412,812,1359,641,691,10000,10000,10000,10000,10000,10000,948,724,10000,1313,1570,10000,1601,10000,1270,923,902,1376,10000,10000,1581,10000,10000,646,1687,1485,10000,1012,658,10000,10000,1001,773,10000,638,10000,10000,1528,10000,10000,10000,10000,817
"11",10000,10000,745,10000,1343,10000,946,10000,10000,10000,1241,10000,10000,10000,10000,1129,10000,10000,1130,1147,10000,678,1403,10000,895,10000,1003,889,1074,764,10000,1759,903,10000,10000,10000,10000,10000,1449,10000,10000,1791,10000,10000,1770,826,1188,1480,610,10000,10000,1599,770,1238,10000,10000,10000,10000,1619,10000
"12",945,10000,10000,1172,622,1406,1560,1691,1543,1508,1309,10000,1627,846,1456,10000,10000,10000,1385,10000,720,10000,1143,10000,10000,1700,1109,10000,974,10000,1253,10000,10000,10000,10000,1543,10000,10000,734,1073,1255,675,1599,1401,10000,10000,1407,1227,10000,1551,1139,1018,713,659,910,1711,1223,10000,10000,10000
"13",1144,10000,695,10000,10000,10000,10000,10000,10000,1011,10000,1095,846,1457,10000,733,1118,979,809,909,776,1557,1096,1120,10000,10000,908,10000,10000,10000,1003,10000,1222,897,10000,928,1194,619,10000,1553,1653,1475,10000,873,10000,10000,10000,10000,1012,764,10000,1376,10000,1055,10000,10000,10000,10000,10000,10000
"14",1476,1315,10000,10000,10000,1264,10000,10000,10000,10000,1505,10000,1649,10000,10000,1599,10000,10000,1753,904,10000,1271,1535,1465,10000,10000,10000,1395,1196,1091,10000,1330,1357,1585,10000,10000,1743,1522,10000,10000,906,1489,1741,10000,10000,10000,1571,10000,803,10000,696,10000,1112,10000,10000,10000,10000,10000,10000,10000
"15",1358,1197,10000,10000,10000,10000,10000,1617,10000,1214,10000,10000,10000,1131,1180,10000,10000,10000,850,10000,10000,10000,10000,1072,796,10000,10000,752,10000,10000,10000,10000,1494,10000,1218,10000,697,10000,10000,1310,1418,748,10000,1526,10000,639,860,1682,602,687,701,10000,10000,10000,1337,10000,10000,1137,10000,958
"16",10000,10000,634,10000,1022,1132,1291,10000,902,1316,658,999,10000,10000,10000,821,10000,10000,768,1169,916,1352,10000,10000,10000,1558,1139,10000,10000,913,10000,10000,10000,863,10000,10000,10000,10000,724,10000,10000,1210,10000,1122,10000,1523,1710,10000,936,775,1232,10000,10000,856,1763,767,1151,10000,1428,10000
