"1",1
"2",2429
"3",238
"4",1917
"5",218
"6",22
"7",333
"8",534
"9",33
"10",476
"11",96
"12",19
"13",1016
"14",404
"15",1113
"16",482
"17",749
"18",403
"19",301
"20",71
"21",204
"22",866
"23",421
"24",662
"25",663
"26",12
"27",26
"28",2049
"29",252
"30",2
"31",515
"32",6
"33",588
"34",164
"35",14
"36",1907
"37",696
"38",7
"39",228
"40",35
"41",109
"42",1198
"43",578
"44",9
"45",582
"46",803
"47",109
"48",355
"49",1238
"50",14
"51",236
"52",826
"53",1229
"54",82
"55",19
"56",2534
"57",17
"58",116
"59",36
"60",478
"61",30
"62",450
"63",377
"64",78
"65",647
"66",463
"67",25
"68",3107
"69",33
"70",1006
"71",402
"72",832
"73",127
"74",919
"75",242
"76",424
"77",19
"78",714
"79",6
"80",200
"81",201
"82",5
"83",8
"84",337
"85",20
"86",1013
"87",616
"88",57
"89",109
"90",364
"91",62
"92",785
"93",172
"94",550
"95",673
"96",932
"97",1205
"98",676
"99",1166
"100",208
