"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",19572,23569,20228,10911,24462,14311,7165,15346,24446,23041,20415,8973,21074,9814,9364,12469,22179,14275,18404,17653,14589,10743,13467,6838,17672,18760,20964,23626,8038,20784,8352,12722,15059,16953,22952,22288,25503,11018,20372,16684,11703,8414,19233,19005,18483,24860,12769,16751,10371,20301,11851,23690,8326,9228,14495,18060,18035,10857,9622,20928,14044,15673,7814,20320,22079,19869,22808,13681,20098,14401,23359,15184,18321,23352,18015,23070,12916,15166,7373,17081,24880,20140,7791,20822,21945,7800,17210,21225,8630,20187,14784,20614,19789,11085,16347,17253,9102,14759,7083,9845
"2",20479,23825,22224,13587,18149,12062,8663,11356,17484,8669,11529,16649,15777,8975,8482,23524,11334,24275,23535,15843,17460,15000,14313,21481,16170,9022,17787,6709,24756,21437,21376,19506,18531,24021,12079,8002,21391,21462,20021,12446,24009,18229,15710,19635,17741,8048,21879,15770,24585,22701,9225,9979,13739,14714,22033,10022,15224,24607,8861,12135,10080,23131,11930,13030,8800,21914,10841,10300,18611,6930,15177,10332,13401,23166,6684,9153,13341,10064,24176,10449,20226,10436,22347,15168,13141,7347,9872,19428,13982,12638,9655,8903,10031,17115,20618,16881,7312,16845,8888,17322
"3",14119,17916,7903,24800,22674,10695,10451,7553,10935,22191,19700,18834,19960,9814,7953,22177,15363,8996,15376,12465,8724,23291,19161,22171,7990,22164,16173,21483,9466,16997,17623,21372,9080,19655,10469,18520,8381,24714,9228,11604,11629,11035,19644,14227,6602,18482,24705,13293,7283,13508,20369,20056,25404,17814,20539,15544,18610,15927,20911,22591,9987,20886,20300,8803,21867,11685,24117,23469,20544,25431,16874,15187,11872,18321,7396,23738,13341,24639,17595,14017,20578,18683,21582,25336,9142,25117,17063,14757,18388,6877,10786,22722,23796,14370,10012,22889,14910,14761,23793,24483
"4",7913,17475,11340,6423,20492,13525,9808,9809,7706,16596,21752,12777,8199,8492,13296,21077,19736,10951,7947,13594,25152,13561,24788,15825,9097,19712,12477,12479,16278,22431,8354,25295,16708,15061,22744,13478,9480,7239,23260,16678,8040,17381,21343,16925,17358,21404,9294,7495,25409,8083,8396,14870,20060,20060,7874,10838,8567,10896,14019,24928,8344,21861,11900,13054,13022,8370,10321,13296,17537,9206,25355,22084,7360,24660,10405,18363,13328,11196,10815,11154,16362,13330,8909,25109,25138,7131,13320,25139,10758,23866,16115,13320,13633,15653,22896,22897,15879,8202,21985,24618
"5",19721,9400,19725,7900,21091,23041,23553,12030,22191,21536,17944,10923,10699,13596,21280,9375,9451,17875,8690,8458,14540,8660,10950,6841,20460,9723,14142,10633,7530,17422,8382,23267,15057,19641,16725,13901,18519,16482,25457,15737,23585,16951,19474,7463,13296,12538,8023,17761,23907,25408,25395,10368,16785,15218,14273,11113,20277,6611,7434,20945,11112,23710,8963,10086,11053,19398,25432,15205,8530,25419,23911,8868,17537,24629,7915,14767,18861,20220,14394,6897,22608,16144,25322,8919,13367,13091,8152,10741,25345,21161,11153,10633,17625,14006,23798,23873,7759,15662,14005,21545
"6",14395,21537,17457,18153,14122,16203,10253,23014,6796,14670,25190,18462,21755,14954,13211,9372,6439,6465,6725,17459,16545,23207,20679,9393,10664,16275,17846,19256,6510,21464,13485,16489,17850,8733,24704,20966,22278,14247,15296,25254,16697,15766,22225,15772,15757,17317,16682,6518,16964,14493,14866,13743,16761,14869,14838,12587,18275,23657,12106,7379,23935,18599,22040,23471,14804,17342,6550,6912,21148,13384,15181,13692,13006,23691,7860,9205,24896,13130,25307,12679,25099,10425,8618,11414,18333,20841,15689,12192,15101,13604,14457,6658,12180,23782,16877,23872,9860,9637,6625,11000
"7",17919,15430,19947,7693,24837,6439,20465,14512,21071,10253,8434,22647,15839,10267,6828,24051,23346,21060,15815,9282,25160,21039,15379,7743,9470,18237,20992,19648,25264,21438,22725,13244,7454,8030,20013,22747,25250,12983,21790,14251,21656,8037,12514,8774,12769,11260,15490,8114,25034,15610,10149,16422,19389,18934,13414,18988,12156,17318,9982,15905,11705,12149,8805,19862,10302,9943,13395,24174,24992,20331,16063,10097,22797,12552,14665,8072,17072,18653,24595,7818,22308,24978,17072,15916,24660,8247,20222,18355,9684,25119,13314,11858,20271,11861,10782,21992,19099,16342,21349,7535
"8",21755,14980,25214,17890,19598,22565,10269,16660,12844,7574,23026,8972,12848,15782,9371,12311,12441,21365,14545,14315,11325,13877,22150,14993,7999,9504,11048,18234,22946,17862,23238,23258,10545,20964,17869,20029,21453,23954,9711,24537,15755,7296,20000,11244,9306,11616,19233,14183,19403,22475,21886,22036,24614,20284,6604,13732,15223,19859,11690,24926,13694,24557,15199,17159,10857,18973,10819,12935,13359,22047,20336,17609,8828,14891,16099,18617,9173,23582,8927,20273,12209,11778,19315,11176,22327,12247,25103,15859,19361,11379,14734,23764,7001,23865,17623,24231,18894,8876,12183,12807
"9",16189,14982,6781,10904,14005,25528,24090,16227,17488,17032,10709,17047,21524,25195,15781,11158,21284,9424,12310,23307,14336,16155,13202,7215,8756,17001,10970,22271,11538,15486,15040,11576,23993,12335,21452,11233,22733,15509,10202,10164,16951,16246,6759,21417,15746,7984,19474,11036,10656,23222,7513,21793,11260,11644,9214,19431,11485,15577,7314,7030,17174,19851,6615,20312,13699,12117,14800,14658,25412,23473,11650,23926,7819,24603,10449,16876,10442,19320,13355,17051,6679,24207,14794,24699,23820,10429,15136,7329,22360,11743,13609,6865,7771,14374,20239,9109,19130,15662,22140,10189
"10",10240,17695,10239,21760,16650,24471,17487,20499,22190,7543,9428,6826,17443,19526,18403,16528,17012,15844,22525,16959,17896,23503,16557,17912,13763,16294,7582,8007,18534,15372,18234,7982,13240,11597,23244,7238,22513,22492,24339,12033,16606,11623,12390,14595,9301,9395,21420,17293,11707,24580,25409,6589,12814,9230,23161,17140,17515,14464,7445,20003,11720,9181,23678,12149,10490,23939,20748,15582,20501,22446,10332,24148,18656,13037,23943,6539,8302,14774,14015,6669,20291,24204,19318,11858,11862,11790,22111,19077,19358,19360,6886,11533,21592,8921,11753,19121,17107,17612,12873,7775
