"1",42
"2",14
"3",38
"4",29
"5",10
"6",30
"7",1
"8",32
"9",10
"10",29
"11",36
"12",17
"13",47
"14",36
"15",23
"16",44
"17",38
"18",29
"19",25
"20",21
"21",27
"22",4
"23",18
"24",5
"25",24
"26",20
"27",39
"28",37
"29",37
"30",46
"31",14
"32",28
"33",47
"34",12
"35",39
"36",36
"37",15
"38",16
"39",48
"40",26
"41",16
"42",40
"43",4
"44",1
"45",18
"46",25
"47",35
"48",9
"49",30
"50",42
"51",16
"52",12
"53",5
"54",11
"55",21
"56",12
"57",18
"58",31
"59",35
"60",30
