"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",511,658,330,714,682,483,383,626,513,514,581,633,672,671,775,361,549,494,440,657,387,364,307,643,705,719,249,341,414,704,723,742,392,587,733,642,800,292,454,250
"2",791,485,350,742,600,328,257,614,515,780,387,679,329,529,401,672,554,245,496,329,663,388,445,741,398,633,273,609,375,676,732,538,609,362,634,490,282,450,622,325
"3",507,588,259,304,408,791,453,239,775,525,433,333,626,415,784,760,719,265,691,396,263,625,356,672,307,736,327,777,742,464,722,370,448,521,454,726,679,767,264,692
"4",683,698,250,474,369,317,695,362,700,595,206,238,343,359,621,584,242,235,314,293,797,662,247,771,308,712,357,700,794,649,447,489,212,399,248,756,469,593,343,659
"5",361,773,777,357,669,669,651,239,552,362,649,721,357,209,410,726,729,557,295,400,607,680,445,529,282,593,572,279,479,510,447,765,651,471,581,308,267,595,730,608
"6",508,370,633,643,444,618,548,466,277,238,787,222,460,759,228,339,314,336,280,428,778,277,215,482,447,640,621,752,795,663,255,349,336,609,276,665,769,738,601,256
"7",571,351,629,206,609,553,662,425,715,330,336,456,404,388,295,568,500,660,205,796,506,512,667,298,283,615,640,466,326,645,777,766,265,498,558,353,596,297,470,439
"8",420,516,671,725,712,757,427,403,691,329,294,393,231,717,669,754,376,760,466,517,715,696,636,667,779,411,530,256,451,254,477,466,525,416,378,643,570,701,332,323
"9",368,513,443,318,401,625,772,357,663,631,747,649,445,651,316,781,255,291,612,671,719,684,540,337,341,308,204,463,506,473,279,778,702,460,342,391,473,495,523,475
"10",372,570,782,626,316,631,565,532,226,204,719,769,631,356,524,291,763,337,433,349,389,584,522,452,531,430,704,653,366,323,365,789,525,213,291,433,414,705,248,349
"11",439,346,246,571,504,467,534,655,616,492,538,733,236,397,688,264,510,609,550,789,511,707,691,754,753,526,651,614,425,676,331,698,371,523,555,315,285,411,653,615
"12",572,626,734,729,289,761,385,306,794,365,552,705,314,723,700,206,677,539,598,419,550,375,555,671,485,352,400,203,696,782,368,653,456,463,742,350,393,774,663,734
"13",326,794,260,268,324,390,717,584,303,355,550,258,564,517,613,313,373,233,787,655,253,706,609,451,428,454,446,377,593,680,774,593,235,400,280,765,660,325,471,700
"14",569,228,718,735,440,329,489,385,272,723,686,506,368,201,767,667,689,661,385,691,481,200,235,245,779,590,434,699,417,254,559,632,367,570,221,351,669,261,438,510
"15",463,443,461,645,247,795,241,510,336,355,374,449,215,490,320,690,460,491,369,337,718,532,643,286,723,744,433,779,714,765,662,715,697,258,243,402,526,435,757,533
"16",235,508,338,285,704,695,791,642,252,617,727,765,771,279,677,521,331,585,428,672,550,797,457,777,743,617,612,531,502,360,470,435,773,703,597,453,367,214,763,679
"17",259,721,512,599,585,760,539,767,303,393,310,680,357,232,298,588,725,290,769,228,271,344,751,296,238,732,745,223,540,567,557,609,315,738,324,506,373,546,429,575
"18",624,313,314,526,485,742,613,705,213,349,626,399,445,760,572,310,281,228,433,629,302,290,735,249,639,757,587,769,519,610,497,445,718,354,759,724,314,418,322,601
"19",337,504,517,422,608,777,662,422,794,467,388,208,793,635,348,476,552,397,343,434,721,720,560,705,344,682,639,578,283,670,697,698,466,620,597,780,285,476,552,377
"20",224,505,246,774,319,450,201,712,648,684,288,223,591,698,727,521,530,732,231,467,746,502,273,307,614,430,271,692,637,566,615,301,354,440,638,442,653,697,479,444
"21",390,658,284,563,489,310,457,376,522,691,548,448,482,715,597,660,241,736,226,246,676,551,600,722,320,552,243,553,531,246,456,502,433,742,382,268,743,600,392,213
"22",235,304,624,481,507,652,762,619,651,667,686,616,476,247,237,427,505,675,252,629,639,682,248,240,328,625,690,517,600,468,236,697,230,669,515,488,289,250,417,366
"23",502,735,207,529,627,383,435,698,445,770,502,363,375,299,262,643,245,441,275,593,761,357,589,409,223,665,388,609,672,650,728,460,298,432,458,476,401,483,541,503
"24",612,409,600,344,513,390,285,354,422,789,719,625,301,704,799,794,237,212,258,631,584,296,387,349,590,553,240,227,476,413,508,704,630,777,628,758,566,473,656,511
"25",517,623,733,390,299,458,482,640,677,303,248,247,670,665,781,457,768,298,240,739,242,607,240,708,772,239,752,232,508,350,490,512,542,253,628,797,516,369,747,602
"26",791,279,277,313,574,512,558,385,581,226,419,472,749,639,537,354,750,345,698,332,514,762,685,787,297,771,563,261,631,607,280,564,787,527,429,728,402,450,460,423
"27",424,737,532,224,274,366,660,747,324,345,563,755,674,648,290,314,457,709,491,760,206,772,696,761,259,727,291,383,799,458,271,378,419,579,445,437,270,301,425,676
"28",523,295,318,528,361,457,759,564,306,266,215,601,210,717,323,628,732,687,767,534,470,230,377,694,448,204,473,572,615,296,227,797,280,409,619,442,355,325,786,378
"29",350,373,249,426,294,351,762,580,715,710,774,278,465,682,203,417,463,475,725,652,763,286,753,681,713,427,454,280,718,439,555,521,221,366,327,497,311,492,245,518
"30",305,629,573,422,489,330,671,484,721,634,559,290,653,459,239,564,581,585,749,671,515,670,204,302,251,310,292,723,629,443,618,724,501,428,556,218,452,716,273,721
"31",659,708,331,603,453,460,507,483,463,359,738,402,210,599,479,638,762,738,435,657,588,732,385,653,287,276,598,365,776,662,464,417,336,223,532,757,218,475,639,226
"32",722,581,363,571,759,722,246,731,658,251,246,360,644,399,408,763,490,209,711,581,569,533,555,752,766,430,586,220,778,482,610,297,249,464,619,718,338,331,784,735
"33",690,292,548,454,225,568,352,404,469,390,755,204,314,378,784,620,634,303,315,768,473,720,636,690,670,550,205,317,276,255,628,320,738,659,786,580,790,301,721,789
"34",539,252,384,360,752,554,681,755,442,777,276,793,562,534,623,547,678,675,332,579,354,699,388,449,726,443,229,310,653,460,510,218,458,294,278,539,651,561,726,203
"35",449,561,536,474,361,785,745,330,496,202,545,528,787,714,360,630,650,665,367,380,787,730,471,685,318,285,336,218,524,466,437,792,647,298,696,762,617,271,266,562
"36",421,765,212,669,242,524,771,202,233,701,401,200,482,767,756,669,593,435,308,297,457,679,772,520,208,211,492,786,759,476,491,655,480,576,639,492,251,380,360,344
"37",448,419,263,687,486,565,246,516,573,221,312,692,737,689,317,481,726,390,344,788,707,478,615,426,427,665,208,654,771,557,224,260,532,419,314,545,229,746,541,373
"38",507,476,341,366,364,327,303,368,547,455,236,653,582,584,701,641,692,468,471,226,704,413,238,393,631,567,418,526,234,700,791,478,374,387,785,329,599,595,422,513
"39",752,518,543,514,416,210,790,695,543,464,369,330,410,219,228,416,384,597,577,404,306,443,700,531,538,211,341,299,557,747,374,475,690,535,266,411,706,286,274,307
"40",498,659,784,219,707,270,312,664,653,370,302,512,769,303,264,637,779,356,272,239,388,318,384,792,356,302,339,629,397,537,352,540,515,666,616,566,213,574,275,361
