"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",21,27,13,29,28,19,15,25,21,21,23,26,27,27,31,14,22,20,18,27,15,15,12,26,29,29,10,14,17,29,29,30,16,24,30,26,32,12,18,10
"2",32,19,14,30,24,13,10,25,21,32,15,27,13,21,16,27,22,10,20,13,27,15,18,30,16,26,11,25,15,27,30,22,25,14,26,20,11,18,25,13
"3",20,24,10,12,16,32,18,9,31,21,17,13,25,17,32,31,29,10,28,16,10,25,14,27,12,30,13,32,30,19,29,15,18,21,18,29,27,31,10,28
"4",28,28,10,19,15,13,28,14,28,24,8,9,14,14,25,24,9,9,12,12,32,27,10,31,12,29,14,28,32,26,18,20,8,16,10,31,19,24,14,27
"5",14,31,32,14,27,27,26,9,22,14,26,29,14,8,16,29,30,22,12,16,25,28,18,21,11,24,23,11,19,21,18,31,26,19,23,12,11,24,30,25
"6",20,15,26,26,18,25,22,19,11,9,32,9,18,31,9,13,12,13,11,17,32,11,8,19,18,26,25,31,32,27,10,14,13,25,11,27,31,30,24,10
"7",23,14,25,8,25,22,27,17,29,13,13,18,16,15,12,23,20,27,8,32,20,21,27,12,11,25,26,19,13,26,32,31,10,20,23,14,24,12,19,18
"8",17,21,27,29,29,31,17,16,28,13,12,16,9,29,27,31,15,31,19,21,29,28,26,27,32,16,21,10,18,10,19,19,21,17,15,26,23,28,13,13
"9",15,21,18,13,16,25,31,14,27,26,30,26,18,26,13,32,10,11,25,27,29,28,22,13,14,12,8,19,20,19,11,32,28,18,14,16,19,20,21,19
"10",15,23,32,25,13,26,23,21,9,8,29,31,26,14,21,11,31,13,17,14,16,24,21,18,21,17,29,26,15,13,15,32,21,8,11,17,17,29,10,14
"11",18,14,10,23,20,19,22,27,25,20,22,30,9,16,28,10,21,25,22,32,21,29,28,31,31,21,26,25,17,27,13,28,15,21,22,12,11,16,26,25
"12",23,25,30,30,11,31,15,12,32,15,22,29,12,29,28,8,27,22,24,17,22,15,22,27,19,14,16,8,28,32,15,26,18,19,30,14,16,31,27,30
"13",13,32,10,11,13,16,29,24,12,14,22,10,23,21,25,12,15,9,32,27,10,29,25,18,17,18,18,15,24,28,31,24,9,16,11,31,27,13,19,28
"14",23,9,29,30,18,13,20,15,11,29,28,20,15,8,31,27,28,27,15,28,19,8,9,10,32,24,17,28,17,10,23,26,15,23,9,14,27,10,18,21
"15",19,18,19,26,10,32,9,21,13,14,15,18,8,20,13,28,18,20,15,13,29,21,26,11,29,30,17,32,29,31,27,29,28,10,10,16,21,17,31,21
"16",9,20,13,11,29,28,32,26,10,25,29,31,31,11,27,21,13,24,17,27,22,32,18,32,30,25,25,21,20,14,19,17,31,28,24,18,15,8,31,27
"17",10,29,21,24,24,31,22,31,12,16,12,28,14,9,12,24,29,11,31,9,11,14,30,12,9,30,30,9,22,23,22,25,12,30,13,20,15,22,17,23
"18",25,12,12,21,19,30,25,29,8,14,25,16,18,31,23,12,11,9,17,25,12,11,30,10,26,31,24,31,21,25,20,18,29,14,31,29,12,17,13,24
"19",13,20,21,17,25,32,27,17,32,19,15,8,32,26,14,19,22,16,14,17,29,29,23,29,14,28,26,23,11,27,28,28,19,25,24,32,11,19,22,15
"20",9,20,10,31,13,18,8,29,26,28,11,9,24,28,29,21,21,30,9,19,30,20,11,12,25,17,11,28,26,23,25,12,14,18,26,18,26,28,19,18
"21",16,27,11,23,20,12,18,15,21,28,22,18,19,29,24,27,9,30,9,10,27,22,24,29,13,22,10,22,21,10,18,20,17,30,15,11,30,24,16,8
"22",9,12,25,19,20,26,31,25,26,27,28,25,19,10,9,17,20,27,10,25,26,28,10,9,13,25,28,21,24,19,9,28,9,27,21,20,11,10,17,15
"23",20,30,8,21,25,15,17,28,18,31,20,14,15,12,10,26,10,18,11,24,31,14,24,16,9,27,15,25,27,26,30,18,12,17,18,19,16,19,22,20
"24",25,16,24,14,21,16,11,14,17,32,29,25,12,29,32,32,9,8,10,26,24,12,15,14,24,22,9,9,19,17,20,29,25,32,25,31,23,19,27,21
