"1",46
"2",26
"3",23
"4",59
"5",31
"6",27
"7",28
"8",61
"9",11
"10",25
"11",18
"12",8
"13",43
"14",33
"15",17
"16",41
"17",42
"18",34
"19",19
"20",52
"21",16
"22",39
"23",15
"24",14
"25",59
"26",53
"27",59
"28",51
"29",59
"30",18
"31",29
"32",6
"33",45
"34",17
"35",23
"36",33
"37",56
"38",34
"39",2
"40",42
"41",11
"42",60
"43",45
"44",51
"45",17
"46",15
"47",60
"48",50
"49",45
"50",14
"51",62
"52",27
"53",41
"54",15
"55",32
"56",39
"57",8
"58",7
"59",43
"60",44
