"1",37
"2",12
"3",22
"4",17
"5",21
"6",29
"7",1
"8",3
"9",45
"10",45
"11",25
"12",3
"13",3
"14",26
"15",30
"16",19
"17",12
"18",37
"19",2
"20",47
"21",4
"22",24
"23",45
"24",13
"25",30
"26",16
"27",45
"28",28
"29",15
"30",8
"31",14
"32",20
"33",14
"34",14
"35",42
"36",13
"37",36
"38",32
"39",23
"40",29
"41",20
"42",33
"43",6
"44",29
"45",29
"46",22
"47",1
"48",17
"49",18
"50",23
"51",13
"52",30
"53",17
"54",40
"55",27
"56",24
"57",34
"58",5
"59",13
"60",26
"61",27
"62",10
"63",44
"64",25
"65",29
"66",13
"67",40
"68",31
"69",44
"70",4
"71",11
"72",27
"73",27
"74",37
"75",6
"76",28
"77",27
"78",22
"79",37
"80",26
"81",38
"82",33
"83",19
"84",13
"85",43
"86",28
"87",6
"88",42
"89",26
"90",37
"91",34
"92",39
"93",20
"94",39
"95",9
"96",22
"97",25
"98",15
"99",17
"100",34
"101",41
"102",26
"103",4
"104",21
"105",44
"106",2
"107",41
"108",27
"109",38
"110",42
"111",40
"112",15
"113",39
"114",39
"115",14
"116",3
"117",23
"118",35
"119",15
"120",31
"121",19
"122",34
"123",5
"124",18
"125",42
"126",36
"127",42
"128",23
"129",7
"130",46
"131",47
"132",27
"133",10
"134",8
"135",5
"136",5
"137",20
"138",38
"139",32
"140",25
"141",32
"142",16
"143",28
"144",48
"145",29
"146",34
"147",45
"148",46
"149",15
"150",46
"151",19
"152",31
"153",4
"154",11
"155",20
"156",3
"157",5
"158",1
"159",45
"160",2
"161",1
"162",20
"163",4
"164",1
"165",46
"166",20
"167",3
"168",44
"169",31
"170",37
"171",47
"172",2
"173",45
"174",21
"175",3
"176",30
"177",46
"178",19
"179",8
"180",48
"181",47
"182",7
"183",32
"184",35
"185",29
"186",36
"187",41
"188",16
"189",5
"190",3
"191",32
"192",3
"193",46
"194",10
"195",40
"196",21
"197",40
"198",41
"199",39
"200",45
"201",32
"202",13
"203",4
"204",12
"205",27
"206",28
"207",19
"208",27
"209",35
"210",15
"211",5
"212",36
"213",25
"214",4
"215",32
"216",31
"217",25
"218",19
"219",18
"220",34
"221",10
"222",4
"223",17
"224",36
"225",25
"226",36
"227",48
"228",30
"229",28
"230",40
"231",21
"232",38
"233",37
"234",42
"235",31
"236",38
"237",24
"238",31
"239",7
"240",48
"241",30
"242",23
"243",6
"244",29
"245",36
"246",46
"247",43
"248",41
"249",11
"250",18
