"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",22,14,19,27,26,20,32,18,29,12,22,24,10,10,18,18,26,24,13,17,21,13,10,30,12,31,19,16,26,27
"2",22,28,17,17,24,11,10,13,19,23,20,18,10,29,9,25,21,21,9,32,11,28,27,12,13,12,30,18,15,24
"3",17,21,29,27,28,24,30,24,28,11,15,17,22,8,11,15,17,12,13,23,10,11,9,32,9,23,19,27,8,9
"4",22,10,23,21,31,12,28,19,10,15,17,31,31,30,16,22,19,13,20,24,19,31,18,11,29,18,10,24,30,13
"5",11,13,26,13,29,13,9,26,10,26,19,15,30,28,9,9,14,26,16,9,14,30,28,15,19,18,16,17,15,28
"6",25,18,12,14,28,14,11,17,13,13,12,31,28,19,11,20,31,28,24,24,19,16,13,21,11,15,17,30,26,28
"7",23,15,30,11,28,11,14,9,30,19,9,25,31,22,18,13,13,26,24,26,13,19,31,26,31,31,20,31,27,23
"8",14,12,23,9,10,9,25,14,28,23,16,12,8,10,12,22,30,13,21,13,32,12,17,16,19,10,10,26,9,24
"9",21,8,10,11,32,30,10,15,25,20,31,22,11,10,24,16,28,31,17,23,20,15,15,30,19,31,20,28,19,27
"10",27,16,28,23,14,21,15,16,21,15,8,30,29,26,22,31,27,24,16,14,32,16,22,23,28,23,11,9,22,22
"11",27,15,17,21,25,31,17,29,17,24,10,30,26,29,16,20,21,28,29,24,17,19,25,31,17,12,30,27,16,28
"12",12,22,9,24,10,31,9,20,19,24,24,31,27,29,13,16,20,30,18,20,10,18,20,23,22,9,22,22,10,19
"13",17,8,25,13,24,11,9,19,20,30,30,10,19,19,14,17,13,30,10,26,27,21,30,15,8,29,20,31,26,16
"14",24,17,30,17,9,20,14,10,20,9,10,12,25,23,17,28,28,29,25,8,10,14,24,15,30,25,11,12,29,22
"15",29,11,9,27,28,13,19,11,17,14,16,17,25,18,26,14,32,30,12,29,10,13,23,19,15,30,29,14,29,25
"16",22,9,13,32,19,29,30,26,27,28,27,25,26,25,31,13,27,11,30,15,31,23,9,8,24,8,18,25,16,23
"17",9,8,29,22,27,10,26,9,17,16,14,11,15,23,23,18,18,13,11,20,31,17,13,27,11,20,12,12,28,28
"18",31,26,16,27,21,20,22,8,19,14,20,14,20,22,13,9,8,22,17,20,8,28,17,27,10,10,24,14,20,15
"19",32,25,26,32,13,23,15,29,13,9,31,15,24,28,24,17,8,27,11,32,8,14,23,13,24,20,20,29,15,17
"20",10,32,16,32,13,11,22,13,14,27,19,12,11,28,30,31,28,31,13,15,9,15,28,23,10,16,25,11,8,22
"21",10,30,25,18,30,11,15,17,19,24,10,9,20,15,13,29,25,18,10,14,19,21,29,12,22,28,20,21,24,12
"22",17,20,29,21,24,16,18,15,18,13,32,25,15,9,25,17,10,20,26,24,16,31,30,32,32,22,19,8,17,17
"23",22,15,24,25,15,29,23,28,22,19,17,11,16,9,32,31,8,29,17,31,23,21,23,28,15,9,20,30,18,30
"24",27,18,26,8,19,15,16,8,26,20,11,29,10,30,24,17,21,16,31,28,16,20,14,8,27,16,31,27,11,30
"25",27,13,10,20,30,9,27,24,29,26,26,20,20,21,24,27,9,31,19,24,21,24,19,27,30,31,12,21,16,23
"26",19,15,23,25,26,20,19,30,23,13,31,11,23,14,11,25,19,17,23,21,8,28,32,32,32,28,21,16,23,24
"27",18,25,10,10,31,23,22,20,29,29,16,10,23,30,30,29,8,17,8,25,23,16,12,8,21,25,14,9,23,22
"28",30,32,15,18,31,26,9,26,19,24,11,32,31,31,24,28,11,30,28,17,21,23,30,24,11,32,32,32,19,14
"29",30,12,24,10,21,31,11,9,8,16,21,16,16,9,24,14,26,22,25,15,25,26,9,30,29,16,12,24,13,15
"30",17,22,16,23,10,21,19,13,31,17,27,27,24,9,25,11,28,18,14,31,21,29,19,16,24,27,20,24,31,21
