"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",551,358,483,668,650,496,794,452,736,299,548,597,267,266,455,444,648,612,339,434,531,325,247,750,312,777,472,402,652,684
"2",548,702,436,442,610,294,266,321,469,581,499,451,264,713,229,632,524,527,232,787,273,704,686,318,326,314,748,463,381,602
"3",433,521,727,680,705,595,754,595,691,294,375,419,565,208,278,370,442,317,344,573,254,288,229,794,237,571,479,677,219,228
"4",545,261,572,519,764,298,700,480,246,380,440,763,767,751,417,558,491,326,493,593,476,776,457,292,714,447,251,606,742,332
"5",284,327,655,339,733,343,239,645,251,645,485,380,760,711,235,233,367,656,414,231,354,746,697,376,471,458,413,439,380,701
"6",633,448,296,361,697,347,284,441,332,339,304,775,704,472,278,508,768,692,614,600,478,396,331,530,294,374,442,757,652,692
"7",579,373,749,271,698,293,347,225,751,473,240,623,778,552,458,337,332,651,600,651,329,482,780,650,771,769,494,764,687,583
"8",361,304,588,238,252,236,618,348,697,575,415,310,213,267,301,547,741,321,525,330,791,313,427,395,483,255,263,639,228,609
"9",525,219,251,294,789,753,269,371,615,512,780,550,292,265,608,406,710,778,438,570,505,378,392,758,481,770,500,708,472,672
"10",679,398,705,570,356,540,383,409,522,375,217,744,731,647,551,775,664,593,410,349,789,410,565,583,708,566,292,233,554,564
"11",676,383,423,524,631,766,431,724,441,603,266,742,645,716,403,509,521,689,724,599,435,478,635,767,441,314,750,682,410,699
"12",315,559,224,613,260,764,226,507,468,592,593,766,670,725,342,408,515,761,460,496,270,443,508,578,546,231,542,553,265,468
"13",435,218,636,342,599,271,240,491,499,750,754,265,483,484,347,423,330,744,251,654,670,526,751,392,209,714,498,771,663,407
"14",597,422,746,440,233,515,351,249,493,237,256,302,638,583,428,702,709,730,627,211,261,361,612,378,749,617,288,296,732,554
"15",727,282,223,686,690,325,491,278,421,368,399,442,624,457,652,360,788,743,300,725,254,329,575,490,389,747,726,362,730,615
"16",552,242,333,793,473,735,761,660,683,701,676,627,648,616,784,332,678,273,741,372,780,566,232,210,600,220,463,626,398,581
"17",229,215,732,558,664,254,640,238,421,399,350,278,372,582,576,463,460,327,289,493,762,423,334,686,271,510,295,311,712,705
"18",786,642,399,670,535,513,546,219,472,365,512,354,499,542,322,230,204,563,438,501,214,701,429,686,267,250,593,363,514,382
"19",798,629,649,793,337,573,377,725,338,226,763,390,612,703,602,429,212,665,288,798,216,360,585,332,593,501,498,731,393,420
"20",261,798,400,799,339,294,543,321,367,671,468,309,275,695,761,764,709,766,343,390,233,387,695,587,259,397,634,281,200,558
"21",269,755,635,444,757,279,374,433,489,592,253,233,493,369,335,735,625,453,250,351,486,524,726,306,546,711,501,536,601,306
"22",426,498,732,525,596,413,462,380,464,338,790,630,389,245,618,437,264,497,648,598,409,767,746,794,789,554,471,207,440,426
"23",563,383,591,620,380,715,574,711,553,480,429,273,406,223,793,768,201,725,432,764,584,539,572,706,381,224,493,746,459,748
"24",672,460,660,213,481,384,413,217,662,493,285,736,254,750,612,439,522,411,762,712,405,501,363,211,679,414,784,683,280,745
"25",670,342,255,495,759,228,668,612,718,641,647,494,500,522,602,669,223,777,467,591,519,606,484,670,741,779,310,539,414,589
"26",467,375,580,628,658,502,487,754,582,342,779,275,581,362,278,619,475,435,578,524,217,699,793,796,794,704,534,400,589,591
"27",465,631,250,252,781,581,558,492,717,729,415,264,571,751,754,724,209,423,208,616,577,403,307,214,518,627,366,230,588,548
"28",741,798,372,453,766,639,233,662,467,591,274,789,782,769,610,694,289,755,690,425,534,569,760,614,284,797,789,797,483,349
"29",748,317,593,250,529,768,281,244,218,415,534,412,404,236,603,352,645,556,636,373,623,646,233,757,716,412,301,591,341,386
"30",422,553,406,578,267,529,486,327,778,424,672,664,602,236,624,275,711,444,363,762,534,735,467,397,597,686,499,596,776,521
