"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",828,716,1119,1005,759,987,986,771,844,1155,865,500,1180,1026,589,1030,1026,712,854,413,1008,695,668,1197,746,1151,548,417,966,979,1012,810,857,666,806,1140,935,965,911,756,877,533,790,1054,745,552,530,513,658,1088,705,1085,438,548,1124,966,713,823,1098,994
"2",898,920,1162,512,700,674,644,549,992,1048,722,637,453,651,927,619,819,401,1066,457,791,663,887,911,506,924,439,443,486,1141,983,722,765,613,1174,1004,581,867,798,1079,710,631,1054,877,804,726,655,584,593,1095,926,448,554,989,1055,953,403,815,423,552
"3",1098,1060,1104,437,863,596,1036,894,710,538,905,860,477,651,611,673,848,991,1099,712,787,585,640,981,597,443,885,702,1179,920,988,917,876,823,561,564,814,834,497,804,746,969,787,980,927,416,1003,617,497,1174,974,408,650,438,846,490,1172,677,430,515
"4",658,409,1100,965,968,1094,1145,801,985,519,495,512,878,804,622,762,587,1101,432,445,740,494,726,587,524,675,562,546,733,1122,771,678,757,1097,1041,430,446,853,401,946,527,517,437,1019,487,683,1086,423,589,1143,961,881,1146,567,632,563,871,591,663,1031
"5",1050,1030,1082,940,878,618,930,826,408,863,1108,741,620,516,846,1020,1178,671,599,1006,625,1200,567,502,548,755,1161,1022,408,622,1178,798,617,582,1088,868,1035,475,633,1061,936,430,473,741,575,1026,715,483,807,837,803,407,887,538,438,1157,1084,568,941,689
"6",467,468,951,988,818,622,1195,955,518,1086,1129,940,692,1085,466,715,963,406,633,487,930,710,685,747,583,414,760,989,739,557,908,456,845,1122,1161,1155,1106,648,1007,1037,1083,571,838,881,881,957,704,808,629,479,928,876,809,545,1153,943,1115,1050,621,809
"7",486,400,483,884,1189,895,749,587,1032,654,910,611,649,956,450,660,733,791,721,971,989,1125,974,427,410,588,912,669,523,792,451,863,789,477,737,1088,500,504,430,861,1124,1088,447,661,990,1070,1192,792,700,850,1044,876,1101,858,638,644,947,917,583,786
"8",663,1050,771,889,447,738,1125,819,973,1130,477,1109,706,1190,795,1126,562,811,576,871,471,924,848,1168,578,912,865,795,455,537,549,572,616,446,940,493,548,986,511,995,1143,660,1169,453,1008,549,921,906,745,648,822,813,945,821,864,591,969,1089,449,848
"9",457,708,708,562,464,585,1167,1051,764,1017,828,947,977,926,451,1169,970,439,1068,1070,961,577,757,1140,770,889,936,891,776,1032,659,1175,915,558,1157,698,1071,918,440,462,1193,630,1121,471,1152,671,926,573,1197,413,540,1138,763,974,942,1096,831,712,743,614
"10",702,442,874,751,1015,1051,680,924,1036,916,427,758,1105,518,1188,620,1053,668,1054,729,982,429,800,558,855,734,473,479,688,919,1174,944,728,403,633,1188,465,1016,1092,1101,928,698,422,875,654,1075,987,839,907,440,684,795,767,1132,717,404,1051,1172,838,1121
"11",911,620,700,1065,695,730,879,1058,641,693,413,987,1008,1187,983,526,1134,1016,1115,694,712,780,464,735,600,557,453,981,1145,654,1167,1108,540,968,689,1200,441,710,493,769,1126,574,1031,824,1161,751,722,919,1034,572,473,1133,512,1142,874,663,707,721,982,536
"12",403,568,870,471,1194,1172,511,1131,726,1026,902,998,806,1150,679,1144,684,467,473,1040,627,809,690,988,724,643,1118,447,944,479,481,1043,969,911,818,417,753,964,754,790,775,442,432,575,653,705,903,472,758,811,1106,451,520,800,564,657,847,768,643,682
"13",1054,1179,425,1004,694,871,477,559,712,494,539,712,553,647,832,1057,889,1155,748,603,926,500,1199,902,1118,878,671,917,724,606,637,429,784,458,1143,754,666,681,714,1140,898,985,1030,650,673,570,898,1072,732,464,1148,1073,731,1041,1062,690,634,979,510,675
"14",1013,674,529,907,1188,669,431,775,1038,492,954,1086,610,798,773,1006,892,1178,994,866,1076,612,980,941,1197,626,1017,512,712,573,930,509,1145,618,1144,861,620,918,734,1167,778,882,648,582,839,1071,755,738,645,1108,792,623,1112,623,519,772,865,809,638,1003
"15",932,1172,862,654,1110,525,844,787,880,440,1013,815,972,1064,654,953,826,444,1038,957,638,480,855,898,625,1161,922,1133,924,829,1027,496,1116,836,512,894,470,821,645,460,723,505,621,404,732,1173,595,446,445,488,634,582,964,838,598,1093,581,1169,1143,1049
"16",845,1129,652,683,410,1022,720,883,1127,565,748,479,467,909,410,1030,913,768,1198,1066,871,663,947,749,503,498,838,567,816,711,1031,1021,1024,579,1021,888,978,658,1119,477,840,669,761,1103,618,428,887,821,842,489,804,1084,485,794,662,1060,863,538,886,1129
"17",442,646,947,752,622,708,659,1082,787,741,1003,635,870,772,1043,1179,454,608,951,817,1113,955,1112,831,740,823,1068,666,455,830,874,484,1150,912,977,411,716,416,735,960,913,1165,853,617,757,872,1005,836,784,1156,1154,1140,587,1139,932,1091,946,1144,606,950
"18",1118,611,811,1099,830,1074,1189,762,403,855,705,501,458,583,1022,966,478,428,857,670,1050,1164,795,582,736,1104,546,967,903,456,749,864,858,524,1047,490,650,1052,568,1166,953,548,1128,1156,546,520,663,1146,1198,417,1019,474,883,978,706,1083,948,517,1196,618
"19",669,497,415,493,994,1134,1043,1083,1172,738,1013,836,955,656,1180,1047,774,549,1020,926,610,727,744,1018,800,939,617,1056,404,954,1090,655,913,621,435,446,784,885,889,993,1077,474,748,673,413,696,409,990,1031,812,557,1105,959,693,492,538,675,1016,415,731
"20",938,1072,511,920,883,810,832,1157,743,906,588,822,1175,1037,1060,625,1086,710,628,1150,1139,856,1140,916,459,597,529,907,1040,415,1037,769,1021,950,610,915,662,425,811,1018,850,724,429,682,622,1136,1034,585,1141,664,620,927,899,896,1082,636,635,1172,807,861
