"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",7,5,17,29,16,30,24,29,34,24,10,30,8,19,18,25,24,5,6,35,16,12,31,23,19,18,6,22,6,9,30,12,18,28,24,15,27,6,6,11
"2",8,6,22,6,24,28,7,32,20,30,32,26,27,17,17,27,22,11,30,16,25,5,21,24,35,5,8,15,22,10,16,16,33,32,26,24,10,24,11,24
"3",24,35,23,29,12,26,24,7,34,34,15,17,32,31,32,33,19,30,8,34,35,27,17,18,12,31,35,6,21,35,5,19,20,31,26,34,30,5,31,20
"4",25,10,23,35,12,10,20,31,23,13,17,29,11,28,27,17,31,16,17,20,21,32,11,28,11,23,25,16,6,17,8,5,22,19,25,17,7,23,27,23
"5",28,18,14,25,35,16,23,23,27,10,18,31,23,20,5,31,13,31,21,9,28,27,26,31,32,10,5,27,34,7,24,23,15,19,15,35,32,28,22,16
"6",24,32,26,34,34,26,15,15,14,30,34,10,17,16,6,19,22,12,17,9,25,20,28,6,17,14,10,24,17,9,21,34,22,35,25,5,19,5,32,8
"7",33,7,29,32,28,10,7,30,32,20,33,27,8,23,9,20,21,16,25,27,31,5,5,35,28,14,30,10,22,23,13,15,31,13,20,25,7,13,15,19
"8",27,16,29,29,26,21,27,12,11,26,26,30,6,12,10,10,18,25,28,6,13,19,18,11,13,24,15,23,15,28,15,5,30,8,18,27,8,21,8,13
"9",14,19,16,21,23,21,21,30,14,5,10,18,32,32,11,20,16,21,17,12,16,14,35,6,21,12,19,34,23,29,19,23,16,20,10,30,28,30,18,10
"10",16,33,27,11,18,13,27,5,11,31,18,13,8,26,35,21,19,6,22,24,14,13,21,7,20,24,13,14,15,34,29,33,31,18,22,34,12,26,11,5
"11",30,29,14,26,30,5,26,19,14,18,27,28,17,33,31,11,5,33,34,18,8,34,35,26,5,30,27,30,26,28,12,27,23,10,11,20,26,15,13,33
"12",31,21,33,31,21,32,16,34,29,17,7,24,31,13,10,17,27,7,18,18,26,11,16,26,25,22,6,35,18,6,29,16,16,19,23,34,22,10,5,7
"13",7,8,29,29,18,33,34,12,31,26,34,17,35,29,6,29,9,15,11,10,7,17,18,16,20,27,12,33,25,28,14,28,10,24,26,11,35,27,26,26
"14",30,30,5,28,25,27,16,7,9,26,9,6,19,30,32,21,26,26,29,12,35,11,18,21,22,34,27,17,5,30,25,32,20,6,8,10,23,28,7,16
"15",25,21,23,35,23,21,8,20,34,13,21,19,24,30,16,33,8,9,30,22,8,18,26,34,12,7,17,23,26,13,15,27,5,7,25,12,6,33,19,5
"16",13,22,27,29,26,33,32,13,25,31,24,15,23,31,16,21,27,13,26,17,22,22,10,20,9,12,25,27,28,29,25,10,21,18,27,19,10,22,18,11
"17",33,22,8,11,29,30,14,20,31,27,5,27,35,27,11,17,26,14,16,25,23,27,23,29,31,15,9,27,20,5,30,19,13,16,5,23,21,29,8,16
"18",18,5,23,13,24,6,26,33,28,12,11,6,31,5,6,25,5,22,28,7,35,18,16,29,7,15,28,18,10,13,19,28,29,25,10,9,19,10,30,33
"19",19,6,17,25,11,16,21,35,34,28,13,20,29,19,17,20,23,14,28,14,7,11,28,6,7,8,22,9,6,19,9,11,19,29,14,11,22,27,14,11
"20",34,28,25,27,8,22,16,18,17,7,16,17,31,20,5,12,9,6,5,5,22,32,17,28,7,34,11,21,6,28,13,10,5,30,18,33,25,22,22,7
"21",31,19,23,35,11,22,15,7,13,7,24,10,35,9,31,9,13,18,14,21,23,19,6,10,24,21,31,14,32,31,35,5,31,10,6,7,22,30,25,23
"22",11,32,30,18,21,20,17,16,7,12,11,27,6,12,10,22,31,16,7,10,31,19,14,31,31,21,15,24,21,12,15,27,23,22,5,19,13,28,11,25
"23",28,15,24,17,30,35,12,29,31,13,12,24,8,17,5,11,23,21,11,17,26,21,27,16,24,29,27,27,5,13,21,11,6,23,25,15,17,5,19,9
"24",32,16,30,9,12,30,20,7,34,25,18,26,17,27,25,24,12,19,31,22,33,7,7,20,10,14,31,31,24,32,14,33,26,17,27,5,35,33,31,30
"25",14,6,19,35,28,24,29,20,8,21,35,33,20,25,7,15,14,16,20,11,19,26,7,33,29,24,29,6,5,25,14,30,25,18,31,7,12,24,34,8
"26",5,15,27,25,30,21,10,30,7,35,27,26,21,5,20,21,26,10,20,28,16,19,31,11,28,33,5,11,27,29,9,34,6,21,18,21,34,9,26,14
"27",25,9,12,12,30,31,25,32,28,27,5,22,19,16,12,28,14,15,29,22,17,19,27,16,29,22,11,16,13,32,11,22,12,28,34,14,12,7,7,26
"28",27,6,7,5,18,22,10,9,30,14,7,26,26,6,13,21,34,21,23,19,21,31,30,22,13,35,6,6,13,9,30,32,15,26,23,6,12,35,30,25
"29",24,28,29,21,11,24,13,32,9,8,12,34,30,31,28,12,33,8,23,13,17,20,30,18,24,25,35,15,27,11,31,28,22,19,21,21,30,20,29,32
"30",13,14,6,7,19,11,22,5,34,25,20,23,25,29,17,11,9,27,9,9,9,17,31,28,26,5,27,26,27,30,30,9,33,25,11,31,9,7,29,8
"31",34,24,6,22,34,19,21,31,33,17,23,6,31,33,17,8,16,22,7,32,29,9,32,5,35,22,20,9,21,6,35,22,20,8,32,6,14,10,29,28
"32",13,10,8,31,9,26,19,11,19,34,20,18,25,28,15,8,23,14,26,23,19,21,13,15,30,22,32,16,25,28,7,15,23,22,32,11,22,18,27,8
"33",5,33,26,24,8,18,29,32,19,13,23,22,5,35,24,24,14,20,28,21,5,8,15,9,19,13,23,15,7,31,26,33,18,35,11,28,34,17,35,5
"34",32,21,24,15,34,11,35,12,9,26,10,29,27,31,11,11,20,15,32,26,18,31,7,35,23,26,11,11,21,13,13,34,7,21,13,7,21,21,7,9
"35",31,33,31,29,30,5,7,8,9,17,6,14,30,35,14,28,19,26,6,16,24,20,27,7,30,21,23,16,20,30,29,30,16,8,26,32,5,13,10,20
"36",9,27,28,19,11,27,6,9,14,7,22,20,29,25,25,10,27,6,16,11,7,5,22,32,16,9,19,34,24,8,10,29,31,14,23,19,34,9,7,14
"37",17,6,6,19,10,32,33,34,10,29,34,7,10,20,11,29,15,17,26,16,15,13,12,30,9,17,24,20,7,27,8,5,7,15,14,8,24,20,25,22
"38",14,15,20,22,17,11,12,34,5,12,21,14,27,23,15,33,7,25,35,5,25,21,29,12,29,33,11,24,22,33,22,27,26,8,16,29,14,14,32,21
"39",20,20,16,27,26,13,29,30,9,30,26,17,20,27,24,30,31,26,33,6,9,17,33,28,11,33,8,17,28,27,21,5,12,28,22,7,13,6,13,23
"40",11,13,9,12,12,19,29,28,34,10,12,9,34,22,10,33,21,14,34,29,18,12,31,7,6,27,5,5,14,13,29,29,23,10,22,35,32,14,33,6
