"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",18,24,7,22,14,23,13,24,22,25,14,9,27,19,24,27,16,27,25,19,27,11,14,11,9,28,12,16,18,24
"2",8,7,11,8,25,11,27,20,27,9,12,17,27,18,24,18,9,10,19,24,8,17,13,27,20,14,27,27,16,20
"3",22,17,12,19,10,11,14,22,10,15,25,9,26,8,14,18,22,18,19,18,22,7,8,24,23,14,28,23,21,10
"4",21,19,16,28,11,13,26,23,26,11,13,23,19,23,26,24,24,24,9,27,20,15,21,20,22,10,8,11,13,11
"5",8,17,21,28,12,8,27,19,14,12,9,7,26,28,16,20,27,25,10,20,7,24,27,23,27,8,10,10,26,13
"6",11,11,12,21,13,19,10,16,26,17,24,16,13,8,17,27,7,10,19,10,22,8,10,21,28,15,7,27,13,15
"7",12,16,13,28,11,27,15,14,18,27,9,15,25,7,12,20,23,7,22,15,23,26,14,22,13,8,8,11,24,14
"8",12,26,8,11,12,27,13,20,22,17,11,8,17,24,20,24,23,15,10,23,10,7,26,23,15,10,28,24,19,23
"9",28,9,17,9,9,18,8,20,16,17,24,17,23,12,20,16,18,10,8,20,10,12,10,19,9,9,12,26,24,21
"10",15,15,13,16,20,17,12,20,18,27,21,8,15,24,15,7,27,22,16,11,20,28,16,19,27,11,20,22,23,16
"11",18,16,17,22,11,25,11,16,15,9,10,25,10,25,15,16,25,10,20,13,19,13,21,7,14,18,15,13,26,20
"12",15,8,17,10,21,25,11,10,25,11,21,24,24,8,13,8,12,10,10,24,7,18,8,22,19,25,22,26,21,26
"13",26,22,17,12,23,13,28,24,18,19,11,11,15,19,17,8,7,12,27,27,27,13,16,14,26,19,22,18,21,19
"14",23,12,14,12,7,12,18,16,13,22,27,8,25,20,14,23,18,17,28,13,25,17,26,28,12,20,18,12,28,26
"15",26,19,26,16,27,25,28,15,10,23,10,15,18,27,16,8,22,28,19,7,15,27,27,8,16,26,11,11,21,17
"16",23,28,25,25,18,18,25,23,13,14,28,8,16,26,23,26,21,25,19,24,16,25,12,11,21,16,19,7,14,23
"17",8,26,7,20,16,21,15,18,17,14,16,24,10,10,13,28,19,27,9,27,23,14,13,21,27,7,8,10,17,18
"18",25,22,13,25,9,21,14,9,8,15,10,18,16,15,16,17,19,19,11,24,8,16,23,25,28,16,13,19,9,15
"19",17,18,13,18,24,18,18,15,24,7,22,28,22,23,13,22,11,27,17,15,13,22,21,15,21,22,12,22,7,14
"20",15,9,17,16,17,16,17,8,23,7,13,22,17,23,12,21,18,13,28,10,26,11,26,8,22,22,12,22,27,26
"21",21,12,25,28,9,18,16,7,7,24,23,12,15,21,21,28,23,25,22,9,26,24,19,21,18,21,25,13,13,27
"22",13,8,24,28,8,14,9,12,17,15,20,16,28,10,22,26,12,7,23,20,25,20,12,19,15,16,26,22,15,8
"23",16,16,23,16,11,8,10,10,13,8,11,24,12,7,28,16,10,28,22,17,17,10,19,10,18,12,8,8,14,18
"24",8,25,24,12,18,18,21,24,21,13,12,10,17,28,14,16,23,8,21,19,18,20,10,17,28,21,12,12,10,11
"25",27,18,11,14,10,21,10,14,13,15,22,19,19,21,26,20,12,15,15,9,27,28,21,28,15,16,21,16,22,17
"26",14,11,11,23,19,24,17,28,13,15,11,25,26,24,7,24,14,11,21,14,27,27,22,17,12,13,21,22,11,20
"27",21,19,22,20,17,20,17,17,25,7,19,11,23,18,25,21,21,15,17,26,9,21,27,7,25,7,9,17,25,23
"28",14,7,12,18,27,24,19,16,24,16,18,23,22,18,14,17,22,14,27,15,11,20,10,8,17,12,16,8,17,21
"29",22,15,9,24,18,9,10,10,22,13,14,13,13,11,12,25,21,14,21,18,20,12,12,27,20,8,11,14,10,21
"30",13,9,27,14,23,28,23,8,11,27,16,9,17,18,23,17,8,13,12,24,15,12,7,17,28,9,24,27,10,19
