"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",23034,10255,21751,22669,14300,17939,19735,24818,14055,18172,24820,15363,11032,18376,10270,8473,21254,6443,13220,18423,17462,19289,21451,16165,21250,20997,18320,14244,18193,22939,16247,24540,16493,6764,15317,19261,16706,25485,7512,16463,15244,7662,23601,22250,16692,19977,13724,8029,21646,15762,21858,19013,7043,9964,21133,11096,14474,23129,6936,21679,10363,22061,19238,6837,14452,20552,7827,19430,24589,8821,14946,16323,6940,14944,15889,11403,14777,22329,13660,19084,20138,15137,24186,19310,17649,16321,10411,20636,13088,20196,10375,11370,11830,8880,17999,24235,8129,24920,20628,24507
"2",24470,10468,13113,17025,17921,24309,7550,25177,18167,17495,10494,24288,22890,21720,19686,10726,17009,23277,19550,17671,7216,12450,13568,18428,20410,9269,22954,14581,9284,21126,13523,20960,13772,22293,10113,15755,16708,18511,25236,15538,9746,25259,18283,16680,9973,6515,16681,21127,16776,23447,24955,10874,15239,13413,20875,19154,12594,20878,18968,19008,8322,21692,10874,25070,20070,18075,18588,13016,15935,13651,14429,18298,21554,15668,15579,23068,10824,17545,14914,15935,18344,16065,12409,21958,14044,23829,13979,22126,13369,19807,19818,8901,9105,9134,7088,23122,20632,13076,24207,22341
"3",19723,11290,23574,20708,22663,25527,14287,7577,12042,15331,25544,10284,21736,14571,11336,8756,22627,24376,7592,17448,13879,24395,20029,22736,24263,15062,6546,22965,21382,9263,24007,6477,16256,24390,25290,11247,21409,15069,16928,7282,10657,15301,13814,11647,6525,22696,24576,19841,15994,20898,18254,15314,9141,10598,15193,8331,16416,23876,19095,7067,9234,20559,19414,16427,23715,8189,9951,6586,17349,24603,7115,20237,15190,7120,16313,19324,24178,24884,18638,17050,9150,7106,11418,17590,23837,17107,16314,19143,17124,16076,11860,21623,19033,23424,9150,6628,17245,8583,10014,10834
"4",13171,13154,21525,9370,21549,10479,20710,6449,20861,16222,15394,18462,8999,18869,11340,18121,17438,14115,20785,20792,7667,21816,18422,12070,21026,23884,25264,17856,17407,15703,21379,6728,13816,22294,18748,10600,22289,10876,12506,9478,24537,24722,20511,9315,9536,14261,12773,13047,15226,21345,24986,18268,13440,11090,15616,22034,15990,13942,13040,7060,20083,20296,8852,23658,14826,16030,11687,22048,19065,21146,22308,16816,12926,18616,25090,10821,13343,12216,7806,23066,14922,25106,7823,10789,16142,13148,12696,8174,24900,19824,15118,14887,24226,20846,25138,23785,17989,20251,21984,12969
"5",14074,16654,15799,6425,20471,9177,14514,11275,13833,14057,18833,9428,17947,21078,15783,24422,23010,15009,15465,19132,15364,18168,17457,7211,24042,16631,20032,16281,15264,10179,15305,9264,7481,15511,24018,22738,14583,9040,19266,20373,7524,8359,24493,15275,10558,21561,11256,14253,13521,9081,19615,9522,8327,14192,6602,19382,20079,24118,11091,16035,20320,22393,24990,25446,21915,8082,12908,20159,12575,23468,20557,11721,11435,20220,6579,17196,11843,24199,14047,6695,19323,18364,14948,6678,8175,9865,10019,22877,11742,25352,12856,15863,10757,22145,15134,9851,9863,21034,25374,24458
"6",6787,12785,15804,21505,7917,9406,19323,17849,23018,23543,15332,24772,6806,8702,21736,18136,23005,16541,19538,19466,7505,18236,22610,17002,16716,10967,22984,19226,20797,11577,7475,9492,12339,14125,22018,23613,22961,19607,20376,14158,25521,13252,17068,20752,14253,7296,14491,8033,10057,19065,7368,17553,13038,25023,12135,25029,21852,19035,7069,7885,23432,18585,14702,23188,9914,8060,23484,23733,11884,22431,10319,18092,25420,8934,12214,9959,16097,25330,23834,14948,8196,14020,13638,19768,21572,14785,24657,11868,11815,16883,8894,13083,25348,15856,10380,15873,23793,22131,23421,11559
"7",17705,8982,23560,12282,16573,22594,7164,19599,10709,21296,9796,9445,10694,22651,10702,17439,15363,7733,9013,12341,6622,21708,17452,17861,21376,21002,15039,24744,15532,18753,25295,15494,19911,22739,17731,25286,24009,12742,18749,24726,13809,11243,14255,16925,20512,14185,20734,12546,22474,14874,9600,23206,8850,11716,22020,24949,14649,10894,19867,12527,11927,14687,22430,22447,19445,13017,16436,13346,17539,19060,15680,22833,16097,21559,18616,14030,22310,19080,7822,20575,14012,10801,23070,14260,18949,18397,18557,9349,6884,20228,9127,18695,17103,8905,11386,24652,9627,9521,7755,15352
"8",22212,6782,8657,21082,15349,17033,21296,10490,25196,13596,16540,14335,20955,19697,18109,12085,23535,13884,21032,25150,18427,9467,15395,22714,25166,21253,23284,21818,11008,14149,17858,10604,19510,20029,24512,6767,9761,13275,18223,17819,18730,18500,18201,19605,16914,6527,12534,10219,20735,22225,20512,20522,13296,24950,14874,15983,8542,25375,25379,10001,9240,24556,7886,13041,22821,6617,22386,15577,6995,9577,25435,10322,7401,23189,17603,12133,9192,19043,18613,23817,8942,11075,19426,16834,6903,12922,17051,17641,25341,12631,9886,22919,20237,20865,11756,25136,21989,23780,21609,14225
"9",11521,14534,24468,23340,8436,24823,22353,16654,12472,16478,15831,18435,22532,12315,21724,21815,21812,14544,7208,25530,10295,11313,13231,13742,13759,20415,24532,18752,8352,10223,18249,13474,10209,10588,11046,25228,16708,10193,6525,20517,20985,23782,22753,7640,18929,8088,13969,20971,7663,23231,21917,17520,18926,23160,11684,22721,15236,8567,21885,22760,15221,25007,16056,15602,13698,24170,9692,19426,21924,19447,18554,17222,11390,18316,21671,13386,16812,19333,22078,8637,12239,20145,22855,9135,21580,6676,9902,11149,10027,20181,12857,18014,19820,7321,8134,12188,17239,25145,23863,22450
"10",19731,20701,24849,25208,7692,21519,8442,21723,10957,22632,23524,16636,7948,21725,14336,23309,7218,16630,24780,25151,10740,23291,9841,9399,10998,19667,12445,13753,20413,13220,20026,22299,17388,7506,14615,16251,24705,14620,22463,18196,9763,23150,23237,8397,23593,20061,7644,17726,17275,21880,10591,10864,11090,7021,9620,13554,9613,17530,23658,10895,20314,24607,12584,21627,25432,12079,24991,16421,22755,8808,21672,20124,11199,24600,16831,8274,20820,7794,14396,20146,22852,22332,12916,11874,20220,18338,17274,25346,10431,10778,16362,19819,19117,14749,13328,23799,20171,25134,24691,21093
"11",12803,10460,14294,17931,18148,24449,16664,14333,20001,13164,17041,14064,17949,13898,21509,7203,19904,10518,24408,10272,13190,6467,7244,22946,18549,19544,9275,6503,20789,12727,15254,13485,6701,6483,20399,20763,14180,20395,9702,18225,19546,12742,11240,9289,13813,12766,22932,8387,9646,8042,7611,10653,9596,10877,15599,22634,11937,14497,13039,9243,19858,11945,16467,21165,11451,11054,23709,22059,17317,17165,11488,23661,23882,24176,22039,22827,13916,11849,12670,24178,8243,8926,14880,21572,22128,8624,20185,21980,18011,20853,9656,23403,17258,13993,15121,20273,23691,20859,20178,7588
"12",9335,22694,14071,11300,13859,6802,12268,24745,17439,7926,7698,23301,7725,10940,18106,9437,10723,12844,7565,7192,23508,20461,24819,20048,17448,10973,22310,21839,12337,22969,18760,14548,23643,20024,15504,14231,25295,10625,8739,16726,18521,20964,19248,22908,19624,21470,6527,21351,10640,16690,7272,7498,20508,17126,17753,23457,18048,19009,8331,18274,17798,14723,20527,7461,24613,18601,6561,9183,18297,22417,19060,9530,20336,18045,10857,11780,13129,14012,7790,17978,7344,25109,14423,14945,16416,18689,9890,25120,23369,18016,9889,10018,7077,19118,20867,15883,14003,7750,16862,11640
"13",12269,7150,13171,7690,7936,15776,21076,11502,8465,18784,9346,15468,21516,12311,15444,22001,19707,19547,15844,15710,17838,10547,20783,17444,19294,9492,9485,9030,12331,11585,15048,9317,14579,7992,14161,7296,22958,9307,24359,8741,17372,13518,17357,21387,17827,12989,14485,9492,21356,12162,24359,13942,7427,13044,18565,16395,23436,6944,8558,21112,14691,8516,17311,15558,18304,7408,7024,13012,13711,20109,16814,7852,15940,17111,25039,12111,23360,17969,14924,18088,23197,17376,22307,21927,22859,20850,11712,22879,20828,9143,24222,9654,12176,23386,7100,12204,24924,14380,16863,17393
