"1",914
"2",1726
"3",654
"4",980
"5",1315
"6",822
"7",132
"8",725
"9",1024
"10",1446
"11",532
"12",1022
"13",929
"14",1035
"15",2027
"16",711
"17",514
"18",856
"19",2357
"20",362
"21",595
"22",605
"23",1252
"24",919
"25",1262
"26",983
"27",1114
"28",779
"29",963
"30",734
"31",1079
"32",245
"33",1051
"34",550
"35",364
"36",787
"37",886
"38",2366
"39",1101
"40",351
"41",923
"42",1264
"43",634
"44",257
"45",917
"46",1629
"47",1770
"48",1480
"49",2145
"50",912
