"1",1402
"2",336
"3",47
"4",953
"5",7
"6",284
"7",34
"8",407
"9",240
"10",603
"11",340
"12",126
"13",204
"14",2
"15",614
"16",10
"17",706
"18",51
"19",602
"20",14
"21",9
"22",41
"23",49
"24",615
"25",458
"26",994
"27",1271
"28",829
"29",1144
"30",34
"31",29
"32",307
"33",787
"34",21
"35",6
"36",1481
"37",912
"38",299
"39",549
"40",23
"41",187
"42",1418
"43",416
"44",1090
"45",32
"46",483
"47",287
"48",511
"49",29
"50",311
"51",825
"52",37
"53",99
"54",67
"55",39
"56",32
"57",1984
"58",1261
"59",299
"60",1362
"61",258
"62",234
"63",33
"64",45
"65",462
"66",546
"67",776
"68",1092
"69",1161
"70",12
"71",635
"72",348
"73",71
"74",161
"75",115
"76",900
"77",2119
"78",1106
"79",972
"80",693
"81",1572
"82",318
"83",1417
"84",190
"85",288
"86",321
"87",818
"88",21
"89",146
"90",1635
"91",386
"92",1063
"93",287
"94",215
"95",445
"96",85
"97",520
"98",610
"99",34
"100",281
