"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",33,34,37,50,63,40,50,37,54,63,41,49,35,67,40,59,50,69,31,57,35,52,44,35,43,22,23,39,51,20
"2",67,62,53,42,52,59,41,30,58,57,25,47,69,69,61,55,54,64,35,39,24,66,58,62,49,57,52,41,40,27
"3",33,24,40,69,31,19,51,38,36,59,37,29,62,65,29,25,64,39,18,51,42,35,33,29,30,35,58,19,67,57
"4",40,42,25,21,40,42,40,40,57,23,21,62,64,41,58,35,43,42,26,25,58,51,56,39,67,54,28,59,58,60
"5",49,66,35,50,55,50,38,48,67,21,41,36,51,63,69,44,36,62,68,63,38,56,69,64,36,59,56,18,31,18
"6",53,23,26,69,38,30,20,58,18,45,37,36,49,47,28,47,47,35,35,66,35,41,67,36,65,57,32,26,59,18
"7",46,53,53,35,44,64,55,42,31,32,49,63,50,27,45,38,39,43,28,63,54,45,30,68,29,63,45,19,36,54
"8",25,50,37,51,31,60,62,53,40,48,20,53,55,48,64,21,46,53,23,40,29,34,63,27,57,32,26,40,41,62
"9",53,24,34,43,17,23,18,29,28,61,22,47,54,30,50,18,29,40,61,30,51,63,47,34,43,40,65,39,39,68
"10",20,32,56,51,30,33,36,42,36,25,42,64,29,43,44,19,59,38,20,31,22,56,65,27,69,65,50,61,54,19
"11",20,54,64,57,61,18,36,42,39,41,58,48,33,42,57,48,44,63,36,64,46,20,18,35,69,65,35,44,51,39
"12",21,65,62,19,30,50,48,41,46,19,56,69,20,66,30,46,25,29,52,36,27,19,31,34,23,36,39,64,30,40
"13",53,32,37,46,48,55,20,49,41,30,21,25,40,32,24,63,23,59,29,67,20,35,63,55,47,22,43,61,65,55
"14",18,39,58,69,45,41,26,54,44,60,28,28,57,22,56,37,27,22,49,31,36,36,62,38,53,32,51,37,25,36
"15",27,61,51,44,31,54,59,39,43,32,43,57,67,22,61,34,66,69,46,25,29,47,33,57,61,41,19,38,44,58
"16",18,53,49,33,36,29,34,43,68,30,25,68,19,34,51,29,41,65,38,24,61,42,33,36,59,51,33,26,54,27
"17",20,36,44,55,20,46,21,40,40,19,52,42,56,45,42,58,45,41,57,25,20,49,30,36,69,58,43,69,25,40
"18",44,50,39,25,70,19,19,30,66,64,65,41,24,56,67,69,56,36,27,50,60,61,41,42,33,45,59,42,47,48
"19",37,39,45,47,22,36,31,60,22,33,28,58,40,67,40,35,46,27,47,21,48,48,55,43,26,45,52,23,69,24
"20",48,56,45,47,47,32,41,18,22,63,63,42,41,24,68,27,52,53,65,54,59,65,66,54,65,59,66,37,54,47
"21",30,41,50,43,31,23,49,39,26,33,29,54,23,25,37,38,58,37,35,61,66,64,20,54,34,39,61,43,67,35
"22",69,59,19,25,25,41,33,46,63,45,54,62,59,36,21,25,41,63,21,55,39,17,23,35,25,56,25,21,39,45
"23",47,19,33,20,26,41,23,38,39,21,56,21,63,35,41,25,27,65,32,35,34,69,61,46,47,66,44,21,53,25
"24",44,18,28,38,27,19,58,48,40,57,42,56,33,61,35,40,57,40,63,54,28,35,29,65,42,67,67,59,39,58
"25",40,46,39,49,38,42,32,60,31,33,40,46,39,58,36,19,21,63,57,31,24,46,32,39,69,29,52,60,69,64
"26",55,56,34,31,36,52,51,32,42,57,42,64,41,46,35,56,39,34,63,61,66,31,24,59,28,67,18,29,52,40
"27",69,33,47,33,19,55,21,54,25,39,37,58,17,49,56,18,57,42,54,25,64,45,29,60,46,39,17,28,49,29
"28",30,57,63,46,56,50,53,40,57,34,23,35,33,22,58,60,18,42,66,69,23,66,47,55,44,60,23,33,31,40
"29",35,45,49,30,22,59,31,58,21,40,67,34,63,58,55,59,47,32,67,46,47,53,32,67,27,54,24,38,29,44
"30",37,49,26,42,37,53,54,44,36,57,66,53,59,49,31,54,63,65,69,36,26,43,45,22,17,36,38,54,66,57
