"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",24257,10692,9903,13168,12053,22566,11309,19596,14290,18164,24293,25415,8987,8971,21507,24275,13223,11553,8377,19553,15820,22991,7725,11547,23513,11609,10722,19293,15715,20775,13518,23618,24772,8029,7980,16503,16488,23951,9315,12005,20511,15302,24719,17820,17517,9070,18702,21357,13436,14646,6750,17127,6591,19001,7043,10344,20306,11941,18047,13289,14868,22392,24960,9608,17171,19020,17154,7392,21914,14680,23703,18096,11443,19435,13396,25039,13686,11875,6570,10106,14013,10041,20138,17085,18638,7762,10032,13111,18908,6881,19367,24224,20238,23780,24686,10005,18000,20167,19347,16861
"2",19956,16565,12433,7682,15789,9432,22219,6812,19747,7911,13542,24256,23006,10951,22994,17657,10278,17009,20444,22992,12068,9020,7213,24786,19519,21367,18765,13762,23646,22950,8378,10159,24544,14605,23635,9011,15275,7294,22596,21775,22233,14252,21812,16916,21783,11271,22695,9078,17750,25156,22485,12439,21415,13971,12615,16688,16077,16907,8842,21705,23127,15605,14476,13034,11906,24108,15602,20932,21910,24982,7000,12935,16400,17559,14457,25083,9954,7025,11436,23737,7022,25081,18344,19770,15668,11843,18360,19765,11855,15108,23757,7782,22878,7320,25346,24991,6920,24669,6628,18730
"3",15809,6780,12050,14519,18154,21099,17928,20718,8454,8908,11503,7186,11277,24439,7571,13828,16990,15393,18102,25554,15820,25153,21257,9393,13894,10520,13459,15264,9817,9728,20789,13795,12344,11966,14227,20011,21016,14169,12984,25255,17413,9978,25022,12167,23674,7490,18279,9205,15963,21308,15611,8112,9130,7894,19874,8305,19436,9205,14805,21853,11063,23724,11902,21888,17193,10110,8638,15942,12120,20112,17986,7023,7403,7011,11681,8199,21570,13141,24868,8916,7121,15924,8230,8150,11464,12863,16364,11741,9877,11808,17629,23120,19126,20251,19145,19125,16116,23865,14911,22674
"4",13855,10227,17942,7539,14065,10154,24826,15780,20664,9783,11573,21298,12841,20657,16969,20662,21041,25529,21055,22118,9395,24415,22530,25281,9262,25227,25496,7287,10984,19264,13255,24534,22523,19273,25227,22681,9766,16485,22461,6756,25459,18503,11044,11394,16686,16466,13521,23145,11029,8119,14872,10893,14863,11104,14474,11693,21106,21857,18950,7377,17522,6998,8344,23183,8062,21173,11050,21161,8080,8505,13710,10802,22415,11898,23169,20113,15955,13656,21905,16840,11198,22876,25372,9628,14049,9672,20595,25344,18906,13141,13609,22119,7316,10379,16347,18007,14745,22148,10154,19261
"5",10688,14984,12274,19720,18840,11310,21065,21295,7934,9429,13837,25176,24068,25558,24269,24436,21058,16532,21082,17901,14315,16629,25536,11950,10560,18806,11539,12330,11962,13781,19398,15252,19515,11578,22735,23584,6965,18204,12378,16921,15757,20754,20730,8398,19249,23236,17741,22472,22701,17137,14872,15577,10347,22768,6750,23686,18035,12999,6972,21630,25016,20296,15964,8124,16052,13720,13401,15948,23134,7485,7392,17163,18091,7644,11840,20924,19331,21175,17188,15568,7807,18315,7143,19330,18868,6914,13364,19310,9155,11152,23396,21978,25127,21205,11817,9855,21238,14890,25149,14986
"6",17692,8653,15065,13561,9430,18845,22571,19589,16987,19220,16168,24269,13222,23306,25174,18410,15010,9847,8989,23518,12327,20796,13197,25531,23254,15484,12716,9724,23993,22536,16999,6715,23993,15501,10157,16278,22733,7985,15512,22254,16496,11630,12015,14635,9324,25481,10347,15243,11719,7407,15991,23854,25238,10557,12007,22758,11700,19394,22744,13048,19397,20300,6750,24615,18302,19460,18293,9771,20003,20927,16765,21150,25042,14658,17309,17071,17595,10102,17612,17187,20548,9599,18874,13361,8922,14423,24199,21690,20580,13140,14731,20195,19370,15161,7813,23081,22883,6876,8215,12559
"7",10465,14307,12803,19595,13538,24088,10253,12258,6483,7216,14061,9357,14275,8475,15846,10270,11573,21261,18230,19802,16179,14555,19292,24409,11321,22071,24016,9503,23619,9048,19608,19646,11585,21000,22948,6709,22951,7672,22747,6488,8644,12733,24758,9763,8696,14647,15076,17742,19467,18497,10352,8926,14493,18052,12152,14710,25062,9233,13939,8861,14455,11903,15577,17547,23693,24165,15178,16062,12109,23478,14817,23835,14815,12670,24150,12902,6695,23728,21931,15916,15673,17057,24657,17248,22112,9870,7330,9871,11816,12633,6660,10401,20274,7102,17248,11831,23410,17993,7077,16164
"8",24845,23345,16570,7693,6791,18822,16206,22565,13129,9351,22573,20415,17944,21731,13188,15404,16990,17431,13456,12834,15365,19921,7477,10291,14998,21443,14374,14213,10990,9719,22814,15732,14202,21837,16746,21473,25296,7232,7669,22708,7668,18702,21328,24476,8794,14717,24490,15316,25396,9978,7500,10348,7878,15589,23448,21170,20879,23483,7886,22008,19054,18591,9190,18576,25315,25424,10320,8267,14014,15583,18063,7028,7142,19440,16322,6905,14928,17952,14390,8620,19309,18860,7795,14796,25342,17267,20207,10418,12627,25112,11742,8219,25358,11869,13320,18888,12203,17621,17087,16258
"9",15784,23041,10453,22669,12804,13532,13152,13158,9425,25573,21077,12414,6824,12085,25549,6819,24809,21714,10966,25535,20459,25374,19649,24381,12329,9511,10538,11976,7604,22516,20400,21841,14148,20026,8730,12522,21394,10660,7520,7663,9717,13771,18123,8753,17363,16378,15963,22245,8328,11117,10774,6689,8090,9969,20910,9688,24559,16011,7435,15980,13426,19413,8340,19051,8309,16041,17164,23944,17558,20548,11666,24601,20343,14777,18983,8076,13005,22848,12675,7140,14762,10421,25322,25528,11799,19312,13662,7107,19300,10412,24643,19371,21592,17625,6869,23181,12661,14903,11748,25526
"10",6403,7151,12278,7163,20705,15336,24070,9000,7203,8165,22633,17419,17776,7627,19688,22983,10661,24776,18331,7607,22983,21399,14214,17788,16792,20781,9488,12345,12486,19470,18515,23208,20355,15993,19486,11246,16924,9991,22256,8548,17802,23435,19014,8853,15240,9600,10124,21131,8248,13045,20528,12151,11457,14472,6928,11472,9951,11458,23933,21904,9211,19056,25444,18095,18060,13006,8065,9209,23170,9600,21891,20804,20807,9911,15155,24991,15173,18333,12897,24654,16078,15911,7129,17058,21598,15890,17214,17267,6661,21590,17110,12626,10785,7304,14746,19341,11373,14903,25374,20863
