"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",844,10000,10000,676,10000,10000,10000,761,10000,879,1183,1289,10000,10000,10000,1467,10000,1061,1614,1750,1325,1203,1497,908,10000,1570,1581,10000,1527,1507,10000,10000,1671,1742,1589,10000,10000,608,959,1359,1703,710,903,1120,1696,1147,1429,1002,1397,1607,10000,1225,10000,10000,10000,10000,1303,1566,10000,1090
"2",699,10000,10000,10000,1637,872,10000,10000,1314,1007,1684,1119,10000,1659,929,1489,10000,692,1077,10000,1698,10000,1494,888,10000,1555,1594,1473,10000,682,10000,1229,10000,10000,1398,10000,1670,1363,1097,1150,750,1458,853,851,1500,10000,10000,10000,10000,676,10000,1187,902,1020,10000,833,1159,10000,1728,675
"3",1283,1283,10000,1659,1094,1221,10000,10000,1752,10000,10000,10000,10000,849,1778,1780,10000,720,10000,1407,1442,10000,10000,10000,1178,10000,870,1655,10000,1120,10000,1537,1261,10000,10000,1599,10000,1352,10000,10000,967,10000,1798,1566,884,10000,1120,1351,1724,1726,999,10000,10000,10000,1083,1513,1278,1099,1599,10000
"4",10000,10000,1642,712,10000,1281,10000,1003,1076,668,948,1071,10000,1112,10000,10000,1346,10000,1000,1517,10000,1341,10000,870,1589,10000,10000,10000,630,10000,10000,10000,1051,782,1347,1418,10000,646,1623,10000,674,1430,1004,1180,1726,1050,1263,1347,10000,10000,10000,10000,1702,10000,754,635,10000,1023,1070,1166
"5",1376,10000,1295,10000,1259,1235,1215,990,881,10000,855,912,10000,10000,1051,10000,1373,1547,1361,10000,10000,10000,10000,1371,10000,1375,962,912,10000,1673,10000,10000,10000,1734,1512,10000,10000,10000,10000,10000,10000,1274,10000,1527,10000,10000,10000,1602,946,1285,1144,10000,10000,10000,720,1624,961,1017,770,10000
"6",1006,1245,1521,10000,739,966,648,10000,10000,1327,1149,10000,674,1762,1593,1731,1353,10000,1214,1703,884,1417,10000,10000,902,10000,10000,693,1672,10000,1755,10000,871,1237,1567,1365,10000,707,10000,826,1471,10000,10000,1487,926,1182,10000,1730,1522,1679,1021,10000,1572,1433,10000,1556,10000,10000,10000,10000
"7",1121,1057,1382,10000,10000,10000,846,10000,1758,1501,10000,10000,1359,1066,978,916,634,10000,10000,1675,638,1757,714,10000,828,602,678,1692,1121,10000,1186,1366,1042,10000,1672,1385,1172,10000,10000,1092,1589,1103,965,1180,10000,865,10000,1711,10000,10000,10000,931,10000,871,10000,1341,10000,10000,10000,1131
"8",10000,1194,1126,1292,10000,1719,1495,1741,612,10000,1498,10000,868,10000,1011,10000,1678,1667,10000,10000,10000,10000,1678,10000,639,10000,1616,775,10000,650,10000,1267,1757,10000,10000,795,1188,1277,1025,1471,1329,10000,863,1261,1672,1391,1207,1288,912,10000,658,10000,1604,1511,10000,10000,10000,1615,10000,1705
"9",10000,10000,1460,10000,10000,1008,1485,1696,10000,862,1646,1003,1310,10000,1521,1339,10000,10000,1588,1646,10000,1281,10000,10000,1250,1320,10000,10000,10000,1705,10000,1629,1288,10000,732,706,972,1476,1029,965,1144,1447,1516,1536,10000,10000,10000,1456,10000,1638,1048,1371,1677,10000,1428,968,10000,10000,1597,10000
"10",1358,10000,1318,1573,655,1578,10000,10000,10000,10000,10000,10000,1151,10000,10000,1213,10000,1467,10000,935,10000,1393,10000,770,1489,959,869,1247,10000,1585,10000,10000,10000,715,1432,10000,1324,10000,10000,1092,1049,860,1586,729,10000,1538,1222,1707,658,10000,1075,1779,1421,716,10000,1226,10000,848,889,10000
