"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",26,18,8,6,19,32,27,26,23,17,14,15,17,5,8,27,23,7,12,26,27,32,9,21,27,15,17,21,35,22,25,9,32,21,23,19,20,5,5,35,28,28,24,15,6,32,13,28,27,23,31,9,17,13,34,20,19,28,34,28
"2",11,18,5,35,7,8,12,30,32,5,14,28,33,17,9,14,14,14,26,14,33,19,6,13,12,32,23,21,17,17,34,29,18,24,32,15,7,16,33,25,5,8,32,5,18,18,9,8,9,7,29,24,21,16,27,10,35,22,25,23
"3",35,24,29,35,9,16,26,29,19,25,17,34,26,7,32,35,18,8,22,9,9,27,18,29,19,19,35,18,22,6,18,15,17,26,12,30,33,11,5,34,29,23,35,9,18,34,31,26,32,5,19,32,22,29,10,22,17,29,31,17
"4",27,8,33,5,34,8,9,5,5,17,27,34,34,23,22,14,18,25,11,19,8,26,21,6,32,9,19,5,32,11,22,17,34,33,27,31,32,15,9,8,33,34,28,11,21,24,31,18,13,18,6,28,29,8,30,34,23,21,35,8
"5",27,33,16,33,31,7,17,20,15,18,19,25,18,35,28,29,7,12,28,9,25,5,21,21,7,12,32,9,19,8,25,26,35,25,34,23,10,7,13,34,29,23,18,25,15,11,21,15,10,31,14,12,5,24,32,24,33,24,5,22
"6",10,24,21,13,27,17,7,26,14,25,34,21,19,15,25,25,8,34,11,32,31,12,12,20,20,9,26,27,16,32,17,35,25,16,33,11,26,9,14,8,10,9,34,13,26,32,26,11,12,12,34,27,15,5,23,15,32,31,29,15
"7",12,28,22,26,16,17,32,8,20,10,21,33,31,28,6,17,35,21,18,17,32,22,15,16,31,5,15,19,30,20,12,35,8,32,11,18,17,27,27,31,17,18,9,30,6,20,26,30,29,25,35,19,23,31,30,19,29,33,15,20
"8",28,26,8,31,31,6,18,29,31,24,20,26,25,23,31,10,24,29,11,25,32,9,29,22,28,34,32,24,31,30,18,6,15,30,32,19,23,31,6,8,5,28,26,6,7,20,19,28,24,17,13,13,22,22,18,20,30,32,24,18
"9",24,25,11,5,30,10,19,18,16,19,9,18,12,29,33,9,6,14,28,23,20,27,27,12,18,16,15,26,14,27,10,29,30,12,19,27,22,14,22,8,31,27,5,26,29,30,31,13,35,29,32,20,11,12,28,31,9,6,28,26
"10",30,31,27,16,20,9,22,21,33,32,33,24,14,15,15,23,28,32,18,25,29,14,24,11,23,17,15,24,11,21,34,16,12,14,6,20,8,16,20,27,14,16,23,22,22,33,9,12,9,16,24,17,25,19,32,10,10,29,26,13
"11",12,28,5,22,28,17,25,26,16,6,11,6,13,14,12,23,24,10,31,17,33,19,33,32,24,22,19,33,19,23,18,20,29,30,20,29,11,23,29,29,5,12,23,22,6,24,28,18,35,24,35,34,27,24,27,30,28,20,19,6
"12",28,34,32,6,30,12,34,21,8,14,8,24,25,28,19,6,18,16,7,13,9,9,15,26,29,14,17,13,27,29,21,35,35,19,31,22,23,18,29,14,28,19,9,32,35,35,12,12,13,9,19,17,24,17,13,9,7,29,18,22
"13",16,14,10,8,21,21,5,27,16,8,28,30,30,30,18,31,32,18,20,15,8,17,9,23,13,6,22,22,17,22,30,28,21,16,35,8,13,18,13,21,10,17,18,25,14,28,34,27,5,21,27,14,5,20,16,11,7,27,32,33
