"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",10000,953,631,10000,1435,10000,10000,1272,913,10000,1318,10000,10000,847,1581,10000,10000,1439,10000,10000,749,1183,10000,10000,10000,1651,10000,1335,10000,10000,754,891,1614,10000,823,10000,10000,10000,10000,10000,10000,1291,10000,10000,643,1079,1538,702,1190,1483,10000,812,10000,10000,10000,10000,1327,1012,10000,1127
"2",10000,10000,1540,763,1280,1200,10000,811,1005,1345,10000,10000,671,1258,10000,1770,1146,750,10000,10000,1454,10000,10000,1436,10000,1718,1408,10000,10000,10000,1512,830,1718,869,10000,10000,1135,10000,978,1538,747,10000,1244,10000,1455,919,10000,1045,10000,1688,1363,619,982,1107,1284,10000,1509,10000,1123,1025
"3",1656,960,1259,718,10000,768,1689,1673,10000,10000,670,10000,1197,10000,1425,1797,10000,10000,1640,1299,10000,953,836,909,10000,1444,10000,1540,10000,973,10000,1703,825,1466,10000,10000,1227,1126,878,817,10000,10000,1609,904,10000,1417,10000,1446,1288,1431,1210,1344,1778,1292,1319,10000,686,10000,10000,10000
"4",10000,1179,1561,10000,1086,1410,966,1713,1119,10000,1625,690,10000,10000,843,1668,1024,10000,602,1768,10000,1110,924,900,10000,1644,1249,10000,1414,1029,616,10000,1325,670,1747,10000,1020,10000,1493,1759,1265,10000,1282,890,10000,10000,1166,938,10000,1783,10000,10000,10000,1333,752,10000,10000,10000,10000,1453
"5",703,925,10000,10000,10000,723,1294,924,1708,1336,10000,10000,10000,10000,1613,10000,1556,10000,1495,725,1715,10000,716,10000,1603,1542,1494,919,740,10000,10000,1368,1068,1245,10000,900,1508,10000,10000,10000,1171,1460,1481,1120,882,10000,10000,947,1260,10000,1446,10000,1699,10000,979,10000,10000,10000,1794,1645
"6",10000,998,10000,1111,10000,10000,10000,1794,1596,870,10000,1082,949,10000,782,908,10000,10000,10000,1019,1185,1178,843,10000,10000,633,10000,10000,905,1558,1666,627,10000,10000,1185,10000,1745,1087,1558,10000,10000,1342,1077,10000,10000,10000,10000,998,1659,1025,1762,1236,790,607,1677,1670,912,1542,10000,1397
"7",10000,742,10000,1486,1567,813,10000,10000,1362,1129,10000,10000,748,1316,1302,1071,995,10000,10000,1031,10000,1429,780,10000,687,1706,746,10000,10000,724,10000,10000,10000,1185,10000,1697,778,1736,10000,10000,1749,1555,850,1598,1758,1398,1583,1513,10000,10000,1218,1120,10000,10000,10000,1360,1650,856,10000,10000
"8",1346,1169,1329,1360,10000,1195,1247,1087,10000,640,10000,1704,875,1366,10000,1158,1291,10000,1357,1772,1711,1547,10000,1324,886,1292,10000,10000,10000,1587,1065,10000,699,10000,10000,10000,10000,10000,973,10000,867,746,10000,1212,1451,10000,1279,1099,10000,10000,10000,10000,1576,1214,1425,1500,1112,10000,10000,1259
"9",10000,1024,10000,1127,899,700,10000,10000,1719,10000,1584,10000,945,10000,10000,10000,1124,982,1250,721,1208,10000,859,1425,1720,10000,10000,782,1745,605,10000,10000,1458,10000,1732,10000,845,967,10000,1055,1252,1125,10000,10000,1493,10000,940,10000,1312,1513,624,1362,1065,10000,1224,10000,10000,10000,1192,10000
"10",1582,10000,689,1231,1599,10000,828,10000,1291,10000,10000,10000,10000,914,10000,780,10000,927,668,10000,10000,10000,1224,1699,676,1514,1452,10000,1300,1694,1196,741,1396,1094,10000,1554,659,1516,1534,1419,1753,940,10000,1316,1024,923,10000,1734,10000,1147,779,1225,10000,1526,1123,899,10000,1017,1696,10000
"11",1171,1069,1772,1388,10000,10000,10000,1764,739,1430,907,10000,1014,10000,1507,1402,10000,10000,1063,651,10000,969,1757,650,1351,10000,1355,1701,1158,1048,1035,10000,606,1716,1799,10000,1634,10000,995,1553,852,1166,880,606,1681,1361,1642,10000,10000,988,10000,912,1777,1153,653,735,10000,10000,826,10000
"12",10000,10000,10000,1228,828,10000,1290,10000,1713,868,1489,10000,1779,1508,1480,10000,10000,1368,1710,1043,608,10000,1423,1094,10000,1277,1484,10000,10000,10000,10000,10000,1702,10000,1011,722,800,1662,10000,822,1745,655,1700,10000,1543,10000,10000,1275,668,923,10000,10000,10000,1645,1413,10000,1208,737,1601,10000
"13",1726,10000,1391,942,1623,1033,982,1185,824,929,819,1411,1463,1001,1499,881,1212,1228,1382,854,10000,1402,1218,1463,765,10000,1517,10000,1491,10000,10000,790,1541,951,1550,1179,1748,10000,10000,10000,1293,1089,1256,638,1235,1015,10000,1320,1292,832,677,10000,1581,10000,10000,678,1718,10000,10000,10000
"14",1390,633,1656,1774,10000,10000,1421,1541,1638,10000,661,10000,10000,804,1508,1732,10000,10000,764,1556,1663,972,872,1232,1800,10000,1038,10000,1202,10000,1594,10000,1397,856,10000,1394,1352,971,638,1329,891,813,10000,10000,10000,1301,10000,619,1523,1315,1426,10000,10000,10000,1595,1217,10000,10000,1627,1467
"15",1620,10000,1590,1303,721,1448,944,915,804,10000,926,1624,1186,1113,10000,814,1312,10000,1313,1457,1776,1642,856,10000,1239,1769,911,1046,10000,1356,1746,790,10000,1584,1011,10000,933,1405,1088,1753,10000,10000,10000,10000,1712,933,1318,1608,10000,1682,1389,10000,1291,10000,10000,10000,10000,999,10000,10000
"16",10000,858,942,1643,10000,10000,10000,10000,713,834,1490,10000,10000,799,1352,1082,1130,1788,10000,1438,1668,1266,988,987,10000,1687,10000,1485,1785,10000,1050,641,1244,1338,10000,984,10000,10000,10000,1203,772,1667,1003,1120,10000,1228,1226,1427,10000,1712,10000,10000,860,1426,1095,1777,1707,994,1062,10000
"17",1017,1521,1025,10000,10000,10000,10000,1704,772,10000,1295,1529,10000,1369,1020,1698,1667,10000,777,10000,10000,1554,10000,1683,1687,863,10000,10000,1799,10000,1002,630,723,10000,10000,1536,1529,1286,1031,10000,694,927,1116,1236,10000,10000,830,10000,606,878,10000,1490,10000,1062,1523,1168,10000,1334,10000,10000
"18",954,725,1468,643,1679,10000,1512,10000,1086,1069,1447,1440,10000,1132,10000,1255,10000,10000,10000,10000,891,1661,1257,1119,1264,1439,1660,992,10000,750,10000,10000,1745,628,1775,1486,921,10000,714,1628,1650,925,608,1648,805,1762,607,1470,1013,1572,10000,937,1782,10000,1366,10000,1327,1032,1158,10000
"19",10000,1032,10000,1731,10000,807,10000,10000,1045,948,1069,1336,10000,682,633,1771,728,10000,10000,1196,1525,10000,622,884,1269,10000,1579,991,1080,864,10000,1115,1260,1693,934,10000,1295,1632,1035,1728,10000,835,772,10000,10000,10000,1767,1117,973,757,10000,1286,10000,1196,1146,10000,1698,1324,796,10000
"20",771,1761,738,637,1551,654,10000,661,1772,1263,10000,10000,1663,10000,10000,1509,10000,10000,706,658,10000,10000,10000,1790,1542,10000,923,10000,1600,1344,10000,10000,10000,10000,10000,10000,802,1780,10000,1115,1005,10000,684,705,10000,1588,10000,1550,1522,1565,10000,792,10000,10000,1523,10000,10000,951,745,771
"21",848,1503,10000,1693,10000,10000,10000,1085,10000,10000,1180,1652,633,10000,1438,10000,1460,1650,1079,992,10000,955,1027,1644,941,10000,1489,772,920,1520,10000,10000,1636,1172,10000,1252,868,10000,874,1586,10000,1067,766,10000,1110,1549,10000,1669,1309,10000,1264,1568,1355,1759,10000,1352,1689,639,747,10000
"22",1398,10000,10000,10000,10000,656,10000,1405,10000,1729,1067,10000,10000,10000,1423,10000,963,10000,1203,949,1250,10000,738,1641,624,1659,1589,842,1758,820,1473,10000,766,10000,911,816,10000,1033,969,10000,649,10000,807,1032,1058,1234,990,10000,10000,1258,10000,1302,1701,10000,690,10000,1646,10000,10000,10000
"23",10000,1129,10000,10000,1525,10000,1362,1615,600,1698,746,639,947,10000,763,1076,1764,1299,989,661,10000,10000,10000,10000,10000,1343,10000,10000,1092,1630,10000,949,10000,10000,10000,1204,10000,10000,1395,10000,680,1249,10000,10000,1320,1458,10000,1381,1255,1239,766,1669,1006,10000,10000,10000,10000,10000,1502,10000
"24",918,10000,667,10000,1595,764,961,629,1104,835,1627,10000,10000,1493,10000,10000,10000,1364,1349,10000,1066,10000,1378,880,1202,964,849,1454,945,1465,662,1413,10000,10000,944,10000,10000,1001,10000,1081,828,772,10000,608,10000,984,10000,1092,10000,10000,10000,1133,900,10000,752,797,1647,10000,10000,911
"25",1747,1782,10000,800,10000,10000,830,681,10000,10000,741,10000,10000,624,1304,715,10000,663,10000,10000,1262,1691,1333,931,1132,1071,1642,10000,1323,10000,10000,10000,10000,1009,1767,1088,10000,10000,1681,1778,10000,1008,1704,920,847,10000,1268,1249,1267,1007,10000,676,10000,10000,10000,10000,1601,10000,1121,10000
"26",10000,1208,10000,10000,1349,921,10000,10000,1494,1746,623,768,1654,10000,1782,1023,1314,10000,10000,1521,891,10000,1105,10000,10000,10000,1625,10000,692,10000,1036,10000,1713,991,10000,1500,10000,10000,10000,718,10000,772,10000,10000,10000,1288,10000,10000,1720,1669,1002,891,682,732,10000,10000,1483,1256,964,10000
"27",10000,10000,618,657,782,810,1043,10000,814,1650,709,10000,10000,1080,1316,10000,10000,10000,1560,1677,1639,10000,10000,1543,10000,1363,1563,1588,610,1515,789,10000,1250,942,10000,971,10000,10000,1136,1697,858,1337,1276,1432,10000,1238,10000,10000,10000,10000,10000,10000,1316,1739,1532,1755,1700,1462,10000,1262
"28",10000,10000,10000,1156,1142,1021,10000,10000,1305,1128,699,1425,1130,1505,10000,10000,10000,10000,1748,974,10000,1359,10000,10000,10000,729,10000,1499,1045,1052,1689,1437,1723,1350,688,1116,972,1107,10000,929,1043,10000,10000,1731,990,1198,1203,10000,989,10000,1448,10000,1444,10000,711,664,1738,1002,10000,1045
"29",10000,628,914,784,1617,10000,971,1523,10000,842,10000,10000,10000,1443,943,1397,686,10000,1771,10000,623,10000,956,10000,954,1161,1056,1577,883,10000,10000,836,10000,1727,10000,1650,1398,1625,10000,1586,10000,10000,1652,858,10000,1301,1637,10000,1540,1040,1796,878,10000,730,1044,988,10000,1076,848,1011
"30",935,10000,697,10000,793,1436,770,1531,1490,1028,10000,10000,816,1248,10000,1526,10000,1114,10000,851,912,891,1121,10000,992,10000,795,10000,10000,1035,10000,1369,1666,10000,639,10000,1057,1593,1174,10000,10000,1215,10000,10000,686,10000,1532,10000,10000,773,715,627,684,10000,1158,10000,1559,789,1125,777
"31",10000,1719,10000,1529,1424,10000,1066,10000,1413,1228,1512,1641,10000,10000,10000,1297,910,1138,10000,1002,10000,10000,10000,10000,1035,703,624,10000,1191,915,1116,1274,1111,762,10000,1203,1295,1278,10000,1367,1268,10000,1049,10000,10000,1487,1600,1524,1368,1789,1636,10000,1777,10000,868,1776,10000,1282,10000,1462
"32",1624,10000,10000,1177,696,10000,1413,10000,10000,1605,10000,10000,10000,10000,10000,1567,1058,1359,1676,1264,10000,1071,742,10000,649,1526,895,1733,10000,911,644,1433,10000,10000,10000,1151,10000,10000,10000,1343,802,1191,10000,10000,10000,1455,10000,1286,732,10000,840,1337,1433,10000,1710,10000,1737,10000,663,10000
"33",10000,10000,1531,1221,1142,1478,669,700,890,10000,10000,940,10000,10000,1756,1553,750,1549,10000,647,1012,1784,1655,1518,1509,1172,10000,10000,10000,10000,1165,10000,10000,946,694,1766,763,867,1666,10000,10000,10000,10000,1506,1733,905,612,10000,10000,1550,10000,948,10000,774,747,10000,861,894,1692,1533
"34",1281,1164,10000,10000,887,10000,795,766,10000,604,10000,1257,10000,10000,970,10000,10000,844,10000,1765,10000,10000,10000,10000,10000,10000,10000,1704,10000,1645,1640,10000,1479,1751,10000,781,10000,1577,1040,1178,1003,10000,10000,848,10000,1322,10000,10000,10000,1629,1320,1694,711,612,1659,1644,1102,10000,10000,10000
"35",706,1123,10000,10000,1196,846,10000,695,618,1030,799,1624,10000,1049,10000,10000,1417,10000,1759,10000,1305,665,639,10000,1130,10000,10000,1360,1228,10000,662,1162,1242,10000,10000,856,10000,10000,1166,10000,1215,10000,10000,602,1340,10000,10000,1196,10000,10000,10000,696,10000,10000,10000,1596,10000,10000,10000,1673
"36",10000,10000,1449,990,1687,10000,1766,10000,815,644,1537,851,1298,1571,10000,1516,1260,689,1646,10000,10000,629,10000,10000,1116,10000,1176,1758,1499,10000,1734,10000,10000,10000,1578,10000,902,10000,10000,1111,629,10000,10000,1613,10000,974,10000,755,1275,10000,1770,10000,1371,10000,10000,10000,10000,10000,698,10000
"37",1686,10000,10000,722,1078,1086,793,10000,1504,1455,1135,10000,10000,644,1608,1053,1388,707,10000,1452,10000,1749,10000,10000,1197,878,968,1366,1225,727,853,10000,10000,1423,1457,10000,10000,10000,10000,1482,745,787,10000,1125,730,10000,10000,1202,1009,1747,920,647,10000,10000,935,10000,10000,822,1545,10000
"38",1190,1371,1231,10000,10000,1398,10000,1031,10000,10000,10000,1267,10000,702,784,1368,10000,945,1144,708,651,987,10000,10000,1327,1093,1344,1629,816,10000,10000,10000,921,10000,10000,10000,10000,1652,1369,1527,10000,1506,1080,1042,1680,1168,1042,1730,10000,1662,1545,10000,642,10000,1542,10000,10000,10000,10000,10000
"39",10000,1540,842,10000,882,1646,1110,1336,1795,10000,1273,10000,10000,673,1388,1123,1270,10000,10000,1690,10000,1715,1758,1111,10000,10000,10000,10000,1413,10000,10000,10000,681,10000,1225,1108,10000,10000,987,10000,873,10000,1482,10000,848,1030,1764,10000,1332,1604,10000,10000,10000,10000,1200,10000,1328,1628,1653,10000
"40",10000,1259,10000,10000,1034,1347,1314,10000,1080,10000,1151,1364,10000,1784,10000,10000,1736,1659,10000,892,696,10000,1366,879,10000,10000,1491,1003,1246,1402,10000,10000,10000,1036,826,10000,10000,1743,10000,866,616,1706,10000,1705,10000,1362,1437,10000,1390,1795,619,1148,10000,692,10000,958,1368,10000,10000,1194
"41",634,10000,1242,1454,1307,1322,10000,1188,1193,1585,10000,10000,10000,1641,10000,791,10000,1482,802,1499,1166,10000,10000,1632,10000,10000,10000,1676,10000,942,10000,10000,10000,814,1065,10000,10000,10000,872,946,10000,878,904,872,10000,1655,655,758,662,801,10000,10000,10000,10000,1591,691,1708,760,1420,10000
"42",1383,1446,10000,1659,847,10000,1679,1038,10000,10000,10000,1486,1296,10000,10000,1433,10000,1642,1641,1692,10000,1398,10000,10000,10000,10000,1483,10000,776,967,10000,868,1791,647,1334,10000,10000,10000,1647,871,10000,1626,10000,809,10000,10000,10000,1056,767,1489,10000,10000,10000,10000,776,10000,10000,1057,1167,702
"43",884,666,1398,1169,1174,10000,10000,769,10000,1636,803,1480,1579,10000,1128,1003,1033,1292,761,1588,1239,1696,1025,10000,1464,1131,1646,1721,1615,10000,1510,10000,1424,10000,10000,812,1629,1317,10000,1348,1158,10000,10000,1532,1234,10000,10000,10000,832,10000,1437,10000,10000,760,10000,10000,10000,1022,10000,1798
"44",1564,10000,928,10000,10000,10000,1341,1375,729,1343,775,10000,1168,1407,10000,1363,10000,10000,604,10000,10000,10000,10000,1609,1219,834,1442,10000,690,1131,1467,10000,633,1599,881,10000,10000,601,10000,820,10000,627,1698,10000,10000,1561,1049,838,889,1068,1308,10000,881,871,1333,10000,1516,795,732,1043
"45",10000,10000,10000,784,1212,858,1558,10000,10000,10000,1254,1679,10000,10000,10000,10000,10000,1050,10000,1111,992,1525,1015,1161,10000,1315,966,10000,1732,1682,1631,1364,10000,837,960,769,10000,10000,1692,10000,1294,959,1531,935,1279,10000,10000,10000,895,885,10000,10000,1178,10000,10000,1048,1356,1665,844,1457
