"1",35
"2",34
"3",6
"4",20
"5",36
"6",6
"7",15
"8",13
"9",16
"10",13
"11",30
"12",28
"13",32
"14",34
"15",32
"16",9
"17",19
"18",15
"19",22
"20",17
"21",17
"22",11
"23",29
"24",14
"25",10
"26",25
"27",13
"28",7
"29",9
"30",5
"31",18
"32",18
"33",9
"34",41
"35",30
"36",17
"37",25
"38",43
"39",33
"40",41
"41",38
"42",41
"43",25
"44",32
"45",3
"46",29
"47",43
"48",40
"49",16
"50",13
"51",22
"52",8
"53",40
"54",7
"55",16
"56",6
"57",23
"58",20
"59",9
"60",10
"61",39
"62",22
"63",41
"64",3
"65",38
"66",36
"67",33
