"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
"1",11,20,26,44,18,29,27,16,34,46,44,39,10,16,13,35,27,16,35,7,10,51,15,35,41,30,34,50,28,53,42,31,53,34,35,15,47,21,43,33,10,6,42,14,35,12,37,16,37,18,7,55,23,21,26,8,34,45,55,35,28,31,15,37,32,49,48
"2",51,52,9,49,50,18,34,6,44,20,33,42,15,10,35,44,49,40,36,11,53,17,45,49,33,47,20,30,32,12,44,33,48,5,49,55,18,51,6,38,41,47,28,18,41,14,41,38,19,21,54,25,29,9,55,21,54,46,41,41,51,6,16,55,45,12,40
"3",48,46,15,13,47,39,39,55,42,54,31,26,46,35,20,34,54,23,29,51,8,20,26,7,49,37,50,36,29,43,48,45,24,39,26,14,27,48,39,31,20,47,29,20,21,45,21,34,31,20,5,24,20,30,24,8,33,18,26,50,48,18,14,17,13,21,35
"4",55,25,48,7,34,6,13,54,15,5,5,25,11,14,39,10,17,30,14,14,26,16,43,8,35,16,47,23,14,23,37,33,23,51,50,38,12,53,48,30,46,55,46,11,12,40,53,7,54,45,53,22,47,49,41,6,24,27,31,31,38,53,25,13,28,48,44
"5",22,24,35,32,30,52,18,11,23,15,29,31,18,12,44,54,14,32,41,27,21,30,39,26,39,12,50,52,41,32,33,14,31,30,27,9,41,48,11,33,41,29,11,19,18,50,43,10,7,18,30,52,12,12,43,18,51,30,38,13,10,52,33,41,24,42,30
"6",46,24,25,37,23,7,48,34,39,7,50,51,11,31,34,51,32,19,46,20,38,26,37,40,13,42,9,39,54,38,12,51,8,14,49,53,19,39,52,5,55,12,38,17,44,15,34,52,11,41,43,41,30,39,20,54,15,40,35,44,29,46,12,24,18,23,26
"7",9,9,10,35,20,32,32,6,31,39,35,55,29,9,13,54,21,38,12,21,9,26,16,45,13,41,47,23,47,22,50,44,51,41,27,38,20,6,55,48,55,33,22,17,13,37,17,39,41,24,8,22,53,48,24,43,29,14,37,5,10,43,47,41,22,22,36
"8",30,17,25,46,49,29,26,54,50,51,45,52,14,9,22,20,12,20,31,52,8,14,51,46,29,21,23,36,18,48,22,49,23,17,44,24,29,46,39,7,20,53,30,31,33,7,48,52,10,14,55,40,9,51,30,15,38,29,46,40,54,12,6,38,43,45,18
"9",50,26,30,40,24,37,23,29,18,50,15,52,30,43,45,29,44,35,50,31,28,15,49,48,8,44,32,28,28,30,32,21,45,10,51,6,6,16,14,32,36,53,19,38,11,53,40,37,41,16,31,52,24,30,53,40,13,28,43,29,45,45,48,13,18,46,54
"10",38,13,55,20,39,39,43,11,36,23,12,30,19,12,29,40,21,6,34,44,28,50,51,34,30,55,52,35,54,40,42,39,12,5,8,33,27,24,8,51,7,13,30,42,27,54,44,10,12,51,23,12,12,49,48,50,41,16,41,9,48,17,26,21,35,21,54
"11",39,11,34,22,10,8,16,39,22,41,19,8,54,10,9,45,23,12,39,11,19,8,12,11,12,30,18,54,27,46,38,52,47,53,6,27,54,35,23,39,6,12,44,42,5,21,8,11,28,14,20,12,50,21,32,41,30,38,20,50,9,54,8,39,49,43,24
"12",48,6,32,33,19,19,26,26,12,22,32,53,9,14,53,18,55,50,36,49,28,46,37,36,9,32,36,36,55,34,22,30,16,13,38,11,17,37,17,47,24,5,44,31,41,18,21,28,32,41,54,25,30,36,36,44,44,11,24,9,23,19,13,9,9,48,14
"13",25,46,9,46,29,52,34,48,24,18,24,14,45,49,43,20,25,34,35,44,55,14,31,6,16,43,36,25,32,52,34,36,45,41,37,8,7,34,50,23,12,50,39,12,39,43,52,47,32,13,41,42,31,41,50,29,36,46,13,15,52,7,48,53,30,15,12
"14",36,41,32,45,29,11,31,23,33,32,35,50,33,30,17,24,28,17,41,26,8,7,54,18,49,42,48,44,44,30,34,51,32,47,18,44,45,12,43,6,27,13,46,54,35,14,21,28,44,51,28,45,18,46,46,31,49,39,16,5,9,6,52,47,26,55,9
"15",49,24,24,45,9,10,27,49,51,36,49,44,20,9,46,30,34,45,47,26,32,39,48,9,43,11,30,55,11,16,11,21,43,26,16,41,24,9,45,53,6,32,27,29,20,41,26,46,55,7,16,27,26,35,8,28,40,20,48,46,28,8,30,6,41,48,22
"16",14,49,37,10,23,53,11,30,55,45,54,11,51,49,17,14,44,52,19,51,49,19,18,7,37,54,52,40,18,6,11,12,42,19,55,38,30,47,43,41,19,42,32,43,27,53,35,42,35,6,42,44,27,44,46,35,16,55,6,16,39,28,29,34,17,7,52
"17",39,6,37,31,33,55,41,45,35,8,52,8,16,22,47,48,37,10,20,20,39,30,49,16,34,27,27,54,18,30,32,30,50,53,16,11,17,26,24,53,27,48,28,34,31,41,6,28,51,29,39,16,34,54,38,36,6,49,52,14,5,47,7,28,37,49,24
"18",19,29,6,14,39,21,16,13,18,50,50,52,37,41,35,34,9,46,51,53,39,54,13,54,10,34,50,14,37,20,52,43,51,47,46,22,13,45,41,14,28,7,24,47,26,6,41,32,54,13,40,13,51,25,14,53,23,27,46,18,55,49,34,12,15,35,6
"19",37,5,8,48,30,39,15,28,8,39,33,33,21,19,23,10,27,14,29,50,28,7,36,42,26,19,25,11,19,27,15,55,5,13,45,53,18,24,53,9,20,54,51,50,11,15,55,20,39,22,32,32,31,15,16,26,47,32,13,53,18,25,24,37,36,12,11
"20",15,19,19,38,31,22,25,14,46,27,39,53,7,27,29,39,54,45,29,35,42,52,15,32,33,39,16,49,9,43,17,9,38,41,26,43,22,27,39,54,38,15,43,52,19,54,43,27,12,21,48,49,22,51,55,26,15,49,15,49,48,45,21,5,9,6,41
"21",52,34,24,15,46,45,10,33,43,53,21,23,10,54,6,17,36,11,9,37,30,32,38,47,5,7,39,53,44,21,39,45,42,13,24,48,52,31,53,35,36,45,16,12,32,27,9,36,23,36,27,14,39,15,45,35,37,50,53,50,45,8,19,47,7,28,53
"22",10,14,29,32,47,51,22,16,45,55,18,29,38,13,32,46,10,48,17,51,52,17,25,36,54,33,37,43,49,39,51,37,51,17,37,32,24,40,5,48,48,25,8,53,10,39,15,38,37,12,41,42,49,7,34,38,23,8,9,51,28,31,29,5,37,42,48
"23",44,46,10,48,37,50,34,37,13,16,32,53,16,33,18,44,6,7,31,14,31,45,55,49,40,21,46,24,50,35,38,15,50,32,50,42,11,25,10,49,8,48,39,9,25,42,37,15,11,43,36,45,6,21,12,55,32,43,48,8,39,35,16,12,19,35,16
"24",17,53,38,34,7,13,54,10,30,27,34,37,34,36,16,8,18,25,27,6,11,28,45,53,38,40,44,24,28,53,28,36,25,21,46,19,15,32,43,29,32,36,8,47,53,45,51,41,15,16,34,10,13,42,37,38,51,26,30,17,6,25,30,53,30,22,27
"25",48,52,34,52,7,44,7,23,17,52,24,7,22,55,51,17,26,30,39,52,9,33,47,38,18,34,49,12,17,49,54,31,43,44,25,43,41,8,19,53,55,52,5,53,54,39,16,19,32,41,47,53,30,42,43,17,53,20,32,23,29,54,33,46,54,5,19
"26",39,42,45,19,51,33,6,53,14,21,50,23,6,28,19,49,8,49,22,5,43,42,6,48,15,40,36,47,41,38,30,15,6,23,36,19,8,27,28,41,30,28,29,34,15,24,33,27,21,9,17,20,15,6,31,33,5,41,21,39,14,24,49,34,38,8,12
"27",29,25,39,46,7,53,31,27,41,37,23,37,36,18,48,11,46,55,7,47,10,55,48,35,22,41,34,13,52,48,37,51,33,40,55,7,34,32,32,46,20,11,46,38,11,39,31,26,49,21,37,16,43,38,41,23,23,33,24,22,51,42,18,45,20,49,6
"28",38,29,37,21,36,43,29,9,50,39,45,49,21,47,43,25,23,34,13,37,25,40,22,30,9,19,14,22,18,34,47,37,21,7,36,52,15,29,38,37,54,19,25,23,8,38,44,17,17,11,47,37,16,15,28,26,37,8,21,47,11,29,8,6,52,54,51
"29",7,37,29,20,28,36,13,22,19,51,17,7,34,48,31,47,32,20,45,10,5,14,33,42,15,10,30,15,37,48,32,47,53,32,34,52,30,34,11,33,11,34,22,41,34,11,33,19,29,8,50,22,8,35,19,22,23,8,39,50,50,22,46,46,34,29,44
"30",37,21,44,31,16,18,11,55,32,52,48,33,38,23,37,36,12,12,11,40,7,19,55,17,31,37,23,36,20,12,33,28,52,45,25,15,49,48,40,18,16,48,48,9,24,30,50,20,15,13,27,37,23,16,21,42,12,5,26,9,32,51,39,14,17,27,22
"31",46,43,14,52,34,37,26,40,7,47,19,45,20,41,33,30,50,29,8,41,25,19,51,20,44,55,44,15,22,38,25,46,48,23,41,29,10,21,49,47,53,28,33,17,34,22,42,37,46,34,49,46,54,46,46,11,55,26,26,14,44,55,15,11,11,33,47
"32",45,49,8,10,12,35,10,54,32,42,34,24,27,49,53,38,35,53,8,47,43,34,30,6,13,41,45,39,55,55,11,48,39,6,31,5,49,29,9,30,28,44,26,17,43,21,42,48,11,38,37,43,53,21,16,46,29,55,19,44,30,20,45,15,23,17,25
"33",27,50,24,42,49,6,21,39,51,16,24,51,26,32,19,26,37,18,36,7,26,36,33,46,5,15,31,36,29,51,36,24,20,25,12,25,38,12,33,36,53,14,6,45,15,26,6,31,24,50,24,38,41,43,5,14,7,10,33,11,40,35,7,35,25,16,5
"34",48,45,7,25,9,15,54,54,28,15,40,44,40,44,8,38,12,55,29,46,43,31,14,28,45,13,31,55,9,15,48,30,38,29,10,49,49,54,36,38,9,52,14,38,25,42,26,38,36,14,16,13,27,20,51,16,31,34,32,42,38,15,27,55,48,31,9
"35",17,30,23,8,31,20,8,48,20,52,7,54,34,46,6,10,23,47,12,50,10,39,25,39,12,43,33,33,30,26,38,9,31,49,53,9,38,53,10,12,6,41,25,55,31,23,50,24,51,46,19,7,42,52,49,47,37,12,35,40,36,37,50,33,55,50,5
"36",47,18,34,42,6,26,17,19,49,27,6,31,21,15,27,7,11,28,32,39,26,42,45,52,21,15,45,48,22,27,36,35,45,9,27,47,52,48,27,45,54,50,29,18,43,44,33,31,31,35,33,51,19,38,34,40,40,11,25,26,18,48,26,40,11,44,36
"37",52,20,30,47,48,51,11,41,35,5,32,55,10,23,32,36,9,8,38,8,36,40,9,41,55,42,6,5,44,18,29,26,22,55,13,43,9,28,8,33,51,42,55,30,13,40,34,54,40,32,27,10,50,35,36,35,34,18,33,53,37,54,32,43,21,48,9
"38",54,19,12,55,54,7,38,27,21,54,14,48,21,21,14,51,30,13,13,10,23,36,10,11,51,16,55,52,21,7,34,40,40,54,11,18,12,22,52,11,20,22,40,41,47,29,46,54,38,42,26,5,10,7,30,23,31,22,22,28,53,42,40,49,28,41,23
"39",55,29,16,42,20,45,38,7,31,45,27,14,52,5,20,25,13,25,25,9,14,9,16,29,54,35,50,31,11,13,39,15,47,29,32,32,32,37,50,53,35,50,14,47,12,7,35,26,29,18,18,26,9,33,35,15,22,22,38,36,11,55,52,16,46,28,43
"40",50,41,14,45,39,34,33,52,9,38,9,45,11,13,38,12,24,40,13,50,36,13,15,26,12,7,8,12,21,54,32,24,52,39,15,43,24,48,5,27,48,17,7,12,13,11,28,13,53,28,55,44,8,54,19,46,46,51,50,13,24,43,10,17,10,25,49
"41",16,26,27,52,20,26,53,51,5,36,29,15,53,14,48,54,33,39,19,12,10,7,10,54,17,19,8,23,17,51,16,21,46,31,31,51,44,49,42,38,41,31,53,27,32,45,53,44,55,28,14,18,19,30,25,29,9,38,42,22,14,7,14,52,19,48,27
"42",40,15,31,7,45,13,44,35,42,32,10,6,12,27,47,55,43,53,10,15,44,52,8,36,34,41,32,44,54,40,6,52,48,7,34,25,27,5,29,34,6,14,29,28,49,7,6,49,9,7,33,13,25,10,8,53,27,8,36,28,39,9,25,55,44,40,15
"43",33,34,22,30,30,22,21,24,51,23,41,8,21,51,13,30,14,49,36,17,41,23,12,52,34,44,48,20,6,49,47,27,45,55,37,13,50,5,22,47,15,25,11,28,39,34,33,15,17,16,14,8,8,34,52,10,26,21,42,26,28,17,38,54,12,12,19
"44",33,30,9,13,30,47,38,21,38,27,7,5,51,19,33,38,29,33,24,12,32,7,9,34,14,17,32,44,20,29,51,44,11,43,17,26,50,42,12,6,53,23,26,13,10,35,26,7,31,48,50,47,32,38,40,18,50,48,46,54,6,48,22,54,11,27,28
"45",42,35,26,35,23,29,38,28,39,12,42,26,23,52,8,35,32,32,10,5,13,7,38,7,22,45,21,44,14,9,38,43,14,22,33,34,30,48,18,27,55,54,22,12,54,5,12,26,18,38,40,11,41,33,16,21,16,37,6,53,6,20,51,27,40,19,12
"46",27,45,12,6,12,39,9,13,18,30,18,11,8,12,48,43,13,53,13,16,48,7,47,11,15,22,10,37,28,12,5,8,20,31,52,12,24,15,11,54,39,51,18,32,41,12,29,32,25,14,31,8,41,16,19,38,53,36,20,29,14,22,9,24,20,20,27
"47",7,18,27,12,53,32,8,6,33,33,22,38,30,55,8,31,11,38,48,49,35,14,5,21,44,34,11,55,32,14,23,12,10,27,30,32,54,37,29,38,17,21,40,55,29,53,18,30,15,17,11,38,27,23,28,19,51,34,41,48,42,53,41,25,7,18,16
"48",32,29,49,11,11,55,33,43,44,22,28,24,32,38,27,38,19,21,35,50,31,52,20,16,40,19,30,33,36,22,48,55,10,40,22,13,13,48,12,54,49,22,17,48,25,27,36,13,36,14,49,54,43,29,32,19,36,36,41,36,19,20,51,29,12,22,32
"49",17,7,48,29,34,39,16,44,53,44,16,54,52,41,9,36,53,13,25,49,9,53,18,39,53,28,7,51,26,30,24,50,27,27,12,10,26,40,17,14,33,40,50,28,45,41,52,46,36,53,54,44,18,39,47,37,10,20,52,43,5,10,19,53,20,44,35
"50",6,5,16,53,52,13,11,39,43,29,32,16,54,14,15,49,50,29,17,16,40,34,39,27,40,34,8,51,16,21,10,7,50,31,27,19,38,39,19,44,7,30,14,43,40,13,25,26,44,15,10,51,28,51,31,39,41,40,25,36,35,15,51,51,55,42,23
"51",33,32,29,50,55,52,29,21,32,26,40,38,14,35,25,32,34,53,34,8,6,32,48,7,14,26,17,30,37,38,13,33,27,10,42,43,21,17,41,50,6,39,51,38,35,52,10,47,45,33,25,35,28,13,54,13,45,37,52,11,53,37,41,16,42,28,31
