"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",24,11,33,35,16,18,31,9,22,15,23,33,31,6,23,34,19,31,21,33,33,33,18,25,8,27,20,28,23,16,26,9,30,33,16,8,16,23,24,12,9,18,5,10,29,15,20,32,24,18,5,30,32,28,28,12,32,7,10,19
"2",11,32,20,25,24,8,16,33,27,9,23,20,10,26,35,7,33,31,9,17,35,12,25,35,15,5,15,15,32,15,24,12,5,26,11,11,35,14,34,13,10,8,19,18,22,10,17,8,29,29,30,30,28,19,25,10,20,34,33,19
"3",33,29,12,21,7,9,15,26,25,19,15,27,6,6,20,9,17,28,8,16,23,10,11,29,31,9,28,25,25,14,25,20,11,12,27,6,31,9,22,31,30,34,19,9,9,34,13,19,14,12,8,27,19,18,8,27,32,31,34,7
"4",22,5,29,26,27,24,18,28,8,17,6,35,13,17,32,23,24,17,28,26,31,30,14,23,8,30,16,15,23,10,33,29,6,12,24,27,8,14,12,13,27,23,15,16,7,31,6,5,21,15,27,9,5,13,7,16,15,16,35,26
"5",13,19,35,5,8,23,13,21,12,8,27,35,17,24,12,12,25,14,16,34,30,23,7,35,34,23,25,30,6,34,16,34,31,26,19,26,14,19,6,35,27,30,10,21,21,20,5,8,26,32,33,35,11,19,21,34,20,35,15,23
"6",6,24,33,11,35,6,14,10,12,19,32,34,26,31,24,10,32,13,9,20,29,11,32,8,13,24,27,9,11,23,27,34,26,29,16,6,25,28,30,8,35,8,27,31,11,23,27,11,25,30,24,14,27,16,22,8,12,34,16,25
"7",11,21,14,23,29,23,5,28,14,26,9,5,12,19,20,15,17,23,26,16,8,9,14,24,20,8,18,29,25,15,32,24,24,27,10,20,30,29,20,32,17,25,23,12,6,28,35,27,14,17,35,26,10,32,22,16,14,13,23,22
"8",7,35,7,31,12,21,25,9,22,32,35,19,12,9,32,26,26,29,29,18,12,7,6,5,35,35,12,8,11,12,22,20,35,29,33,18,5,35,27,23,11,23,29,20,21,26,6,23,9,28,14,22,7,6,8,34,19,7,30,7
"9",10,27,18,19,10,25,17,32,14,22,15,27,35,23,35,18,21,12,20,20,17,9,22,35,17,31,23,19,19,32,18,29,29,29,6,33,16,22,24,26,11,26,10,10,21,32,6,14,12,34,21,15,26,7,20,15,17,5,26,32
"10",26,30,6,10,18,19,15,6,18,30,9,21,22,9,8,7,17,25,11,25,14,35,11,7,22,28,23,27,9,21,15,8,20,9,19,25,18,6,16,28,19,22,24,29,23,29,12,21,27,14,17,8,29,21,22,7,15,7,16,23
"11",23,11,8,34,30,30,27,15,20,15,20,12,26,16,14,30,21,16,11,26,33,21,18,17,17,10,15,8,20,21,13,35,11,33,34,21,14,25,32,34,23,16,26,8,31,33,21,9,19,12,21,20,23,22,23,12,20,35,9,33
"12",31,8,30,32,7,15,35,16,9,10,23,29,20,7,15,35,15,23,16,27,20,8,12,23,15,12,31,22,28,16,18,14,34,27,32,20,23,17,20,14,19,31,14,25,35,23,10,15,21,5,10,23,30,32,15,18,32,28,27,21
