"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",5535,6915,9180,6835,9620,9201,7438,5845,11473,6247,8120,11627,9740,4177,5771,5114,4110,5760,9406,7580,4087,5600,10595,9688,4421,9854,8792,11010,11776,5163,11048,11692,4690,11519,6661,9572,11755,10412,6881,7161,7257,10944,11750,9496,10834,7301,11263,6821,5249,9511,8509,6881,10128,10975,5578,7796,11568,4833,5932,4421,11954,11595,7196,7769,8797,6135,4615,4171,7878,11814,6089,7880,5826,6461,10743,7631,4411,8423,7800,6467,5252,9733,9117,6178,6924,6562,11617,7068,11850,8255,11437,11307,7894,11741,10872,4168,11374,10078,5430,10055
"2",10125,8451,8216,5947,11674,8133,9360,10865,11787,6060,9250,11863,10396,4156,8559,8396,7756,4889,4671,8808,4028,7828,6429,11321,6554,9805,5164,7028,4235,4406,10726,8040,8822,6477,11987,4496,6919,6860,6007,7116,11742,7480,4671,9860,4794,10630,9513,10914,4608,9857,4670,7856,5931,8003,5749,6471,8662,9893,4612,6757,6783,5078,6257,9842,8606,6689,10337,10795,4237,5344,9250,7892,11553,8281,6487,4918,6113,5427,7981,8871,4788,6518,10762,11656,8129,10053,10745,4558,11772,7732,10388,11176,9300,4024,10177,11970,6630,8801,10103,5556
"3",7899,6579,8617,5348,5657,11813,6742,4514,4773,11329,4650,6514,10412,4871,10708,7716,6269,8036,5988,10762,7087,10381,11834,5558,8183,5268,4958,4683,8231,6287,4347,6193,5832,10870,9891,7978,7920,7082,10801,6637,10367,9456,5531,5697,5184,7165,4266,8158,11519,11757,6990,10341,11853,10155,4970,5602,5559,5240,7011,9882,6877,4277,8957,7004,8089,7949,10129,7311,8752,11938,9263,4666,12000,9182,11931,10614,11234,8881,11326,8436,7178,8421,10049,7981,8902,4853,11927,7070,7118,11638,5925,7561,10961,7562,5491,7010,9949,4995,9768,11907
"4",11213,7869,9748,10289,9040,10966,11226,6698,9796,6839,7482,7092,9662,5943,11337,8307,10341,8046,10747,7270,8199,5242,9450,6143,5260,4762,11996,6904,4524,7843,5076,6701,4018,8442,8443,4874,9876,9835,11457,4614,5993,10017,7963,10247,6832,9980,4328,10061,8846,8057,9112,6443,9270,6383,9646,5541,5249,5168,7020,6167,8748,10087,8489,11869,9581,5456,4754,5670,6417,7137,8509,11015,11201,6164,7886,9677,7986,12000,11032,5470,8117,8479,10196,7385,4426,8759,8220,6070,4438,10205,8923,10545,5839,6077,6001,4432,4045,5808,8629,7462
"5",8928,9767,6621,5990,10362,5864,8921,7704,8915,11158,9817,10285,11601,4731,4201,9839,11998,11115,11612,9760,6888,6208,6764,9875,6837,5676,4874,6919,9888,7861,9893,8425,11881,6959,4857,5997,7979,11054,10069,9865,5333,6296,8159,9329,7661,11415,7025,7846,9683,5642,7476,5038,7292,10889,6985,7270,10369,8093,5773,4403,8057,4531,9356,9953,11296,11636,9596,9508,10116,8756,7974,4086,10033,11057,9289,6237,9215,10084,7172,8805,8934,6610,4196,8736,8804,11634,10710,11895,5796,4883,9626,11435,6562,10542,6464,7252,10218,8356,4003,9744
"6",10489,9332,6067,8968,9646,9288,8548,7648,6490,7603,11434,11669,4406,7053,4428,9370,10258,8382,7961,10244,8104,9621,9561,11075,10060,7135,4659,11636,5365,7087,6603,6428,10055,8223,6250,4082,6694,7780,8295,8697,4036,9305,6423,5088,9792,8856,9512,6825,9855,9075,4027,5564,11430,10353,9317,8994,8145,10644,8306,8227,9327,6779,8455,9658,10304,6869,7068,9740,5649,9991,11758,11659,6633,5750,9327,7026,7093,8061,9744,9017,6234,8584,8463,8879,10760,4706,7253,4532,4536,10595,8714,7753,6604,5480,7327,6663,6169,9944,10008,9547
"7",10301,9441,9688,11114,8234,7455,9017,5340,10366,6908,11695,4144,10457,10169,7329,8072,11420,8067,6482,8136,11072,11226,7168,9853,4935,5642,8576,11885,4000,8127,11061,7083,6692,6611,7251,11554,10874,10193,9592,9429,5743,9064,5048,9675,4409,8976,10358,4119,11530,6731,11393,10411,11563,9614,8236,10901,4818,10621,5373,9857,7346,6011,4578,10609,6705,8033,5344,8615,4755,10190,7450,7938,6500,10682,5599,6296,5130,8102,7432,9990,5581,7429,10371,4190,6587,7831,6201,10865,5036,11577,4742,10231,11326,10636,4966,7620,10043,5180,5646,11566
"8",10177,9478,5871,4433,6063,6263,9027,5308,10483,10315,6158,10401,8687,8784,11991,5568,7831,10165,9058,10239,5309,4026,6879,8595,6772,8750,9702,11186,6718,7304,6356,8865,9642,8925,9015,11756,6957,8854,10113,6170,10429,11794,5689,9789,8867,9362,4085,8959,7297,9062,10483,6773,5902,4359,10980,9591,8182,7757,10952,5619,5089,9656,11670,4740,8779,7441,9367,10106,4738,6820,10556,10309,6481,8646,7723,11902,4146,8770,9084,4944,8405,4287,11787,10626,9361,10776,11456,8503,11329,6947,7455,11427,4305,9087,9251,4514,11574,9833,9761,10174
"9",8213,10193,8801,8229,9822,11443,8713,8048,9113,7178,5735,7806,10186,10265,9458,10877,8854,8012,5287,6888,11243,8938,11486,8742,9736,5640,9853,5424,11337,10545,5287,5389,5916,6556,10116,7214,5332,10177,5385,11837,9694,10508,10294,6851,5906,5458,10521,4646,4300,7794,5687,7125,6042,10986,5810,4765,4409,9620,8653,8793,10875,9362,5008,10441,7657,9135,6601,4267,11242,9473,5824,4248,6817,5878,7048,5730,7456,9423,5324,10289,11710,8267,11477,10189,9985,6314,5163,8643,8703,9815,8683,9469,10392,8673,11125,9564,10199,5817,7250,7253
"10",5178,9651,10765,9142,6245,10151,10093,9148,8145,9222,9614,5897,10234,7179,9666,10335,5583,11932,9217,8873,10466,10065,5371,9928,7297,7254,11218,8732,9217,10945,8955,8420,7296,11292,4539,6036,5485,5626,11112,11714,9216,9985,5952,5028,4966,11265,11506,5465,6759,9922,11282,5166,6341,8786,9739,7453,11784,11340,6870,5423,5632,6839,7695,10371,9972,8279,5332,10447,6770,10603,11369,9931,4553,4061,6510,9804,10171,5383,4584,5737,9949,8062,9796,4749,6321,5793,9604,4451,8730,6834,7304,11194,9201,11742,11081,4726,4744,4607,6656,10639
