"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",602,698,1471,1499,765,1034,680,648,1636,799,612,1707,1147,1409,1230,1632,1388,936,1001,1797
"2",1750,1648,1452,869,644,634,1135,917,1157,1739,903,1601,1164,662,1058,1799,1378,1112,1413,1422
"3",1625,1396,1034,812,853,1138,1248,1275,1176,1745,1159,620,1625,1754,835,1157,731,1115,1058,1310
"4",1544,985,743,1109,920,699,826,1158,1406,1120,899,1137,1286,1064,850,1597,1091,815,1741,899
"5",1525,1092,1548,921,1745,1631,1164,866,1800,1340,1424,924,1487,1693,1489,1652,843,1464,909,1699
"6",1443,1354,1261,869,1208,1799,1384,989,1053,1361,1772,885,1739,809,1248,1315,697,610,1400,1462
"7",727,1681,845,771,1030,1349,1406,1115,1485,1208,607,1536,720,1491,837,1783,700,901,1639,1199
"8",1545,1309,1655,1392,1614,1583,816,1150,971,1087,1272,770,624,1371,1006,1263,1208,1471,983,1064
"9",1165,1567,725,908,1523,612,825,998,1636,744,986,1252,837,1408,1759,1510,1130,684,686,785
"10",1250,1001,1745,1452,1284,925,717,642,677,923,1233,634,1058,1456,679,1161,1389,1270,1249,658
"11",1402,699,727,1543,954,1301,946,1030,1077,1204,1776,1444,628,968,645,856,1637,1433,1335,948
"12",963,1188,761,1502,1463,1137,663,1145,1480,1018,1608,988,1011,993,1776,708,689,800,1225,1712
"13",1781,717,1486,1388,1409,784,1790,1743,645,760,1518,1772,1518,1750,1612,1319,1121,1301,1226,1060
"14",725,681,735,848,1038,1653,871,1613,1443,1331,1363,999,1691,1597,1624,734,946,1259,1022,1183
"15",1236,811,1222,1197,1369,1726,1369,1078,1257,920,1568,1013,1109,1132,1517,1663,715,910,1389,1090
"16",1670,1643,1000,1267,976,1299,808,809,1774,729,824,800,1473,1223,1029,1577,1478,1081,1327,819
"17",1082,655,616,1065,1281,1352,909,807,1162,1179,1475,1075,658,902,1341,1275,1765,1308,1686,877
"18",883,1310,1188,1249,1587,636,1596,1755,757,621,1454,1545,1324,1252,720,1325,1157,917,920,1588
"19",1574,1602,985,1399,1149,723,1644,1411,1296,1363,1716,1148,880,1540,870,741,1545,900,1649,1335
"20",810,1008,1401,1486,1156,916,1489,1722,1388,927,1411,1346,759,1576,978,714,1535,1747,790,994
