"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",10000,1677,1437,650,1273,1276,1750,936,1128,1036,10000,1615,1373,10000,679,1120,1375,1756,1395,10000,617,1092,10000,648,10000,855,617,10000,10000,1383,703,10000,738,1605,10000,1675,10000,10000,1481,979,1299,1326,10000,1348,1184,10000,1469,691,10000,10000,1775,10000,1767,1309,626,719,750,1279,902,1162
"2",698,10000,629,1187,1592,1264,746,10000,1331,913,989,1468,1470,10000,905,10000,1402,1372,742,10000,1525,10000,1272,10000,1078,10000,1003,1533,1567,1380,10000,10000,1762,10000,651,658,843,10000,10000,1250,1296,10000,10000,1047,10000,10000,772,619,1435,1097,1222,1402,911,1657,1673,1405,722,1104,732,1676
"3",10000,989,10000,10000,10000,10000,1385,690,952,10000,10000,10000,996,1272,10000,10000,1791,926,10000,978,1249,1745,1614,977,10000,1132,10000,1772,10000,1009,10000,1496,1783,903,976,1076,1155,10000,1152,799,1151,1495,1257,10000,10000,1198,1005,10000,1255,751,1540,977,1472,1493,10000,10000,1680,10000,10000,1582
"4",1471,1552,1654,10000,1142,1612,1115,1280,10000,977,1161,1730,1035,1590,10000,10000,10000,1531,10000,1528,728,931,1673,10000,10000,1365,780,1358,621,10000,1212,10000,10000,1532,892,10000,1322,1164,10000,1286,10000,10000,1280,1723,10000,10000,1308,1404,1333,10000,10000,883,10000,1167,10000,1397,1130,10000,1344,1748
"5",1513,757,1632,773,10000,743,1057,1726,1369,1710,10000,10000,10000,10000,886,10000,1172,1659,1650,10000,10000,1168,1224,1342,1580,10000,1367,1158,1110,10000,1592,1527,780,814,1605,1153,1723,10000,760,1547,1502,10000,10000,839,10000,10000,10000,1194,1289,1009,10000,10000,1385,10000,10000,1544,1579,1775,1195,1624
"6",1065,1161,730,940,1226,625,1364,10000,10000,1243,10000,1214,10000,1287,1285,1054,1313,1210,1408,1462,10000,10000,606,1542,1267,10000,1131,10000,10000,1196,1049,1476,10000,1294,10000,10000,1358,622,1159,1239,1028,10000,611,1461,609,619,10000,957,10000,895,10000,1468,10000,1018,10000,1131,905,10000,848,1394
"7",653,921,1516,748,1686,1353,1247,970,1652,1127,10000,10000,1753,615,10000,1031,1247,909,1513,10000,1798,1247,1590,10000,10000,10000,1370,10000,634,10000,742,10000,644,10000,1662,601,1600,1113,793,10000,10000,700,858,1459,1047,1185,1641,1363,10000,1490,1127,883,1075,691,10000,1621,872,1237,10000,1636
"8",1097,1343,1453,10000,10000,10000,10000,653,842,790,857,10000,982,10000,10000,10000,10000,10000,1279,10000,1626,10000,601,10000,1352,840,850,1539,1722,10000,873,10000,10000,1597,1151,10000,808,10000,1366,849,1323,10000,732,1774,10000,1653,1264,655,886,1222,10000,10000,794,1241,905,1618,1178,1472,1467,1633
"9",10000,1645,10000,1414,1192,1586,10000,10000,10000,10000,1066,919,10000,10000,1094,1158,1587,10000,1706,1791,1056,10000,10000,1010,869,1183,1574,671,773,10000,993,1460,10000,1478,10000,10000,659,10000,10000,674,10000,1465,10000,1312,745,1165,10000,1732,667,1050,1779,10000,10000,10000,1436,1208,1323,607,813,1196
"10",1540,10000,1361,10000,686,10000,10000,1619,1707,1458,10000,603,10000,1639,1318,1122,659,1154,1578,1481,10000,1419,1518,769,1358,1397,1529,10000,1184,988,10000,612,1261,1146,608,706,1157,1627,10000,1569,10000,1611,1030,888,10000,10000,745,10000,10000,1152,1456,10000,909,609,1056,10000,1595,10000,1247,1707
"11",10000,859,1069,10000,903,10000,10000,1642,1125,719,1452,1424,842,1167,1206,1657,1018,10000,10000,1730,1313,10000,1642,10000,10000,927,1443,1666,1033,623,1494,10000,10000,1162,1658,1467,1566,1214,1787,667,1361,10000,1187,10000,10000,10000,10000,1466,1234,10000,953,10000,1596,10000,10000,10000,733,1626,1161,763
"12",10000,1043,1776,973,10000,1460,1712,1422,988,10000,1549,10000,1378,1119,1529,1412,1745,601,10000,970,10000,10000,1259,10000,1686,1680,1377,638,10000,991,1221,10000,809,1281,1764,10000,1656,1114,10000,983,1367,10000,1639,1251,707,1286,726,10000,961,10000,1208,726,10000,1302,758,1331,10000,624,1331,735
"13",1268,10000,694,10000,10000,10000,10000,1747,716,10000,871,1660,10000,1275,972,1686,1648,1400,1673,648,1182,1564,10000,10000,1118,1148,1239,1294,1008,1345,1349,1521,1457,1219,10000,1373,1675,1696,10000,10000,10000,10000,1460,1707,848,10000,10000,10000,10000,714,761,10000,10000,1553,1550,1188,10000,1645,1528,1551
"14",10000,631,10000,802,1036,815,10000,1124,1014,1151,10000,1369,1360,623,1570,10000,961,1199,1319,1117,899,1005,10000,873,10000,1443,10000,1063,1448,761,1311,1040,10000,1521,943,10000,922,10000,715,964,896,1002,10000,770,749,906,1425,1799,1012,1420,1570,10000,906,1213,10000,1224,769,783,1664,10000
"15",1321,1095,1243,1151,1021,1106,1476,1679,1614,10000,1062,1227,922,1493,10000,1032,1541,1190,10000,10000,10000,10000,1785,1607,910,983,10000,1744,10000,1790,10000,1041,10000,1762,802,1418,808,724,905,1656,1449,1706,10000,1633,1090,889,858,10000,608,1144,1795,10000,712,710,1375,1108,1707,1032,1538,1748
"16",1116,1529,10000,774,945,1659,1635,1090,1530,10000,10000,660,10000,1420,10000,1258,1352,1785,10000,1288,628,10000,1052,1775,10000,10000,10000,1060,10000,978,1765,1666,10000,1630,1289,963,10000,1551,1474,1743,10000,1160,10000,10000,1629,10000,10000,1454,10000,10000,1034,1504,1039,1479,10000,10000,1431,10000,1312,976
"17",10000,1766,10000,1285,756,1556,10000,658,1103,1360,1306,1240,1233,1072,1450,967,1088,10000,10000,10000,1237,10000,1213,950,10000,1282,977,1497,1646,812,759,1267,10000,1121,10000,1224,918,1676,957,10000,1595,1625,1044,10000,10000,10000,1096,1214,1220,1317,1419,1468,1643,1569,970,10000,10000,913,1714,1669
"18",10000,10000,1688,10000,10000,1583,1402,1364,10000,1723,10000,1126,1615,761,10000,10000,1679,1151,1745,1009,1175,10000,1638,10000,1574,622,696,1697,10000,10000,1066,942,10000,10000,641,1367,1666,612,1354,1338,1632,10000,1654,10000,1489,1123,10000,905,775,10000,10000,10000,646,1066,1094,956,1089,1433,10000,1701
"19",784,1292,10000,10000,727,1239,10000,10000,802,967,1722,610,10000,1243,1473,1650,1723,1440,1508,10000,10000,10000,1646,10000,10000,1240,1384,1760,1732,10000,1372,1642,1648,1145,10000,10000,924,10000,1043,1032,785,852,1171,10000,10000,1182,10000,1614,1429,1229,1700,10000,1274,703,1258,1087,1508,10000,1034,1585
"20",1030,1621,922,707,10000,679,1301,1562,615,1262,654,698,1725,1378,1578,1081,1115,996,1592,1093,1800,1114,1145,644,1623,10000,697,1667,821,1008,10000,10000,976,10000,1577,648,10000,1451,749,890,1175,10000,10000,10000,1764,1117,1061,1320,10000,972,1364,10000,654,1414,1052,1013,1796,1718,1387,990
"21",726,10000,1415,10000,10000,1594,1366,1623,10000,10000,10000,10000,1009,1625,831,1082,10000,1696,10000,1696,1079,10000,1286,10000,940,1496,10000,10000,1483,880,10000,638,1464,10000,1136,1170,10000,804,834,1197,1351,833,10000,1729,1169,1289,645,896,1341,948,946,976,1271,10000,1326,1145,853,1580,694,656
"22",1407,10000,697,1604,843,10000,1410,1102,966,1481,1497,10000,10000,607,1263,1104,790,10000,1522,10000,959,1279,1758,1621,1135,1006,10000,1014,1070,1748,830,1486,830,1419,1395,1537,1613,10000,1177,726,10000,729,834,809,770,10000,928,785,880,1539,10000,10000,1677,10000,1594,1398,1599,1729,10000,10000
"23",1783,1050,10000,993,1281,1767,1324,1200,1535,1200,1105,1153,1345,1599,659,1121,10000,10000,10000,10000,1343,959,728,10000,678,1532,798,1795,1635,10000,921,1399,10000,1193,981,10000,10000,745,1293,10000,931,1086,10000,10000,10000,10000,1139,823,1349,10000,1787,1344,752,1739,10000,1087,10000,1377,993,1630
"24",1210,1369,1761,621,1217,1097,815,1073,790,10000,10000,1753,1363,839,622,1462,10000,810,10000,701,10000,1162,10000,10000,10000,634,1324,1256,10000,792,780,881,10000,672,906,1007,1542,955,1557,1609,10000,839,620,647,1047,739,10000,10000,1133,614,10000,1064,881,704,821,759,10000,749,1268,671
"25",1194,10000,1626,1758,1407,1475,1554,10000,1020,1698,706,848,803,10000,1490,1597,989,1034,10000,1713,10000,10000,10000,10000,10000,1707,10000,10000,972,1709,1421,625,1253,10000,1034,1448,950,10000,1072,971,1109,1499,10000,1661,917,686,1785,1485,1671,1783,10000,684,10000,1537,1478,1509,687,10000,1351,1521
"26",985,1219,1498,1703,1043,10000,1328,958,1541,1496,1619,10000,710,640,1424,729,1419,1496,1571,823,1422,1746,1767,10000,1387,1737,1324,10000,1339,10000,1504,1615,10000,10000,835,1209,1293,624,964,679,1436,1092,1486,943,848,1722,10000,961,1109,10000,1216,1107,1238,783,10000,1695,1029,10000,1733,10000
"27",1463,1341,10000,722,10000,10000,864,1770,851,677,1101,1785,1341,10000,918,1191,888,1061,10000,969,1220,1275,1597,1429,1499,10000,10000,668,610,962,1028,10000,1607,10000,10000,1541,10000,688,10000,1069,1709,10000,1741,1320,1007,1493,10000,1481,722,10000,729,1004,10000,666,10000,1227,10000,10000,1508,10000
"28",1424,1171,1007,1570,1721,985,977,10000,10000,10000,1139,887,964,883,895,974,1064,10000,1433,651,1463,1510,10000,10000,1573,941,1638,10000,1155,10000,1329,643,1468,1642,1016,10000,1780,1079,1785,1534,1029,10000,10000,1217,689,1744,1333,635,1558,10000,10000,1425,10000,10000,1687,682,10000,862,10000,1418
"29",645,1028,1417,10000,867,10000,1007,752,10000,10000,10000,10000,10000,960,902,999,1399,10000,10000,712,1647,1743,1666,1616,1229,10000,10000,1476,1694,854,1674,10000,734,1391,10000,1521,10000,809,1782,642,932,797,910,10000,1024,10000,10000,1733,1669,10000,1235,10000,10000,1240,10000,1002,1392,10000,1146,870
"30",934,626,10000,1540,867,1668,1629,1521,1416,10000,1711,10000,1744,1389,1570,1069,1565,10000,1086,10000,10000,10000,780,717,1585,951,1052,10000,1648,1781,1456,1533,1242,10000,1795,1408,1377,1409,758,707,1377,1177,1247,1418,10000,10000,10000,816,1362,10000,1098,600,1644,1264,860,740,1210,10000,735,10000
"31",10000,10000,1041,1416,10000,10000,10000,1378,698,10000,785,793,1052,1525,1080,859,1181,10000,723,10000,10000,1503,1239,1637,10000,10000,1356,10000,10000,10000,10000,1786,10000,1705,1588,1162,1158,1163,10000,1246,10000,733,1214,1099,1736,830,10000,941,1203,1516,1756,859,667,1372,715,10000,1100,1067,1722,10000
