"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",21,35,16,32,6,20,10,25,33,22,34,33,11,17,24,31,19,32,32,26,35,23,5,5,32,22,20,10,29,18,12,23,17,35,13,34,23,19,23,29,21,12,17,6,20,22,35,11,6,32,21,35,23,12,26,29,32,26,7,14,15,35,29,26,12,26,5,16,28,19,10,6,28,21,22,20,35,25,22,9,19,8,35,29,16,20,23,19,29,8,27,33,27,30,28,27,21,23,34,29
"2",9,14,32,31,18,7,24,29,14,8,27,14,14,29,13,21,16,23,11,16,28,16,8,35,26,8,16,30,32,34,23,18,22,7,22,26,5,9,28,13,24,18,33,9,27,21,15,25,12,35,34,8,20,24,30,13,32,35,29,28,15,22,12,27,7,7,20,31,28,29,19,21,21,21,29,12,25,6,31,12,27,27,35,29,9,23,35,11,27,15,10,22,20,32,34,34,17,31,6,10
"3",28,6,16,8,26,35,5,5,25,29,26,10,24,19,15,13,14,29,35,19,28,27,19,19,21,7,12,23,13,9,7,34,25,7,15,23,11,17,20,30,7,12,26,22,25,17,10,7,33,31,12,10,29,21,31,6,30,24,32,16,17,33,15,31,17,9,25,28,31,20,9,27,32,18,17,27,35,9,5,26,27,11,21,23,15,31,25,27,17,5,14,17,32,19,18,25,14,11,10,7
"4",16,13,9,8,32,17,11,14,16,28,10,25,20,28,7,28,11,30,12,27,31,6,16,25,33,29,7,30,17,5,16,25,33,35,15,30,10,28,22,17,22,29,12,34,19,27,7,5,34,16,32,29,23,9,8,18,17,17,5,11,35,16,7,18,23,17,8,35,7,29,12,33,25,23,27,33,9,20,29,26,18,17,26,14,22,33,5,11,10,12,11,34,19,22,24,30,5,15,25,28
"5",34,29,14,21,19,26,8,8,31,16,31,14,21,23,16,7,15,14,25,13,31,28,8,7,14,16,24,24,18,30,15,33,7,26,19,13,20,14,21,13,26,5,35,21,20,35,13,19,26,20,18,18,28,5,12,34,11,17,27,33,28,28,7,8,19,27,6,31,33,23,5,12,34,6,19,26,19,33,21,11,9,33,28,27,33,30,29,28,26,27,6,24,8,25,28,20,25,20,34,13
"6",25,27,26,35,27,24,12,35,26,7,11,33,19,10,16,34,32,6,12,23,6,21,19,16,30,9,18,14,17,18,20,12,11,9,32,21,19,6,23,6,29,10,31,9,8,26,9,21,27,32,20,22,13,17,17,28,10,6,5,7,16,17,34,23,29,35,9,14,15,27,13,30,9,34,20,7,30,34,20,6,21,32,16,32,27,30,8,8,17,28,17,30,12,30,11,15,6,5,25,27
"7",7,16,15,21,13,24,11,27,5,20,24,35,17,22,35,8,5,11,23,6,16,21,9,11,22,31,16,29,27,17,18,26,23,20,14,33,9,16,10,7,30,18,30,28,15,22,16,29,27,22,5,16,15,29,21,16,6,15,20,6,24,17,20,25,19,5,15,17,20,28,22,14,23,6,20,33,32,20,10,29,20,6,13,16,17,34,9,22,33,12,26,9,25,26,27,18,30,5,27,15
"8",9,31,32,22,7,29,30,10,15,27,24,20,16,24,33,26,30,9,21,26,26,29,20,10,12,31,10,19,10,31,35,12,34,20,18,11,20,11,17,34,23,13,7,5,19,24,11,8,25,24,7,34,25,10,18,19,14,19,13,10,18,30,15,11,20,8,14,13,7,8,8,32,26,12,35,20,31,10,9,30,13,32,33,25,35,27,17,32,26,8,24,32,12,13,23,32,33,35,17,21
"9",17,32,5,23,10,9,31,6,9,32,25,28,24,16,10,12,21,19,7,26,12,7,21,24,31,5,5,15,30,10,23,18,33,9,13,7,18,24,25,22,10,12,20,11,24,23,24,7,5,33,26,23,5,16,16,24,35,17,8,30,14,20,11,23,6,33,23,22,18,34,33,6,11,11,6,6,32,17,32,11,25,29,35,25,26,30,15,16,15,21,21,31,25,10,11,10,31,25,22,17
"10",17,29,35,23,16,6,34,17,32,24,17,6,29,26,22,5,25,9,27,33,19,23,7,17,16,29,27,35,28,5,11,34,14,28,30,15,14,26,27,7,11,27,30,13,7,13,25,12,18,11,31,29,20,31,5,34,30,5,13,22,26,15,13,19,7,5,13,20,18,33,18,16,10,15,28,35,8,15,33,19,6,6,24,26,16,22,13,34,24,13,35,33,29,20,8,21,15,17,22,11
"11",10,20,19,34,8,24,30,30,10,32,19,31,9,26,30,19,15,22,13,18,6,20,25,5,6,18,17,16,20,11,20,32,35,23,23,22,35,14,6,13,23,17,14,22,31,5,28,30,8,14,24,9,8,20,33,5,22,15,29,25,12,12,22,28,25,27,33,5,17,11,22,7,12,12,24,15,27,8,25,5,32,34,21,18,12,11,11,19,19,26,20,19,15,14,11,18,9,28,17,27
"12",17,13,15,21,34,27,23,26,29,23,7,29,19,22,13,25,17,25,30,5,6,8,7,29,29,17,24,20,33,35,5,10,22,8,21,5,22,33,32,35,7,16,31,25,30,25,27,29,20,22,24,6,17,23,25,31,7,25,25,28,15,21,15,23,13,32,26,25,30,35,14,5,29,5,22,8,29,20,9,22,26,35,10,33,34,6,26,22,32,8,34,11,19,17,10,33,27,6,8,33
"13",35,16,32,10,11,21,5,28,34,34,26,21,35,19,27,13,30,20,20,26,13,6,34,17,34,15,13,21,16,7,26,33,16,6,5,29,12,7,5,17,18,5,9,25,32,31,24,13,25,18,26,9,13,24,34,31,22,35,18,26,14,16,22,5,34,15,19,28,12,6,32,24,13,30,8,31,19,19,33,22,23,7,18,6,18,34,32,32,20,29,13,35,16,30,8,13,31,25,5,7
