"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"1",5969,4454,2725,5168,2504,2719,4780,4000,2849,3550,4241,2239,3737,3393,3054,3694,5361,2644,2141,3726,4482,2671,5781,4321,3640,4982,5066,5964,5403,3514,4300,3817,2518,3979,5852,5057,2424,5792,3384,2971,3689,2978,3060,3833,4512,4758,5556,3098,3230,2307
"2",5918,3470,4472,4576,4203,2166,4713,2017,3467,3619,2444,5059,5623,5769,4289,5253,3282,2662,2118,3345,4920,3481,3947,4112,3153,5087,3011,3899,5380,2455,4116,5462,4246,2823,4055,3549,2606,2474,5272,5109,4159,5860,5133,2985,5715,5361,3484,3360,4648,2600
"3",3390,5222,4996,3977,5660,5859,2614,4914,2069,5814,3611,5258,4390,2113,3835,3421,5794,2497,5404,2670,5670,5503,4619,4289,4755,2528,5352,2644,4234,4895,3353,3808,4200,4831,5190,3235,5324,3032,2021,2716,2476,3680,5729,2825,3721,4361,5615,2337,3876,5215
"4",4756,3282,3070,4480,2146,2355,4151,2430,3396,4320,5099,5572,2210,3384,5465,4735,2010,3624,2621,2280,4381,4650,4253,5619,4619,2405,5754,5146,5804,2883,4201,2112,5275,4750,2531,3755,3579,3622,4658,2487,3674,2005,5782,3288,2032,2706,2671,3709,5473,4522
"5",4502,3583,4575,2931,2528,2469,3910,4299,4653,2245,5278,4716,2432,3339,4117,3606,2260,4772,3741,3516,3158,5133,2181,5160,3726,4061,4150,5563,2964,4237,5924,2868,2687,2922,3950,5807,5393,3326,2685,5711,4700,4230,5654,2999,3244,3158,4577,4803,5791,5429
"6",3587,5290,5039,4489,5097,5452,4512,5371,2111,5978,5028,4860,3908,2878,4991,4594,3320,2146,2541,3469,4180,5954,5366,3039,3482,2063,2756,5056,3528,5459,3693,4138,4862,2979,3675,4436,4092,3463,3511,3933,3655,4726,3937,2887,3752,3476,2533,5094,3970,2512
"7",2845,3051,4563,5895,5966,2103,4331,3248,2630,5791,4365,3762,4242,3934,2061,2069,5146,3484,4873,3060,4349,3025,3429,3897,4630,3518,2515,3542,2585,2766,4725,5523,5543,3099,4053,4056,2524,3160,4216,2452,2562,5519,5419,5629,3207,4363,5997,4223,4123,5691
"8",5920,2845,4384,3085,2224,3235,2988,4193,4641,3798,3007,5290,3365,2328,2431,5883,3647,2833,4770,4793,2333,5787,4994,5747,4720,2738,5576,2992,5555,3977,2830,2763,3460,5839,5962,3770,5252,2431,4206,3678,4977,2280,5913,2378,2578,4498,3721,4805,4949,5552
"9",4192,4871,5776,3712,4090,4209,5057,3390,2846,4683,4461,4678,5287,4465,3123,4612,2103,4755,2849,4588,5426,3756,2727,4049,4616,3687,2579,4735,3531,3453,3195,2775,4857,4601,2725,2053,5143,2134,2048,3854,4024,3475,5783,4365,4460,2303,4594,5400,5757,4773
"10",4381,3031,2860,4330,2507,3968,4925,3400,4304,3103,5747,2297,3136,5895,2170,5661,2386,2013,3934,3797,2855,2257,4336,4617,3375,2117,3144,2455,2451,2677,2553,2057,4231,2524,3758,5990,4697,3312,5392,5401,5498,4158,4727,2136,3730,5552,4212,2036,3161,2857
"11",5572,4478,4630,3176,3879,4850,2426,2759,3817,3879,3581,4114,4074,4764,3429,4047,3253,3225,4309,4186,4279,5607,2859,2246,5284,5256,5006,4607,4272,5797,5432,2409,4210,5128,5385,5561,2982,2214,5066,3119,3013,2504,2520,2905,2885,2849,2320,5765,5364,5943
"12",4983,3269,3408,3781,5146,2059,4937,5466,5312,4900,3403,5224,4298,4841,5220,2747,5783,2140,3691,2765,2402,5350,5333,3499,4054,5560,2272,3835,2970,4257,4899,3623,5141,3925,2434,4821,2940,3700,3533,5184,4651,2457,3526,3147,2355,5108,4954,5057,5052,4716
"13",3205,3102,5642,4650,4845,5375,2656,2822,4811,5991,4670,3177,5493,3717,3209,4274,3394,2000,5515,2141,4409,5446,3081,3634,2658,4806,4958,4552,4039,4642,5751,2055,3767,5777,4395,3499,3763,4199,4985,4163,4770,2660,2713,2227,3003,4854,5843,4515,3289,4264
"14",5357,5036,4106,2413,4122,4084,3117,4440,3224,5356,2118,2440,4161,5550,2220,2513,4456,2468,5405,4417,2319,5011,2741,4296,5239,3984,5121,5658,3369,2935,4760,3948,2445,3020,2838,3676,2851,3073,4135,5913,4623,2775,2157,4281,5084,5043,4539,2807,5340,5705
"15",3752,4110,2856,2877,3216,4803,5042,2683,5925,5083,2432,3878,2398,4329,3245,5646,2878,2664,2268,4050,2861,5842,3455,5781,5312,4055,3092,5631,4983,3468,5156,4883,4399,4028,3606,4775,5070,4522,4391,2160,5861,5514,4583,4010,4532,3561,5540,2900,4376,5644
"16",5256,5002,3647,4242,3094,4626,2194,3800,4766,4471,3815,3475,4806,5760,3812,4406,4338,5423,3830,2973,3993,3161,3175,4558,4871,5395,5716,2220,4795,5299,5706,5578,4174,5694,2536,3649,2991,5801,4579,5129,3574,5650,5132,5986,2582,5380,2733,4511,2966,4853
