"1",3
"2",38
"3",1
"4",17
"5",43
"6",12
"7",44
"8",43
"9",46
"10",41
"11",44
"12",26
"13",30
"14",2
"15",36
"16",11
"17",9
"18",34
"19",18
"20",30
"21",22
"22",27
"23",6
"24",47
"25",8
"26",43
"27",38
"28",27
"29",46
"30",2
"31",31
"32",37
"33",38
"34",37
"35",29
"36",29
"37",15
"38",11
"39",40
"40",30
"41",14
"42",10
"43",27
"44",28
"45",37
"46",35
"47",18
"48",30
"49",12
"50",6
"51",43
"52",24
"53",20
"54",36
"55",44
"56",29
"57",20
"58",37
"59",21
"60",12
"61",46
"62",43
"63",14
"64",2
"65",25
"66",42
"67",33
"68",47
"69",2
"70",12
"71",29
"72",23
"73",4
"74",1
"75",40
"76",6
"77",36
"78",44
"79",12
"80",35
"81",19
"82",11
"83",22
"84",43
"85",2
"86",22
"87",2
"88",46
"89",37
"90",21
"91",12
"92",24
"93",25
"94",10
"95",30
"96",35
"97",24
"98",43
"99",1
"100",12
"101",14
"102",9
"103",46
"104",31
"105",24
"106",10
"107",43
"108",23
"109",22
"110",25
"111",29
"112",9
"113",6
"114",22
"115",1
"116",44
"117",32
"118",43
"119",33
"120",11
"121",15
"122",24
"123",21
"124",45
"125",23
"126",19
"127",37
"128",38
"129",27
"130",26
"131",6
"132",30
"133",28
"134",36
"135",47
"136",12
"137",19
"138",34
"139",21
"140",5
"141",14
"142",31
"143",16
"144",36
"145",18
"146",24
"147",38
"148",31
"149",3
"150",18
