"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",26,29,21,6,17,26,24,35,20,23,20,11,6,35,6,24,32,24,20,34,6,6,28,35,21,20,6,10,25,26,20,30,31,35,15,8,11,30,10,25,7,29,31,18,6,19,23,18,20,26,27,10,19,27,34,32,15,19,22,32,32,8,32,31,14,14,32,24,7,27,31,14,21,33,30,25,12,34,23,26,20,23,21,32,20,35,31,33,28,12,9,14,14,11,20,24,24,14,20,13
"2",34,11,11,9,35,18,25,8,23,22,27,13,8,30,7,31,29,35,34,20,11,13,9,17,8,33,20,12,29,9,23,21,26,25,15,18,14,25,21,17,30,35,20,27,24,8,17,9,31,24,24,21,32,22,35,11,12,6,32,13,28,34,13,23,17,11,13,21,26,10,13,7,6,14,22,15,17,5,6,15,30,28,8,35,21,29,24,20,18,12,33,6,33,10,13,17,27,15,15,21
"3",10,18,6,30,18,12,33,19,26,9,13,18,29,6,12,10,20,26,27,33,20,23,30,25,9,10,14,24,5,26,19,22,13,28,5,11,16,31,28,8,35,16,20,29,25,30,29,34,12,33,31,20,30,20,15,23,9,31,28,8,31,25,5,27,9,6,33,6,13,26,8,32,17,32,22,15,25,32,30,17,33,12,18,20,19,22,21,25,34,30,24,33,20,14,20,24,33,33,15,30
"4",18,33,16,20,33,13,19,11,19,34,17,8,23,11,21,11,17,26,28,6,24,18,19,5,13,35,32,26,6,24,9,15,32,29,26,21,35,28,24,32,25,5,28,16,23,21,31,6,13,26,28,15,18,32,13,16,34,26,32,27,5,8,32,19,21,14,32,27,29,8,24,32,24,27,27,5,31,10,22,22,25,24,29,12,6,23,26,34,15,31,16,6,34,33,12,25,31,32,5,14
"5",34,30,12,33,13,8,33,17,29,15,29,23,5,35,22,10,19,9,34,7,6,27,20,17,25,18,25,10,17,32,5,22,14,29,13,30,28,19,15,5,29,26,11,21,6,30,34,24,24,31,6,13,5,18,11,33,21,32,20,26,15,16,32,10,31,20,5,27,12,13,22,24,13,35,14,25,19,6,26,9,25,26,12,23,11,34,28,20,5,28,19,12,21,31,5,21,24,15,24,35
"6",16,28,20,32,21,33,9,27,5,12,27,33,33,27,31,22,34,21,31,14,11,8,28,9,11,25,22,29,29,22,34,18,20,26,10,32,27,30,23,12,6,31,20,17,30,28,11,6,17,10,29,30,29,25,17,12,24,19,28,30,11,17,5,12,29,31,8,19,27,11,21,11,24,18,30,13,28,16,16,34,26,24,14,31,12,16,19,11,6,10,33,18,30,32,21,24,8,23,6,14
"7",21,24,28,14,20,21,17,21,30,9,12,10,10,5,15,34,34,8,17,28,8,32,17,23,7,28,31,26,6,13,12,24,24,6,26,9,26,20,13,30,19,10,34,5,13,11,5,26,30,28,30,19,12,26,34,34,25,24,33,30,25,35,20,20,35,34,32,13,31,29,23,19,19,31,5,11,9,30,30,16,20,23,33,20,13,5,24,34,5,33,23,12,26,34,32,23,20,31,18,29
"8",27,13,15,29,30,9,19,6,19,32,12,25,21,14,31,18,5,35,34,6,20,12,10,11,7,35,32,20,32,28,32,26,20,35,33,8,11,7,9,33,19,14,21,15,12,33,28,12,25,7,23,23,24,7,31,27,5,23,14,34,26,33,27,13,29,17,7,25,15,18,5,25,23,21,27,23,10,17,6,21,7,22,14,33,7,14,16,10,6,9,12,22,11,13,34,25,31,13,17,16
"9",16,5,29,27,25,10,5,15,12,5,15,12,13,27,16,34,13,34,9,15,21,7,7,9,32,26,11,31,32,12,33,28,26,18,30,17,15,15,32,21,35,25,16,15,22,30,25,19,6,23,22,31,28,15,12,32,12,21,16,16,34,18,23,9,9,29,5,6,16,18,20,11,35,20,10,23,6,8,21,6,33,9,25,33,5,17,28,10,29,35,22,27,31,19,7,24,28,21,14,26
"10",18,13,7,30,22,8,12,7,34,21,25,34,18,11,24,16,9,20,21,20,26,24,32,25,23,20,10,31,25,15,7,31,24,24,27,6,14,31,12,26,28,26,24,5,6,27,33,18,21,35,22,35,25,17,5,18,11,22,12,17,8,30,11,21,31,30,23,17,6,31,21,32,23,19,6,31,13,34,6,22,13,24,11,34,28,25,14,15,33,33,28,17,34,20,24,31,13,9,23,25
