"1",10
"2",28
"3",35
"4",46
"5",2
"6",5
"7",52
"8",54
"9",14
"10",12
"11",54
"12",21
"13",27
"14",18
"15",25
"16",2
"17",49
"18",9
"19",21
"20",9
"21",11
"22",39
"23",49
"24",35
"25",10
"26",15
"27",24
"28",11
"29",10
"30",33
"31",4
"32",12
"33",53
"34",1
"35",43
"36",9
"37",46
"38",17
"39",1
"40",8
"41",8
"42",39
"43",3
"44",28
"45",29
"46",49
"47",47
"48",51
"49",37
"50",35
"51",35
"52",35
"53",30
"54",25
"55",1
"56",44
"57",20
"58",11
"59",28
"60",21
