"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",966,2375,878,2021,1553,1342,1899,1425,894,1668,1892,985,1895,1619,1754,2057,1994,1051,1094,1144,1995,1348,1580,1790,1962,1236,927,1018,1988,994,1833,2100,1630,2064,801,1788,1747,1457,1579,1938
"2",2278,1391,1264,1491,1817,1734,2206,1964,848,2358,2165,2089,1458,2049,842,1935,1206,1225,1849,1781,1555,986,803,872,1773,891,879,1178,1175,1222,2158,2136,953,1421,945,1620,1552,1064,1931,1123
"3",1658,2293,1688,2216,1789,1887,1567,1108,1326,1313,1765,2100,1287,825,1351,1786,1800,2338,1630,2334,1586,1818,2378,1194,1687,2355,2161,1807,1568,1099,1487,1135,1884,2299,1720,1773,854,2112,1796,980
"4",1759,2338,865,1002,2141,1485,2276,1118,1020,1474,2356,1756,904,1537,1053,1968,1979,1684,2023,912,1009,1829,1269,980,830,2218,2285,1826,1341,1420,2111,2165,1205,1704,1291,1413,2260,1926,1740,1031
"5",1321,1456,1398,2078,2013,866,1907,1490,1919,1365,2023,1473,1329,855,987,1657,1769,1205,1499,1156,900,2374,1166,2151,2136,1252,1324,2028,1905,1544,1443,2132,1990,851,833,1441,1737,812,1188,1583
"6",1117,1756,1615,1186,1377,1347,1424,2341,2293,1603,1212,2104,1085,2313,1733,1740,1324,1397,2141,1393,1969,1439,1149,1116,851,870,2014,2366,2192,1296,1643,868,1150,2249,1437,1350,1040,1980,1509,839
"7",1011,2096,1439,1387,2394,1281,834,2324,1863,1733,995,943,1768,1005,1602,1026,2016,1377,1171,2140,1951,2159,1574,2066,1355,2395,2329,1298,1522,1790,1525,1085,2118,1390,1231,2134,1199,1260,1288,830
"8",2238,1303,1233,1131,1504,1942,1561,1136,2382,2215,2213,916,2123,1414,1036,1866,1398,2042,2234,1355,2300,1267,2252,2222,1521,1043,1958,1460,1600,1465,2070,2197,1193,1830,1667,965,1102,1962,1818,2330
"9",1055,2232,1850,1003,2124,1365,1447,2161,1564,2221,2220,2225,1945,1276,1004,1178,1152,904,1947,1578,1429,1880,1390,876,1813,1368,1710,1334,953,1071,2376,1332,1184,1522,1533,2315,1572,2060,1638,1328
"10",1237,1982,1376,1336,2074,2093,1549,1151,1776,1202,1928,1044,1418,1042,1301,2221,1122,1042,2123,2241,1199,1538,868,2115,1768,1691,1673,1778,1550,2252,1652,2035,1036,2092,2019,2345,1833,1545,1122,2047
"11",2106,2234,1407,2399,2149,2399,942,1545,1528,1142,1081,1832,1784,1887,899,1591,2192,1136,1274,1711,1763,1248,2197,1065,1658,1357,2367,1730,2008,893,2354,1141,1608,839,1565,1524,1813,2321,1230,822
"12",1073,2388,905,1447,2349,1455,1157,1407,1867,935,1447,2388,955,1772,2267,1593,1369,1442,1195,1082,1388,1712,985,1839,2005,1754,1606,2000,2196,1077,1375,875,2367,1446,1412,2372,1055,2134,1181,2160
"13",1515,1596,1356,2066,1627,900,2095,1966,1915,1745,1129,1259,1635,1621,1058,2309,1566,2080,1213,1432,1809,2072,1238,1782,2333,1031,1147,2286,1586,2316,2250,1681,1934,1303,2290,1636,1944,883,1880,1897
"14",860,1900,1317,988,1562,1574,2154,2378,937,838,1548,1251,2288,2083,1292,1575,811,1900,880,1865,1578,1780,2163,1705,1878,1773,985,1397,1198,951,1171,2318,2053,1089,1218,1499,1835,1784,1627,1685
"15",2269,1108,1519,1813,1740,1778,2344,1014,1737,2064,1963,2153,1974,1473,1674,1575,813,1359,1202,2236,1203,1179,1005,2186,1331,1185,1269,1022,1110,1499,1829,2310,2145,1608,1213,1730,1494,1760,1763,1305
"16",1436,897,933,815,2258,1859,1811,1205,2168,882,1831,1739,2286,1449,1283,1683,2382,1964,2289,1247,1182,1867,1907,1349,1322,1912,2068,2311,1683,2396,812,1558,1699,1170,1394,1095,1388,1260,899,1391
"17",1594,1620,2164,2282,1702,1156,2358,801,2263,825,1609,2149,1710,1134,1391,1265,1349,1734,1678,2205,1322,829,2136,1510,1225,1051,834,1709,2022,1240,1267,1955,1000,1961,2134,1508,2323,1481,2299,1859
"18",1570,1014,2270,856,1167,1992,1899,1425,2133,1524,1561,1386,1046,1288,911,2032,1825,921,2050,1497,827,1901,1261,1785,2391,1677,1992,2000,1357,1974,1980,1306,1744,1443,2364,1528,1989,1147,2332,2057
"19",1422,1931,1990,2378,2332,1226,2270,1669,1206,1433,2197,1548,1322,1237,1765,2349,1213,813,2301,1713,1726,1778,1236,2385,1790,2096,1490,2387,1671,929,2110,2192,1376,2181,1671,1891,1953,1482,2123,1131
"20",2181,1114,1908,2093,1512,1301,2244,2015,2368,2276,1856,2168,1906,1793,1788,2305,1904,1390,1120,1199,2212,1838,1423,1551,2121,1731,821,2196,1228,1753,2344,2352,1474,1522,1628,1494,1645,1300,1360,1665
"21",2301,1593,833,1470,2310,1057,1423,2005,2358,917,2194,1682,984,996,1285,1941,2219,1593,1087,1566,883,1763,2233,808,2319,838,814,1230,2310,1169,1730,1922,1337,1895,2214,2084,1764,1319,1554,1379
"22",2107,842,2092,2313,1139,1887,1515,1505,1584,1271,1711,874,1664,1704,1861,2261,837,1765,1113,1248,1450,1108,1173,2297,2180,1571,1127,2006,1255,898,1271,1170,1112,1462,951,1864,811,1766,848,2007
"23",1883,1401,1634,1898,1195,2224,1147,2314,2054,824,1427,1172,2051,1096,1647,1557,1567,1618,999,1516,2261,1908,2194,2169,1494,2354,1034,1966,2121,2299,1426,2064,2168,1866,1968,2339,975,1456,1440,1253
