"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",947,10000,675,1552,798,10000,10000,10000,10000,923,1285,10000,854,10000,1662,727,1660,1362,1519,633,10000,10000,10000,771,10000,10000,10000,1707,10000,10000,1177,10000,989,1180,10000,1479,10000,1679,831,10000,923,1321,10000,10000,1207,10000,10000,1499,1394,1564,1487,1239,10000,10000,1540,10000,1069,1177,10000,1435
"2",10000,1143,1245,10000,1039,10000,10000,10000,1671,10000,10000,10000,10000,10000,1500,897,10000,937,691,10000,1800,10000,10000,1053,10000,889,937,10000,10000,10000,10000,718,10000,10000,10000,10000,10000,987,872,1031,10000,10000,605,1059,10000,10000,1780,632,1239,10000,10000,1699,10000,1282,1374,10000,10000,10000,651,1633
"3",10000,10000,1667,1196,1148,10000,885,1208,10000,1067,10000,10000,868,1699,618,10000,1031,884,10000,882,10000,10000,10000,10000,10000,10000,1558,636,10000,10000,1247,10000,10000,1068,10000,10000,1257,1708,10000,10000,10000,865,10000,10000,10000,10000,1216,1233,10000,1203,1695,881,1234,1471,1366,1783,792,10000,10000,10000
"4",10000,1431,10000,10000,10000,10000,1044,1373,1709,1644,1292,1338,10000,639,10000,10000,927,10000,1232,1557,1769,10000,684,1051,1159,10000,10000,10000,10000,10000,883,1551,1184,10000,10000,771,10000,1109,10000,10000,10000,10000,10000,10000,10000,1053,1339,1384,10000,1050,611,1705,1744,10000,10000,1724,10000,10000,748,820
"5",10000,1799,1559,1556,10000,10000,10000,656,10000,1201,10000,1589,10000,10000,10000,10000,930,10000,1161,1191,919,10000,1243,1279,1783,866,10000,10000,10000,1100,764,947,1373,10000,10000,1124,10000,931,10000,1353,10000,1794,10000,10000,1413,10000,1389,1473,812,10000,671,10000,823,10000,10000,1160,840,1082,1210,1551
"6",1240,10000,10000,10000,963,903,10000,10000,1195,1056,1177,1749,10000,10000,1372,1331,1742,1350,1664,10000,1433,930,10000,1125,10000,1487,10000,1220,10000,10000,871,10000,861,10000,10000,10000,956,10000,1747,10000,10000,1153,1663,637,10000,10000,10000,10000,10000,1784,10000,10000,10000,10000,10000,1535,827,10000,784,10000
"7",1416,1234,10000,741,10000,10000,1707,10000,10000,10000,10000,1699,1473,10000,1291,851,10000,10000,10000,1691,10000,1578,1372,10000,10000,10000,1329,10000,10000,913,10000,1099,1293,10000,10000,1283,1496,868,1366,798,898,1431,10000,10000,913,10000,10000,10000,10000,757,10000,958,10000,1177,10000,635,1792,1357,764,716
"8",10000,712,10000,790,10000,10000,1248,1274,10000,10000,10000,10000,1419,10000,10000,1486,10000,985,10000,1564,1744,10000,10000,668,10000,10000,10000,10000,10000,10000,738,10000,1305,10000,695,10000,621,10000,1012,1044,696,1614,10000,10000,10000,10000,1507,1533,1051,10000,715,1405,10000,968,762,938,10000,1314,1102,10000
"9",10000,10000,1177,10000,10000,1031,10000,673,10000,1126,1607,1060,1704,10000,1034,10000,10000,687,896,1503,1132,942,10000,10000,1457,859,10000,865,10000,1233,1538,825,10000,1689,1716,1098,10000,10000,1133,10000,10000,1672,10000,10000,841,1769,878,956,10000,10000,847,10000,1123,10000,847,1089,699,639,821,712
"10",1711,10000,10000,1598,880,1746,10000,10000,10000,10000,730,10000,1743,10000,10000,10000,10000,1433,1131,1005,1209,10000,10000,10000,10000,1385,10000,10000,10000,702,810,10000,1491,10000,10000,10000,1397,10000,911,10000,10000,10000,643,1569,10000,1443,1502,704,1287,10000,1451,10000,1365,10000,10000,10000,10000,672,10000,1566
"11",1112,10000,10000,10000,1294,1620,986,10000,10000,1402,10000,1307,10000,10000,10000,10000,10000,604,1654,10000,10000,758,646,10000,763,1594,10000,10000,1099,10000,1280,768,1559,10000,10000,10000,10000,10000,1449,1734,10000,1709,808,10000,10000,601,1216,10000,10000,10000,10000,800,648,972,884,1422,672,1149,10000,10000
"12",10000,1182,806,735,10000,10000,10000,10000,1534,1335,1486,1664,10000,10000,10000,1054,10000,789,836,10000,1755,10000,10000,836,1356,613,10000,1558,10000,1090,10000,10000,1192,1356,639,1122,766,10000,1536,10000,1017,10000,10000,10000,1407,1294,10000,10000,10000,10000,10000,1376,931,10000,10000,10000,649,10000,10000,1209
"13",1735,10000,10000,1068,10000,1258,10000,649,687,10000,10000,1526,1511,1041,1472,1385,826,10000,10000,10000,730,10000,602,10000,10000,1304,10000,1329,966,10000,1099,10000,800,1244,1483,10000,10000,1319,10000,930,10000,10000,10000,10000,1032,1740,1000,10000,1290,1544,1007,997,1510,10000,892,1491,1613,800,1462,10000
"14",10000,10000,10000,10000,1620,10000,1488,1083,10000,10000,1067,10000,968,10000,10000,10000,10000,10000,10000,1650,1488,10000,623,1190,1306,1282,1493,10000,10000,10000,10000,10000,10000,1461,1049,956,1787,1397,1608,10000,10000,893,1454,725,1094,977,10000,10000,1151,10000,10000,10000,10000,1645,10000,617,10000,639,1104,10000
"15",10000,10000,1661,1340,10000,10000,10000,10000,1046,10000,10000,944,1012,10000,10000,10000,1790,1238,952,791,896,866,620,1125,10000,1172,1778,845,1795,10000,10000,10000,10000,10000,1461,883,10000,10000,1043,655,10000,10000,908,1275,1208,10000,10000,1153,1050,1104,602,669,1777,1090,1502,1051,1731,1174,10000,10000
"16",10000,10000,10000,10000,10000,10000,1700,10000,10000,10000,10000,10000,10000,1733,10000,1504,10000,10000,973,10000,1643,871,669,1181,921,10000,1610,10000,10000,10000,1241,10000,1106,10000,1743,10000,603,1669,1349,10000,10000,1161,10000,10000,10000,699,10000,10000,1052,1358,1544,10000,1086,10000,1434,10000,10000,10000,904,10000
"17",10000,10000,10000,1728,10000,10000,10000,10000,985,10000,1216,10000,894,1238,614,1281,1154,10000,10000,10000,10000,1795,10000,10000,10000,980,10000,10000,1278,1519,10000,10000,10000,765,1137,10000,10000,1632,10000,10000,1646,1330,10000,1389,10000,10000,1031,10000,1375,1324,10000,10000,10000,1337,10000,1269,1160,10000,1076,10000
"18",10000,10000,1677,1401,10000,1045,10000,10000,10000,10000,750,1625,10000,1750,10000,965,10000,10000,1785,10000,987,10000,10000,610,1363,707,902,1799,1668,1587,962,10000,737,1196,1127,1789,697,789,1287,10000,836,970,1565,10000,772,1066,1700,10000,1000,1581,10000,823,1047,1545,782,10000,10000,10000,10000,1009
